SMILES,Crippen_logp
CCOC(=O)c1cccc(C=O)n1,1.0708
FS(F)(F)(F)(F)c1cc(Cl)ccn1,4.3924
Nc1ncc(Cl)cc1-c1ccc(OC(F)(F)F)cc1,3.8828000000000005
CCN(CC)c1ccc(C2CCCN2C)cn1,2.6945000000000006
O=C(c1cccnc1)c1cc(C(F)F)ccc1Cl,3.9036000000000017
O=C(Nc1ccc(N2CCCC2)nc1)OCC(F)(F)F,2.792600000000001
Cc1cccnc1C(O)Cc1ccccc1,2.666120000000001
COCCOc1ccnc(CO)c1C,0.9075200000000001
COC(=O)c1cnc2cc(Cl)ccc2c1,2.6748000000000003
O=C(O)c1c(Cl)cnc(Cl)c1Cl,2.74
Cc1c(NC(=O)C(C)(C)C)ccnc1Cl,3.0280200000000015
CNCc1cnc(NC(C)C)cc1C,1.9297199999999999
CCOC(=O)c1cn2cc(F)cc(Br)c2n1,2.412600000000001
Oc1cc(O)c(-c2cccc(Cl)c2)c(Cl)n1,3.4665999999999997
O=c1ccc2nccc3c4ccccc4n1c23,2.4387000000000008
OCc1ccc(-c2ccc(F)cc2)c(O)n1,2.0856
C=C(F)COc1ccc(N)cn1,1.5257999999999998
O=c1c2c([nH]c3ccc(Oc4ccccc4)cc13)CCC2,3.8091000000000017
O=C(O)c1cc(Cl)cn2ccnc12,1.6859
OCc1cccc2cc(Cl)ncc12,2.3805000000000005
Brc1nsc2nc3c(cc12)CCCCC3,3.7227000000000015
CCOC(=O)Cc1cnc(C(F)(F)F)c(F)c1,2.3451000000000004
O=C(c1cccnc1F)N1CCCCC1,1.8468
N#Cc1c(C(F)(F)F)cc(O)nc1O.O.O,-0.26611999999999997
Nc1cnc(Br)cc1Br,2.1888000000000005
COC(=O)c1c[nH]c2cc(Cl)cnc12,2.0029
O=C1NCCNc2c1cnc1ccccc21,1.3900999999999997
NS(=O)(=O)c1ccc(OC(F)(F)F)cn1,0.6276
Cc1nc(CCC(=O)O)n2ccccc12,1.6599199999999998
COc1nc(C(F)(F)F)ccc1C#N,1.98068
Cc1ccccc1CNc1ccc(N)cn1,2.58432
FC(F)(F)Oc1ccc(-c2cnc3cc[nH]c3c2)cc1,4.1285000000000025
Nc1ccc(OC(F)(F)F)cc1C(=O)c1ccncc1,2.793400000000001
COC(=O)c1cc(=O)c2cc(C(C)(C)C)ccc2[nH]1,2.6122000000000005
COc1n[nH]c2ncc([N+](=O)[O-])cc12,0.8746999999999998
Nc1cc2cc(Cl)cc(F)c2cn1,2.6095000000000006
O=Cc1ccc2ccc(C(F)(F)F)cc2n1,3.0661000000000014
CC(C)(C)Cc1noc2ncc(C(=O)O)cc12,2.5096
NNC(=O)c1ccc2ccccc2n1,0.8383
CC(=O)c1ccc2ccc3cccnc3c2n1,2.9856000000000007
Cc1cc(S)ncc1C1CCCN1C(=O)OC(C)(C)C,3.750720000000002
O=C(O)Cn1ccc(=O)c2ccc(Cl)cc21,1.7395000000000003
NCc1nc(-c2cccnc2)no1.O=C(O)C(F)(F)F,1.2236
C#Cc1cccc2ccc(C)nc12,2.5245200000000008
FC(F)(F)c1nc2ccncc2n1CC1CO1,1.8488999999999993
N#Cc1c(-c2ccccc2Br)ccnc1Cl,4.036180000000002
Cc1cc(C=O)cnc1Cl,1.85592
COc1ccc(/C=C/C(=O)O)nc1.Cl,1.6098
Fc1cc(Cl)cnc1NC1CCCC1,3.228600000000001
O=[N+]([O-])c1cccc(-c2cn3ccccc3n2)c1,2.9095000000000004
Cc1nc(N2CCOCC2)ccc1C1CCCN1C=O,1.51992
Cc1cc(S(=O)(=O)N2CCCCC2)cnc1Cl,2.21802
CC(O)CCc1ccc2ncccc2c1,2.5482000000000005
Fc1cc(F)c2ncccc2c1,2.513
Cc1ccc2cccc(OCC(=O)O)c2n1,2.0066199999999994
Cc1cccnc1NC(=O)CCC1COc2ccccc2O1,2.9487200000000016
COC(=O)c1nc(NC(C)=O)ccc1Cl,1.48
CSc1cc(F)cnc1Br,2.7051000000000007
OC(Cc1ccc2ccccc2n1)C(Cl)(Cl)Cl,3.5084000000000017
Cc1ccc(C)n1-c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,2.7883400000000007
Cc1cc2cc(Br)cnc2[nH]c1=O,1.9940200000000001
Cc1ccc(COc2c[nH]c(C)cc2=O)cc1,2.5707400000000007
CCOC(=O)c1cnc2ccccc2c1Cl,3.0649000000000015
Oc1ncccc1OC(F)(F)F,1.6857999999999997
Cl.ClC(c1ccccc1)c1ccncc1,3.8316000000000026
Cc1cc(O)c2cccc(C(F)(F)F)c2n1,3.267620000000001
Brc1ccnc2cc[nH]c12,2.3253999999999997
CS(=O)(=O)c1ccc(S(=O)(=O)Cl)cn1,0.4126000000000001
Cc1nc(CBr)ccc1Br,3.0474200000000016
O=C(O)c1cc(F)cnc1-c1cccc(F)c1,2.7250000000000005
O=Cc1cnn(-c2ccncc2)c1,1.0797999999999999
Cc1c(-c2ccco2)nn(-c2ccccn2)c1N,2.4179199999999996
COc1cnc(F)c(C)c1,1.5377199999999998
Cl.Cl.c1cncc(-n2ccnc2)c1,2.110899999999999
CC(N)Cc1cncc(F)c1,1.1103999999999998
O=S(=O)(Nc1cccc(F)c1)c1cccnc1Cl,2.674900000000001
O=C(c1ccccc1)N1CCCC1c1ccc[nH]c1=O,2.3522
Cc1ccc(C(=O)c2c(N)sc3c2CCC3)cn1,2.753420000000001
COc1ccc2ncc(C(=O)O)cc2c1,1.9416
O=c1[nH]cnc2ncc(Cl)cc12,0.9715
CCOC(=O)c1ccc2nccc(Br)c2c1,3.174000000000002
Clc1ccc(Br)nc1CBr,3.3924000000000003
COc1ccc(C(=O)c2nccc3ccccc23)cc1,3.474400000000002
O=C(O)c1cnc2[nH]ccc2c1F,1.4002
NC1(c2cccnc2)CCCCC1,2.1997
Cc1ccnc2cccnc12,1.93822
O=C(O)c1cccc2ccnc(O)c12,1.6385999999999998
CCc1ccc2nc3sc(C(=O)O)cc3cc2c1,3.7101000000000015
CCOC(=O)c1cc(C(C)(C)C)nc(O)c1C#N,2.13308
COc1ccnc(C)c1Cl,2.0520199999999997
Cc1ccc2nc(C(=O)O)ccc2c1[N+](=O)[O-],2.1496200000000005
CC(C)Nc1ccc(C(C)O)cn1,1.9551999999999998
C[Si](C)(C)C#Cc1cnc(Cl)cc1N,2.5461
Cn1c(=O)ccc2c(NCCO)ncnc21,-0.2673000000000005
OC(c1ccccc1)c1ccc(OCc2ccccc2)nc1,3.742300000000002
Cc1cc(Cl)c2c(F)ccc(F)c2n1,3.474820000000001
CC1(C)OB(c2cncc3ccccc23)OC1(C)C,2.5340000000000007
COc1ncc(-c2c(F)c(F)c(F)c(F)c2F)cc1N,3.0349000000000004
NCc1cccnc1Oc1ccccc1,2.3326000000000002
NNc1ccncc1S(=O)(=O)N1CCNCC1,-1.0388999999999988
O=C(O)c1cc(Cl)cnc1O,1.1388
COC(=O)c1ccncc1-c1cccc(OC(F)(F)F)c1,3.4338000000000015
[O-][n+]1ccc(-c2noc(CCl)n2)cc1,1.1088
O=C(O)C(F)=Cc1cccnc1,1.4766000000000001
Cl.O=C(c1ccncc1)C1CCCNC1,1.6857
CCOC(=O)c1cnc2c(CC)cccc2c1N(C)C,3.039900000000002
CCOc1cccc2c(OCC(=O)OC)cc(C)nc12,2.4937200000000006
N#Cc1ccc(C(F)(F)F)c(Cl)n1,2.6254800000000005
Fc1cc(C(F)(F)F)cnc1Cl,2.892900000000001
O=C(c1ccncc1)c1ccc(C(F)F)cc1O,2.9558000000000013
N#Cc1cnc2cc(I)ccc2c1O,2.416680000000001
O=[N+]([O-])c1ccccc1OCc1n[nH]c(-c2ccccn2)n1,2.3538999999999994
CC(C)(C)OC(=O)Nc1ncccc1F,2.5677000000000003
COc1cc(N)cc(C#N)n1,0.5440800000000001
CS(=O)c1ccc(Br)nc1,1.5815000000000001
Cc1cnc(Br)cc1C,2.460940000000001
COC(=O)C(C(=O)OC)c1ncc(C)cc1[N+](=O)[O-],0.7278199999999995
N#CCCSc1nc(-c2ccc(Cl)cc2)ccc1C#N,4.279460000000003
Cc1ccccc1C(=O)c1ccccn1,2.6210200000000006
NCC1CN(Cc2ccncc2)CCO1,0.24109999999999965
COc1cc2c(cn1)CCNC2.Cl.Cl,1.5794999999999995
COC(=O)c1cc(OC)ncc1C(F)(F)F,1.8956000000000002
COC(=O)c1cc(OC)ncc1Cl,1.5302
CCCCC(N)c1nc(-c2cccnc2)no1,2.3216
OCCC1(c2ccccn2)CCNC1,0.6950999999999998
Cc1ccc(CNC(=O)C2CCC2)cn1,1.80632
O=C(O)Cc1cc(Cl)ncc1Cl,2.0155000000000003
CNc1ccc(C2CCCN2)c(C)n1,1.8562199999999998
NC(=S)c1ccc2ncccc2c1,1.869
CCC(O)c1cnc(Oc2ccccc2)c(C)c1,3.625720000000002
COc1ccc(OC)c2nc3c(cc12)CCCCC3,3.520900000000003
COc1cnc(Br)c2[nH]ccc12,2.3339999999999996
COCCOc1cncc(B2OC(C)(C)C(C)(C)O2)c1,1.4059999999999995
CCCCN1CCCC1c1cccnc1Cl,3.6720000000000033
N#Cc1ccc2nccc(Cl)c2c1,2.7598800000000008
Cc1ncccc1N=C=S,2.12432
Cc1cccn2c(=O)cc(CN(C)c3ccccc3)nc12,2.6393200000000006
Nc1ccc2ncn(-c3cncc(Br)c3)c2c1,2.765200000000001
O=C(O)c1c[nH]c2ccc(F)cc2c1=O,1.3653999999999997
Cc1cccc2c(=O)ccn(C)c12,1.84692
CCN1CCCC1c1cccnc1N(C)C,2.3044000000000002
Cc1cc(=O)c(OCC(=O)O)c[nH]1,0.14671999999999996
CC(C)(C)c1cc(N)n(-c2ccc3cccnc3c2)n1,3.300200000000001
Oc1ccnc2cccc(C(F)F)c12,2.878000000000001
Cc1ncc(C=O)c(C)c1O,1.21654
Nc1ccc(C(F)(F)F)n(C2CC2)c1=O,1.7842
Fc1cncc2[nH]ccc12,1.7019999999999997
COC(=O)c1cc(Cl)cnc1OC,1.5302
Nc1ccc(=O)n(CC(=O)O)c1,-0.4849000000000001
Cc1cccc2ncc([N+](=O)[O-])n12,1.55092
CC(=O)Oc1cccc(C(=O)c2ccc(Cl)nc2)c1,2.891300000000001
COC(=O)c1cncc(F)c1C#N,0.87898
COc1cnc(Cl)c(CC#N)c1,1.80968
C=CCc1ncccc1C(=O)OC,1.5966999999999998
Cl.Cl.c1ccc(SC2CCNCC2)nc1,2.7693000000000003
COc1ccc(F)c(-c2ccncc2)c1,2.896300000000001
COc1nccc(N(C)C)c1N,0.7383999999999997
O=C1NN=C(c2ccccc2)C1=CNCc1ccccn1,1.5891999999999997
Cl.Cl.c1ccc2nc(N3CCNCC3)ccc2c1,2.4879999999999995
Fc1ccc(OC(F)F)nc1CCl,2.5609
CN(C)/C=C/c1c(Br)cncc1[N+](=O)[O-],2.2846
CCCn1cc(C#N)c(=O)c2c(C)cc(C)cc21,2.9000200000000014
COC(=O)Cc1ccc(OC)nc1,0.8057
NCc1c(C(F)(F)F)cncc1C(F)(F)F,2.5779000000000005
Cc1ccnc(Nc2cc(F)ccc2F)c1,3.4118200000000014
Nc1cc(-c2ccncc2)no1,1.3188
Cc1cc(Br)c2ncc3c(=O)[nH][nH]c3c2c1,2.475319999999999
Cc1nc(-c2ccccc2)ccc1S(=O)(=O)Cl,2.9845200000000016
O=C(O)c1cc(Br)cc(Cl)n1,2.1956999999999995
O=C(O)c1nc2cccnc2[nH]c1=O,0.016299999999999815
CC1(C)OB(c2cncc(-c3cccc(F)c3)c2)OC1(C)C,3.1869000000000014
Oc1ccc(C2CCCCN2)cn1,1.6018
COC(=O)CNc1cc(C)nc2c(Cl)cc(Cl)cc12,3.4349200000000017
O=C(CNCc1ccccn1)NCc1ccccc1,1.4875999999999998
Nc1cnccc1C(=O)c1ccc(F)cc1C(F)(F)F,3.0527000000000006
Cc1ccnc(NCc2ccc(Cl)cc2)c1,3.655520000000002
OCc1nc(O)ccc1-c1ccc(F)cc1,2.0856
COc1ccc(-c2nc(C(C)=O)c3ccccn23)cc1,3.2125000000000012
O=Cc1cc2ncccc2s1,2.1088
Cc1ccc(C(N)c2ccccn2)cc1,2.4381200000000005
C=Cc1cnc(NC(C)C)c(C)c1,2.853320000000001
CCN1CCN(c2ncc(CNC)cc2C)CC1,1.2513199999999995
O=[N+]([O-])c1cc(Cl)nc(Br)c1,2.4057000000000004
Oc1ccc2ccc(C(F)(F)F)nc2c1,2.959200000000001
CCCCOC(=O)Cc1c(O)nc2ccccn2c1=O,1.2858999999999998
CC(C)(C)OC(=O)Nc1ccncc1Br,3.1911000000000014
Cc1nccc(O)c1OCc1ccccc1,2.674620000000001
Brc1ccc(-c2ccccn2)nn1,2.301100000000001
CCOC(=O)CCNc1cc(N)ccn1,1.0289000000000001
CCOC(=O)c1c(F)cncc1F,1.5365
Cc1ccnc(I)c1C,2.30304
c1cnc2c(c1)CCNC2,0.7273000000000001
O=[N+]([O-])c1cc[n+]([O-])cc1N1CCOCC1,0.06479999999999997
Cc1nnc(NCc2cccnc2)[nH]c1=O,0.48041999999999974
Cc1cc2nc(-c3cccnc3Cl)[nH]c2cc1C,3.8951400000000014
COC(=O)c1cnc([N+](=O)[O-])c(C(F)(F)F)c1,1.7952
N#CCc1cccnc1-c1cc(Cl)c(Cl)cc1Cl,4.774880000000001
Nc1cc(I)nc(C(F)(F)F)c1,2.2872000000000003
COC(=O)c1cccc(CN)n1,0.3269000000000001
Cc1cc(CCO)cnc1N1CCCC1,1.5250199999999998
CNCc1ccc(OC)c2ncccc12,1.9627999999999999
Nc1ccncc1O,0.3694
O=C(O)c1cc(Cl)c(=O)n(Cc2cccc(Cl)c2)c1,2.901600000000001
FC(F)(F)c1cnc(Cl)c(Br)c1,3.5163
O=C(O)COc1ccnc2ccccc12,1.6982
Nc1cccc(Br)n1,1.4263
COc1ccc(-c2nnc3c(C(=O)O)cccn23)cc1,2.1031
Cc1ccc(NC2CCSC2)cn1,2.3074200000000005
FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cn2)nc1,4.181200000000001
Fc1cccc(-c2ccncc2Cl)c1,3.541100000000001
O=C(Cl)c1cccc(C(F)(F)F)c1-c1ccncc1,4.146400000000002
Cc1c([N+](=O)[O-])cc[n+]([O-])c1Cl,1.1900199999999999
COc1ccc(Cl)c2c(Cl)cc(C)nc12,3.858620000000002
Nc1c([N+](=O)[O-])sc2ncccc12,1.7867
Cc1cnc2ccc(F)cn12,1.7818199999999997
O=C(Cc1cccnc1)N1CCC(CO)CC1,0.855
Cc1cc(Br)ccc1C(=O)c1ccncc1,3.3835200000000016
Cc1cccnc1-c1cncc(C=O)c1,2.26452
CCN1CCCCC1c1cnccc1C,2.9369200000000015
N#Cc1cnc(Cl)cc1O,1.31228
CC1(C)OB(c2ccc(-n3cccn3)nc2)OC1(C)C,1.5665
CCCCC(=O)Nc1cncc(C(=O)O)c1,1.9084999999999999
CC(N)c1ccc(N2CCCc3ccccc32)nc1,3.1856000000000018
CCc1cc(C(=O)OC)cc(Cl)n1,2.0839999999999996
CCCCc1nnc2ccc(C(=O)O)cn12,1.7701
Cc1cc2ccc(C(=O)O)nc2cc1C,2.5498400000000006
O=Cc1cc(Br)nc2ccccc12,2.809800000000001
c1cnc2[nH]c3c(c2c1)CCNC3,1.2086
Cc1cc(CN)cnc1NC(C)C,1.6690200000000002
CC(NC1CCCC1)c1ccncc1,2.674800000000001
Fc1cc(Cl)cnc1Cl,2.5275
CCn1c(=O)c(-c2ccn[nH]2)cc2c(C)nc(N)nc21,1.0921199999999998
Nc1cc(C(F)(F)F)c2ccccc2n1,2.8358000000000008
COc1ccc2nc3ccc(OC)cc3c(Cl)c2c1,4.058600000000003
O=C(O)c1cccn2c(CN3CCCC3)cnc12,1.6282999999999999
COC(=O)c1cc(OC(F)F)c(Cl)cn1,2.123
COC(=O)c1cccn2ccnc12,1.1208999999999998
Brc1cc2cnn(C3CCCCO3)c2cn1,2.892900000000001
C#Cc1ccc(C#N)cn1,0.93458
Cc1ccc2cccc(C)c2n1,2.8516400000000015
Nc1cncc(C2CCC2)c1,1.9313
CC(C)(C)OC(=O)Cc1cccc(Cl)n1,2.619200000000001
NCc1cccnc1-c1cncnc1,0.9972999999999999
O=C(c1cnc2[nH]c(=O)[nH]c(=O)c2c1)c1ccccc1O,0.5479999999999996
N#Cc1c(C2CC2)cc(C(F)F)nc1S,3.0569800000000016
Oc1cnc2c(c1)CN(Cc1ccccc1)CC2,2.3455000000000004
OB(O)c1cnc(N2CCOCC2)c(Cl)c1,-0.7486000000000002
Oc1cc(I)nc(C(F)(F)F)c1,2.4106000000000005
C=C(C)Cc1ncccc1C,2.5086200000000005
C[C@@H](N)c1ccc2ccccc2n1,2.2545
CN(NC(=O)NN)c1ncc(C(F)(F)F)cc1Cl,1.2779
Cc1c(Cl)ccc2cc(C(=O)O)cnc12,2.89482
Cl.O=C(CCl)Cc1ccncc1,1.8538
CN(C)c1nc(C=O)c2ccccn12,1.2127999999999999
Nc1ncn(CCc2cccnc2)n1,0.4979999999999998
CSc1ncccc1C1CCCCN1Cc1ccccc1,4.530700000000004
Nc1cc2ccccc2nc1C(F)(F)F,2.8358000000000008
Fc1ccnc2[nH]ncc12,1.097
O=C(O)c1cc(Cl)c2cc(Cl)ccc2n1,3.2398000000000007
CC1(C)Oc2cc(Br)cnc2NC1=O,1.9535999999999996
Cc1cc(Cl)c2ccc(Cl)cc2n1,3.8500200000000016
Cn1nc(C(=O)O)c2ccc(C(F)F)nc21,1.6041
CC(=O)N1CCCC1c1cccnc1O,1.4706
Cc1cc(F)cc2c1ncc1c(=O)nc(N)sc12,2.2344199999999996
Cc1ncc(C(=O)O)c(C)c1C,1.70506
Nc1ccncc1-c1c(F)c(F)c(F)c(F)c1F,3.0263
CNCc1cn(C)nc1-c1ccccn1,1.2015
O=C1CCN(c2cccc(F)n2)CC1,1.39
Cc1cc(F)cnc1-c1cccnc1,2.59112
Cc1nc2ccccc2c(O)c1I,2.853420000000001
O=C(O)C(O)c1cc(-c2ccncc2)ccc1F,2.0057
Nc1ccc2cnccc2n1,1.212
CCOC(=O)c1cc(Cl)ncc1N,1.4939
Oc1ccc2nc(-c3ccccn3)oc2c1,2.5954000000000006
Nc1cccnc1NCCCc1ccccc1,2.708500000000001
CCOc1cc(Cl)nc(Cl)c1,2.7871000000000015
FC(F)(F)c1cc(-c2ccncc2)cc(C(F)(F)F)c1,4.786200000000002
ClCc1ccc(OCc2ccccc2)nc1,3.3994000000000018
O=S(=O)(Nc1ccccc1)c1ccc[nH]c1=S,2.5449900000000003
CC(C)(C)[Si](C)(C)OCc1cc2ncc(C=O)cc2o1,4.162100000000003
N#CCc1nc(-c2ccccn2)cs1,2.27118
Cc1nc(N(C)N)ccc1F,0.83902
CC(N)c1ccncc1F,1.2404000000000002
O=Cc1ccccc1-c1cccc(Br)n1,3.3236000000000008
F[B-](F)(F)c1ccc2cccnc2c1.[K+],-0.7068000000000005
O=C(c1ccc(F)cc1)c1ccnc2ccccc12,3.6049000000000015
NC(=S)Cc1ccc2ncccc2c1,2.0633999999999997
C[n+]1ccccc1S(=O)(=O)[O-],-0.5847999999999998
O=S(=O)(Cl)c1cncc2ccccc12,2.1623
Nc1ccc(N2CCCCC2)c2ncccc12,2.8073000000000015
O=C(O)c1ncc(OC(F)F)cc1F,1.5203
CCOC(=O)c1nc2ccccn2c1N,1.0932
CNCC=Cc1ccc2ncccc2c1,2.4674000000000005
CN1CCN(S(=O)(=O)c2cncc(Cl)c2O)CC1,0.37669999999999965
CCOC(=O)c1cnc(Cl)c(C(F)(F)F)c1,2.930500000000001
Cn1c(=O)ccc2c(N)nccc21,0.5156999999999996
O=[N+]([O-])c1cnccc1OC(F)(F)F,1.8883999999999996
Cc1nc2c(C)cccc2c(O)c1CCC(=O)O,2.57444
CCOC(=O)c1cnc2c(C)ccc(Cl)c2c1N(C)C,3.439320000000002
COC(=O)c1nc(F)ccc1C(F)(F)F,2.0261
O=C(O)c1ccn2ncc(Br)c2c1,1.795
OCc1cc(O)ncc1-c1ccncc1,1.3415
CCOc1ccc2ncc(CBr)cc2c1,3.528400000000002
CC(=O)c1sc(Nc2cccnc2)nc1C,2.79272
NCc1cnn(-c2ccncc2)c1C(F)(F)F,1.7448
Cc1ccc(Br)c2c(=O)c(C(=O)O)c[nH]c12,2.29722
OB(O)c1ncc(Cl)cc1F,-0.44610000000000005
O=Cc1ccc2c(n1)NC(=O)CS2,0.9382999999999999
CC(C)=NNC(=O)c1ccncc1,1.2072
CC(C)(N)Cc1cn2ccccc2n1,1.6141
FC(F)(F)c1ccn(-c2ccncc2)n1,2.2860999999999994
N#Cc1cnc(Cl)cc1Cl,2.2600800000000003
COc1ccc2cc(B(O)O)ccc2n1,-0.07680000000000009
NCc1cc2ncccc2s1,1.7550000000000001
O=C(O)C1(c2cc(-c3cccnc3)on2)CCCC1,2.633000000000001
O=Cc1ccnc(F)c1-c1ccccc1,2.7002000000000006
Nc1ncc(Cl)cc1-c1ccccc1,2.9842000000000013
COc1cccc(CN)n1.Cl,0.9706999999999999
Cc1nnc2cc(B(O)O)ccn12,-1.2824800000000005
OCCCc1ccc(Cl)nc1,1.6599
Oc1c(-c2cc(Cl)c(Cl)cc2Cl)ccnc1F,4.553500000000001
COC(=O)c1cccc(-c2cccc(N)n2)c1,2.1174
c1ccn2c(CNC3CCCC3)nnc2c1,1.7614999999999998
Cn1c(-c2ccccn2)nn(Cc2ccccc2C#N)c1=O,1.56378
N#Cc1ccncc1SC(F)(F)F,2.56518
Cc1ccc(C(=O)c2cccnc2)c(OC(F)F)c1,3.2224200000000014
Cc1cc(CCl)cc(Br)n1,2.8913200000000012
C=Cc1ccc(N2CCNCC2)nc1C,1.44262
