SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE,HAS_PYRADINONE,RDMOL,ORTHO_C_1,PYR_N,ORTHO_C_2,META_C_2,PARA_C,META_C_1,N_TO_PARA_STERIMOL_L,N_TO_PARA_STERIMOL_B1,N_TO_PARA_STERIMOL_B5,FRACTION_VBUR_N_3.5,FRACTION_VBUR_PARA_C_3.5
CCCc1cc(C(=O)O)cc(Cl)n1,2.3857,1,3,4,50.19,23,50.2013,TRUE,FALSE,FALSE,FALSE,199.637,FALSE,FALSE,"InChI=1S/C9H10ClNO2/c1-2-3-7-4-6(9(12)13)5-8(10)11-7/h4-5H,2-3H2,1H3,(H,12,13)",ADZGFLWGSFWWDY-UHFFFAOYSA-N,12586779,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/57663-81-7.html,ADZGFLWGSFWWDY-UHFFFAOYSA-N,-39.99964875,6960.139492,177084.267,128.332167,3.52,2.630604192,0.442713551,0.059832593,0.000940391,0.014329681,-0.020295653,-0.3966533,-0.2999803,0.2496,3.985,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649aef10>,3,12,10,9,5,4,7.26171555,1.944901763,5.503015008,0.593977124,0.611256057
OCc1ccnc2c1OCCO2,0.3451,1,4,2,51.58,21,41.1498,TRUE,FALSE,FALSE,FALSE,167.164,FALSE,FALSE,"InChI=1S/C8H9NO3/c10-5-6-1-2-9-8-7(6)11-3-4-12-8/h1-2,10H,3-5H2",OSGBHXFASGUEFJ-UHFFFAOYSA-N,50990664,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-0760,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000048?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,OSGBHXFASGUEFJ-UHFFFAOYSA-N,-36.8416691,4951.779155,114690.3474,107.28258,1.306,3.454471555,0.403607889,0.06015974,0.006935946,0.007550206,-0.018363628,-0.3790853,-0.2521358,0.1025,1.491,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690b7990>,4,5,6,7,2,3,6.708108403,1.978498908,5.485394155,0.466373928,0.623480013
CCOC(=O)c1cccc(C=O)n1,1.0708,0,4,4,56.26,22,45.581,TRUE,FALSE,FALSE,FALSE,179.175,FALSE,FALSE,"InChI=1S/C9H9NO3/c1-2-13-9(12)8-5-3-4-7(6-11)10-8/h3-6H,2H2,1H3",PILDWRGFGKVUSE-UHFFFAOYSA-N,44206644,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-8771,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/21908-10-1.html,PILDWRGFGKVUSE-UHFFFAOYSA-N,-38.96323485,5852.835642,137642.36,118.037605,0.803,2.222032757,0.463266218,0.068850552,0.000519583,0.014048284,-0.017874378,-0.3953413,-0.3136831,0.412,2.076,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169065ee0>,5,12,9,8,7,6,5.352789904,1.718580208,6.109869543,0.570653187,0.420174478
COC(=O)Cc1ccc(OC)nc1,0.8057,0,4,5,48.42,24,46.509,TRUE,FALSE,FALSE,FALSE,181.191,FALSE,FALSE,"InChI=1S/C9H11NO3/c1-12-8-4-3-7(6-10-8)5-9(11)13-2/h3-4,6H,5H2,1-2H3",LYJJNCKUSDHNQR-UHFFFAOYSA-N,57654509,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?YC-1851,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/943541-27-3.html,LYJJNCKUSDHNQR-UHFFFAOYSA-N,-40.01555608,6233.163411,143306.9821,120.979011,1.755,3.584999232,0.467784551,0.066309315,-0.000130416,0.012978631,-0.019065874,-0.3783839,-0.2466376,0.1066,1.848,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649adf50>,8,11,12,5,6,7,6.339443905,1.945814372,7.069585907,0.522671683,0.519724888
COC(=O)c1cccc(CN)n1,0.3269,1,4,4,65.21,22,43.4679,TRUE,FALSE,FALSE,FALSE,166.18,FALSE,FALSE,"InChI=1S/C8H10N2O2/c1-12-8(11)7-4-2-3-6(5-9)10-7/h2-4H,5,9H2,1H3",BXSRCFBJJKYNGE-UHFFFAOYSA-N,29921664,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds022894?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,BXSRCFBJJKYNGE-UHFFFAOYSA-N,-36.19083656,5409.405647,124913.7635,113.637291,4.563,2.465831355,0.432273092,0.059033319,0.005331267,0.017829313,-0.017623206,-0.3720721,-0.2814545,0.2858,4.571,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169086340>,4,11,8,7,6,5,5.336198439,1.972298597,6.607114805,0.566535827,0.422760203
Cc1ncc(C(=O)O)c(C)c1C,1.70506,1,3,4,50.19,23,45.4073,TRUE,FALSE,FALSE,FALSE,165.192,FALSE,FALSE,"InChI=1S/C9H11NO2/c1-5-6(2)8(9(11)12)4-10-7(5)3/h4H,1-3H3,(H,11,12)",COGIRZHGENSUPE-UHFFFAOYSA-N,18342231,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HF-2663,NONE,NONE,NONE,NONE,NONE,COGIRZHGENSUPE-UHFFFAOYSA-N,-35.95688457,5636.408339,131216.5776,115.595238,4.147,2.780628983,0.465515773,0.059921843,0.002383694,0.014682288,-0.020308436,-0.3730868,-0.2709006,0.1885,4.646,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164965f50>,1,2,3,4,8,10,6.374828324,1.931235513,5.084944757,0.486617126,0.65755451
CC(C)=NNC(=O)c1ccncc1,1.2072,1,3,4,54.35,24,50.4862,TRUE,FALSE,FALSE,FALSE,177.207,FALSE,FALSE,"InChI=1S/C9H11N3O/c1-7(2)11-12-9(13)8-3-5-10-6-4-8/h3-6H,1-2H3,(H,12,13)",LRCPYBHPYVZWBL-UHFFFAOYSA-N,72487,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/s420018,NONE,NONE,NONE,NONE,LRCPYBHPYVZWBL-UHFFFAOYSA-N,-37.68075831,6647.871064,154677.7691,126.927307,4.927,2.605456043,0.512365252,0.044264752,0.00726048,0.027087724,-0.019932285,-0.3768053,-0.2810565,0.2771,5.716,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16902a030>,9,10,11,12,7,8,10.40424965,1.88115269,5.622933673,0.41634248,0.612065552
OCCCc1ccc(Cl)nc1,1.6599,1,2,4,33.12,21,44.6538,TRUE,FALSE,FALSE,FALSE,171.627,FALSE,FALSE,"InChI=1S/C8H10ClNO/c9-8-4-3-7(6-10-8)2-1-5-11/h3-4,6,11H,1-2,5H2",WVYMRSMUEYGVDQ-UHFFFAOYSA-N,14071569,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/117528-27-5.html,WVYMRSMUEYGVDQ-UHFFFAOYSA-N,-33.76386833,5550.661064,141459.0441,115.059949,3.379,3.401666673,0.400177348,0.036079758,0.002111028,0.015728861,-0.017354738,-0.3890509,-0.264042,0.1175,3.613,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169055a10>,7,9,10,4,5,6,6.24887204,1.717732745,7.075277113,0.487286852,0.492638837
c1cncc(NCc2ccsc2)c1,2.7552,1,3,3,24.92,23,55.8827,TRUE,FALSE,FALSE,FALSE,190.271,FALSE,FALSE,"InChI=1S/C10H10N2S/c1-2-10(7-11-4-1)12-6-9-3-5-13-8-9/h1-5,7-8,12H,6H2",KWFURRGBEZMQCO-UHFFFAOYSA-N,28430022,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1019559-79-5.html,KWFURRGBEZMQCO-UHFFFAOYSA-N,-35.57679483,8032.811658,216480.6531,143.908898,3.294,3.206516883,0.519492158,0.013132388,0.00578502,0.024081742,-0.023286862,-0.3625473,-0.24471,0.1886,3.336,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169046c70>,1,2,3,4,12,0,8.51823728,1.704488943,6.187463341,0.419982296,0.556769474
CCNc1cccnc1C,1.82182,1,2,4,24.92,22,43.1377,TRUE,FALSE,FALSE,FALSE,136.198,FALSE,FALSE,"InChI=1S/C8H12N2/c1-3-9-8-5-4-6-10-7(8)2/h4-6,9H,3H2,1-2H3",KMFBUFMVRYPIBY-UHFFFAOYSA-N,67266326,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1346544-43-1.html,KMFBUFMVRYPIBY-UHFFFAOYSA-N,-29.09355197,4758.448355,108234.201,107.276902,3.371,3.468557286,0.434620602,0.016388871,0.007699598,0.021568714,-0.01711056,-0.3509238,-0.2234567,0.1129,3.823,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649e7ed0>,6,7,8,3,4,5,7.06093372,1.782679503,5.818924412,0.480327525,0.501292862
CCOC(=O)c1ccc(C)nc1O,1.27232,1,4,5,59.42,24,46.5953,TRUE,FALSE,FALSE,FALSE,181.191,FALSE,FALSE,"InChI=1S/C9H11NO3/c1-3-13-9(12)7-5-4-6(2)10-8(7)11/h4-5H,3H2,1-2H3,(H,10,11)",PQCSOHWXRCPXRQ-UHFFFAOYSA-N,13004795,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HA-0665,NONE,NONE,NONE,NONE,NONE,PQCSOHWXRCPXRQ-UHFFFAOYSA-N,-40.02945423,6213.692808,143484.0898,120.644498,0.201,2.757065696,0.458908168,0.074304467,0.001897315,0.012154432,-0.019440835,-0.3805979,-0.2792776,0.1927,0.506,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169072500>,8,10,11,5,6,7,5.986701789,1.951727612,8.003086415,0.525723304,0.49775205
Cc1cc2c(cn1)C(=O)CC2,1.51892,0,2,1,29.96,20,41.6255,TRUE,FALSE,FALSE,FALSE,147.177,FALSE,FALSE,"InChI=1S/C9H9NO/c1-6-4-7-2-3-9(11)8(7)5-10-6/h4-5H,2-3H2,1H3",RKEYPORJJFWIGD-UHFFFAOYSA-N,10034763,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QD-2283,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/147646-27-3.html,RKEYPORJJFWIGD-UHFFFAOYSA-N,-30.85671007,4655.681369,111551.1747,105.841333,4.497,2.550873505,0.438384382,0.035127024,0.002292229,0.017178609,-0.017256385,-0.3773519,-0.283609,0.2544,5.097,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169093450>,1,6,5,4,3,2,6.458919554,1.98760956,5.044054514,0.481602917,0.614063082
CCOCCc1ccccn1,1.6606,0,2,5,22.12,24,44.434,TRUE,FALSE,FALSE,FALSE,151.209,FALSE,FALSE,"InChI=1S/C9H13NO/c1-2-11-8-6-9-5-3-4-7-10-9/h3-5,7H,2,6,8H2,1H3",BVFWKBCHXXZOJJ-UHFFFAOYSA-N,98758,"['Ambeed', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-8003,https://www.sigmaaldrich.com/catalog/product/aldrich/s361402,NONE,NONE,NONE,https://www.ambeed.com/products/28672-54-0.html,BVFWKBCHXXZOJJ-UHFFFAOYSA-N,-32.87383683,5539.263259,125481.5249,114.766028,1.626,3.318280346,0.459704964,0.026580661,0.005652826,0.018979677,-0.017931056,-0.3679106,-0.245966,0.1166,0.905,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16901eea0>,5,10,9,8,7,6,5.346255399,1.701255237,7.47000233,0.505398574,0.417932352
O=C(O)CCc1ccc(F)nc1,1.2379,1,3,3,50.19,20,40.1518,TRUE,FALSE,FALSE,FALSE,169.155,FALSE,FALSE,"InChI=1S/C8H8FNO2/c9-7-3-1-6(5-10-7)2-4-8(11)12/h1,3,5H,2,4H2,(H,11,12)",YSRWQGSUXGWTHB-UHFFFAOYSA-N,105434007,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-2441,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/944998-15-6.html,YSRWQGSUXGWTHB-UHFFFAOYSA-N,-37.0072883,4695.833517,110083.4514,104.82796,4.306,3.442588431,0.400081332,0.066615883,0.001325985,0.009280681,-0.015973605,-0.3959715,-0.2694587,0.1079,4.539,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646c0c10>,8,10,11,5,6,7,6.957157209,1.701330419,6.999973943,0.458762346,0.492306886
CC(C)C(=O)c1ccncc1,1.9203,0,2,4,29.96,22,43.4055,TRUE,FALSE,FALSE,FALSE,149.193,FALSE,FALSE,"InChI=1S/C9H11NO/c1-7(2)9(11)8-3-5-10-6-4-8/h3-7H,1-2H3",REQREMPZQWXKAO-UHFFFAOYSA-N,10898858,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HB-3322,NONE,NONE,NONE,NONE,NONE,REQREMPZQWXKAO-UHFFFAOYSA-N,-31.84963966,5141.815916,119788.7039,111.3175,2.064,2.262334509,0.453622576,0.031848941,0.003946338,0.019749584,-0.018492638,-0.3812788,-0.2981395,0.3313,2.646,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646233e0>,7,8,9,10,5,6,8.600978275,2.136866022,4.176919881,0.416528839,0.648801482
OC(Cc1ccncc1)C(F)(F)F,1.5473,1,2,3,33.12,21,40.0028,TRUE,FALSE,FALSE,FALSE,191.152,FALSE,FALSE,"InChI=1S/C8H8F3NO/c9-8(10,11)7(13)5-6-1-3-12-4-2-6/h1-4,7,13H,5H2",MMDRDAFWWYWCGO-UHFFFAOYSA-N,64984774,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1491591-94-6.html,MMDRDAFWWYWCGO-UHFFFAOYSA-N,-42.39131958,4972.181965,114030.0038,106.449465,4.774,3.234876795,0.398217239,0.072196246,0.002162041,-0.005647963,-0.01849298,-0.3786139,-0.2597344,0.1146,4.781,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646b8c10>,5,6,7,8,3,4,8.169711372,1.768891922,5.102606983,0.426598025,0.670681141
CNc1ccc(OC)nc1,1.1319,1,3,4,34.15,20,40.3357,TRUE,FALSE,FALSE,FALSE,138.17,FALSE,FALSE,"InChI=1S/C7H10N2O/c1-8-6-3-4-7(10-2)9-5-6/h3-5,8H,1-2H3",TVRPZLLAQQVNEG-UHFFFAOYSA-N,11073496,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-1809,NONE,NONE,NONE,NONE,NONE,TVRPZLLAQQVNEG-UHFFFAOYSA-N,-29.99739757,4199.102423,95545.58294,100.570294,2.687,3.21149222,0.38555409,0.03020733,0.00481642,0.016209669,-0.015067105,-0.3489199,-0.2308997,0.1221,2.746,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690707b0>,5,8,9,2,3,4,5.344970099,1.861780101,5.562959917,0.525833955,0.459461191
c1ccc(Oc2ccncc2)cc1,2.8739,0,2,2,22.12,22,50.753,TRUE,FALSE,FALSE,FALSE,171.199,FALSE,FALSE,InChI=1S/C11H9NO/c1-2-4-10(5-3-1)13-11-6-8-12-9-7-11/h1-9H,OATKXQIGHQXTDO-UHFFFAOYSA-N,249651,"['Ambeed', 'TCI (Tokyo Chemical Industry)', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2179,https://www.sigmaaldrich.com/catalog/product/aldrich/cds000196?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/P1413/index.html,NONE,NONE,https://www.ambeed.com/products/4783-86-2.html,OATKXQIGHQXTDO-UHFFFAOYSA-N,-35.11022227,6623.658938,163173.7817,130.486972,2.534,3.597662023,0.57507932,0.021732911,0.003322607,0.022002324,-0.020629133,-0.372613,-0.2404013,0.1332,2.603,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649daab0>,7,8,9,10,5,6,8.517919725,2.307885536,5.379140215,0.415748463,0.609835073
O=C(Nc1cccnc1Cl)C1CC1,2.0835,1,2,2,41.99,22,50.6007,TRUE,FALSE,FALSE,FALSE,196.637,FALSE,FALSE,"InChI=1S/C9H9ClN2O/c10-8-7(2-1-5-11-8)12-9(13)6-3-4-6/h1-2,5-6H,3-4H2,(H,12,13)",IJFLBOULCFYVKB-UHFFFAOYSA-N,4283894,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HE-0251,https://www.sigmaaldrich.com/catalog/product/aldrich/t317861,NONE,NONE,NONE,NONE,IJFLBOULCFYVKB-UHFFFAOYSA-N,-38.32010861,6825.857764,176066.0827,127.596217,1.113,3.389102077,0.454839399,0.046497307,-0.000273888,0.016516602,-0.020022736,-0.3887611,-0.2642138,0.1408,1.716,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649ad1c0>,6,7,8,3,4,5,7.62437249,1.826409087,6.893751387,0.484258526,0.521046869
O=C(NC1CC1)c1ccncc1,0.9738,1,2,2,41.99,22,44.7252,TRUE,FALSE,FALSE,FALSE,162.192,FALSE,FALSE,"InChI=1S/C9H10N2O/c12-9(11-8-1-2-8)7-3-5-10-6-4-7/h3-6,8H,1-2H2,(H,11,12)",PTRHJJHEZUMSQS-UHFFFAOYSA-N,101466,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5039,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/25764-75-4.html,PTRHJJHEZUMSQS-UHFFFAOYSA-N,-34.25459702,5553.825065,130713.9562,115.322416,3.608,2.644657838,0.475331223,0.045440985,0.004924802,0.019870028,-0.01760376,-0.3771056,-0.2799162,0.2395,4.27,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164574dd0>,8,9,10,11,6,7,9.510142845,1.916976125,4.292150737,0.416045471,0.609881662
O=[N+]([O-])c1ccc(NCCO)nc1,0.394,2,5,5,88.29,22,46.4669,TRUE,FALSE,FALSE,FALSE,183.167,FALSE,FALSE,"InChI=1S/C7H9N3O3/c11-4-3-8-7-2-1-6(5-9-7)10(12)13/h1-2,5,11H,3-4H2,(H,8,9)",STGZMDMCSWZWHU-UHFFFAOYSA-N,97005,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/s447064,NONE,NONE,NONE,NONE,STGZMDMCSWZWHU-UHFFFAOYSA-N,-40.45420352,5637.56469,128744.8687,114.34237,8.191,2.514719337,0.416083674,0.091311787,0.006475209,0.008538413,-0.018539115,-0.3983231,-0.3059089,0.3208,10.497,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16909c970>,6,11,12,3,4,5,5.861883215,1.702494236,6.342165431,0.47992569,0.495935054
COc1c(C)cnc(C(=O)O)c1C,1.40524,1,4,5,59.42,24,47.2223,TRUE,FALSE,FALSE,FALSE,181.191,FALSE,FALSE,"InChI=1S/C9H11NO3/c1-5-4-10-7(9(11)12)6(2)8(5)13-3/h4H,1-3H3,(H,11,12)",YURTZWSYMDBSIA-UHFFFAOYSA-N,10176383,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QE-7552,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/138569-60-5.html,YURTZWSYMDBSIA-UHFFFAOYSA-N,-40.01134622,6216.034872,143390.6058,120.687913,2.467,2.642321821,0.456709659,0.072274663,0.005084109,0.011307163,-0.021332857,-0.3781483,-0.2810447,0.2252,3.082,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649f4ac0>,5,6,7,11,2,3,7.300542324,1.825866757,5.029932555,0.517995248,0.680482436
COc1cc(C#N)cnc1OC,0.97048,0,4,4,55.14,20,42.056,TRUE,FALSE,FALSE,FALSE,164.164,FALSE,FALSE,"InChI=1S/C8H8N2O2/c1-11-7-3-6(4-9)5-10-8(7)12-2/h3,5H,1-2H3",NSGJRTBSLYQQTP-UHFFFAOYSA-N,46736759,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0666,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000523?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1112851-31-6.html,NSGJRTBSLYQQTP-UHFFFAOYSA-N,-35.14686385,5001.249759,117828.52,109.067279,3.508,3.257138946,0.445720003,0.041712295,0.004652791,0.025334825,-0.016473163,-0.3932485,-0.2735509,0.1492,4.024,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169029a80>,7,8,9,2,3,4,6.142511446,1.869141763,4.996467852,0.522875512,0.554504053
O=C(O)c1ccc(C2CC2)nc1,1.6572,1,3,2,50.19,21,43.1713,TRUE,FALSE,FALSE,FALSE,163.176,FALSE,FALSE,"InChI=1S/C9H9NO2/c11-9(12)7-3-4-8(10-5-7)6-1-2-6/h3-6H,1-2H2,(H,11,12)",AZQLYGCISPLJER-UHFFFAOYSA-N,12440058,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-6845,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/75893-75-3.html,AZQLYGCISPLJER-UHFFFAOYSA-N,-34.90257003,5177.453949,123042.0674,110.734873,3.105,2.665283122,0.453723229,0.056987096,0.000787422,0.015475768,-0.017433206,-0.3797835,-0.2818361,0.2182,3.532,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649dbca0>,6,10,11,3,4,5,5.980123695,2.086985372,5.100655283,0.550456578,0.497257035
N#Cc1cccc(-c2ccc(N)nc2)c1,2.20248,1,3,2,62.7,24,58.8004,TRUE,FALSE,FALSE,FALSE,195.225,FALSE,FALSE,"InChI=1S/C12H9N3/c13-7-9-2-1-3-10(6-9)11-4-5-12(14)15-8-11/h1-6,8H,(H2,14,15)",DKTXBIIMOGXSQM-UHFFFAOYSA-N,22317572,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?YB-4375,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/579475-51-7.html,DKTXBIIMOGXSQM-UHFFFAOYSA-N,-39.00728458,8509.946127,211958.0192,147.651958,6.83,2.997839308,0.715062612,0.025672361,0.007592753,0.039076261,-0.024417006,-0.3766456,-0.2664771,0.2351,7.49,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649dae30>,10,12,13,7,8,9,6.988304042,1.971039089,8.621530342,0.468487933,0.505142331
CCOC(=O)Nc1cc(C)cc(C)n1,2.26684,1,3,5,51.22,28,54.3557,TRUE,FALSE,FALSE,FALSE,194.234,FALSE,FALSE,"InChI=1S/C10H14N2O2/c1-4-14-10(13)12-9-6-7(2)5-8(3)11-9/h5-6H,4H2,1-3H3,(H,11,12,13)",YQGXYZIMKONZOG-UHFFFAOYSA-N,841740,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ph009313,NONE,NONE,NONE,NONE,YQGXYZIMKONZOG-UHFFFAOYSA-N,-42.57803937,7971.937114,181262.0831,136.895461,3.726,3.400663407,0.530463325,0.065485361,0.008614536,0.017420372,-0.022603084,-0.3604444,-0.2354723,0.1146,3.612,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169039ee0>,6,13,11,10,8,7,6.375385685,2.013887178,6.32797501,0.599067042,0.545151183
CCCC(N)c1ccccn1,1.8815,1,2,5,38.91,25,46.0734,TRUE,FALSE,FALSE,FALSE,150.225,FALSE,FALSE,"InChI=1S/C9H14N2/c1-2-5-8(10)9-6-3-4-7-11-9/h3-4,6-8H,2,5,10H2,1H3",BFKHSLAQEYFTPC-UHFFFAOYSA-N,22767593,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0153,NONE,NONE,NONE,NONE,NONE,BFKHSLAQEYFTPC-UHFFFAOYSA-N,-32.23998275,5896.215282,133286.7327,118.847512,2.446,3.221357961,0.484252102,0.019627607,0.007076413,0.026482032,-0.020595591,-0.3627047,-0.2443219,0.1471,1.869,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169085700>,5,10,9,8,7,6,5.347820368,1.997941207,6.44604569,0.566693067,0.42077432
CN(C)Cc1ccccn1,1.1432,0,2,4,16.13,22,41.628,TRUE,FALSE,FALSE,FALSE,136.198,FALSE,FALSE,"InChI=1S/C8H12N2/c1-10(2)7-8-5-3-4-6-9-8/h3-6H,7H2,1-2H3",HRUBXJBPLLZTAN-UHFFFAOYSA-N,252482,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?SH-6248,https://www.sigmaaldrich.com/catalog/product/aldrich/s360821,NONE,NONE,NONE,NONE,HRUBXJBPLLZTAN-UHFFFAOYSA-N,-29.07636738,4801.491568,108567.7449,107.833877,2.136,3.01447976,0.429365177,0.012309655,0.007186351,0.024775931,-0.01787908,-0.3512688,-0.2404888,0.1827,2.213,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690059a0>,4,9,8,7,6,5,5.349516526,1.700276684,5.918201221,0.508630731,0.425177041
CNC(=O)c1ccncc1N,0.0234,2,3,3,68.01,20,42.0396,TRUE,FALSE,FALSE,FALSE,151.169,FALSE,FALSE,"InChI=1S/C7H9N3O/c1-9-7(11)5-2-3-10-4-6(5)8/h2-4H,8H2,1H3,(H,9,11)",RPBHWWDDKIEIFA-UHFFFAOYSA-N,53905850,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-0665,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1061358-09-5.html,RPBHWWDDKIEIFA-UHFFFAOYSA-N,-32.41710514,4654.964411,107952.0432,106.351164,1.859,2.683366729,0.423319825,0.053078982,0.007498442,0.016796824,-0.01680527,-0.3639869,-0.265375,0.2414,2.287,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169065770>,6,7,8,9,4,5,8.433463171,1.809435569,4.352574693,0.417833349,0.643490263
