SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE,HAS_PYRADINONE,RDMOL,ORTHO_C_1,PYR_N,ORTHO_C_2,META_C_2,PARA_C,META_C_1,N_TO_PARA_STERIMOL_L,N_TO_PARA_STERIMOL_B1,N_TO_PARA_STERIMOL_B5,FRACTION_VBUR_N_3.5,FRACTION_VBUR_PARA_C_3.5
CNCc1cccnc1C,1.10942,1,2,4,24.92,22,41.7377,TRUE,FALSE,FALSE,FALSE,136.198,FALSE,FALSE,"InChI=1S/C8H12N2/c1-7-8(6-9-2)4-3-5-10-7/h3-5,9H,6H2,1-2H3",GMVYJUKSDIHVJY-UHFFFAOYSA-N,23077759,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QE-6673,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/677349-96-1.html,GMVYJUKSDIHVJY-UHFFFAOYSA-N,-29.07805462,4770.150025,108308.9276,107.444429,1.545,3.345712232,0.450428923,0.016353338,0.007576693,0.024585778,-0.017540101,-0.360885,-0.2379323,0.1417,2.097,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690a55b0>,6,7,8,3,4,5,6.218908453,1.789770904,6.201771583,0.481620388,0.488137113
O=C(O)C1CC1c1ccccn1,1.2697,1,3,2,50.19,21,42.7208,TRUE,FALSE,FALSE,FALSE,163.176,FALSE,FALSE,"InChI=1S/C9H9NO2/c11-9(12)7-5-6(7)8-3-1-2-4-10-8/h1-4,6-7H,5H2,(H,11,12)",ZFZMEVZZAIRAHE-UHFFFAOYSA-N,23402142,"['Combi-Blocks', 'Ambeed', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QE-1650,https://www.sigmaaldrich.com/catalog/product/aldrich/cds022741?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/90563-75-0.html,ZFZMEVZZAIRAHE-UHFFFAOYSA-N,-34.89643474,5178.560336,123058.6103,110.744828,3.72,3.200946591,0.459740839,0.058181861,0.001140171,0.01601457,-0.01811927,-0.3733234,-0.2556907,0.1361,3.693,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649958c0>,6,11,10,9,8,7,5.33812129,1.701003027,6.057408147,0.512055069,0.442124022
COC(=O)c1cccc(CCl)n1,1.607,0,3,3,39.19,20,45.1335,TRUE,FALSE,FALSE,FALSE,185.61,FALSE,FALSE,"InChI=1S/C8H8ClNO2/c1-12-8(11)7-4-2-3-6(5-9)10-7/h2-4H,5H2,1H3",GJPCYWXDNLDHAT-UHFFFAOYSA-N,53404482,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QV-2571,NONE,NONE,NONE,NONE,NONE,GJPCYWXDNLDHAT-UHFFFAOYSA-N,-36.81272518,5719.52531,147816.0065,116.950026,3.975,2.664262264,0.399471738,0.053024725,0.001778429,0.014424145,-0.017242396,-0.3887608,-0.2908509,0.2363,3.952,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169005e00>,4,11,8,7,6,5,5.33987615,1.853785678,6.518030737,0.579027674,0.425666232
CNCc1cc(C)ccn1,1.10942,1,2,4,24.92,22,41.7377,TRUE,FALSE,FALSE,FALSE,136.198,FALSE,FALSE,"InChI=1S/C8H12N2/c1-7-3-4-10-8(5-7)6-9-2/h3-5,9H,6H2,1-2H3",MFGOBEMQKQQRKT-UHFFFAOYSA-N,28875437,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HF-4915,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1060804-82-1.html,MFGOBEMQKQQRKT-UHFFFAOYSA-N,-29.07573919,4773.256576,108362.2241,107.487258,2.442,3.191291845,0.437496445,0.015881157,0.009530638,0.024169731,-0.017079399,-0.3490995,-0.2318217,0.1557,2.48,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649db760>,3,9,8,7,5,4,6.383503903,2.060009249,4.272327654,0.55595998,0.544463986
COC(=O)c1nccc(Cl)c1C,1.83002,0,3,3,39.19,20,45.3235,TRUE,FALSE,FALSE,FALSE,185.61,FALSE,FALSE,"InChI=1S/C8H8ClNO2/c1-5-6(9)3-4-10-7(5)8(11)12-2/h3-4H,1-2H3",VAWDFIIBJHTUAH-UHFFFAOYSA-N,55277249,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-2853,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1260764-76-8.html,VAWDFIIBJHTUAH-UHFFFAOYSA-N,-36.82500163,5713.056265,147679.0197,116.81979,1.497,2.635159075,0.395779555,0.051943847,0.001252016,0.012683229,-0.018350635,-0.3878332,-0.2909928,0.2332,1.212,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16909f290>,4,5,6,7,8,10,6.621310002,1.775989908,5.123435234,0.517954482,0.614715337
OC1CCN(c2ccncc2)CC1,1.0427,1,3,2,36.36,27,51.6908,TRUE,FALSE,FALSE,FALSE,178.235,FALSE,FALSE,"InChI=1S/C10H14N2O/c13-10-3-7-12(8-4-10)9-1-5-11-6-2-9/h1-2,5-6,10,13H,3-4,7-8H2",DMQVSUISDOVWEW-UHFFFAOYSA-N,23447619,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/130658-65-0.html,DMQVSUISDOVWEW-UHFFFAOYSA-N,-38.47442726,7239.622819,164894.0384,130.36287,3.999,3.611514945,0.516622219,0.038056025,0.008042972,0.019999614,-0.024560215,-0.3526953,-0.2199745,0.1081,4.634,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649cb4c0>,7,8,9,10,5,6,9.362682973,1.772283663,4.313525075,0.413471394,0.664577898
CCOc1cccnc1C=O,1.2928,0,3,4,39.19,20,40.7935,TRUE,FALSE,FALSE,FALSE,151.165,FALSE,FALSE,"InChI=1S/C8H9NO2/c1-2-11-8-4-3-5-9-7(8)6-10/h3-6H,2H2,1H3",DMIKNTGVAMZLGY-UHFFFAOYSA-N,12908934,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?HG-7313,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/81376-84-3.html,DMIKNTGVAMZLGY-UHFFFAOYSA-N,-32.74456314,4575.556167,106636.7955,104.80241,4.3,2.315383811,0.415695055,0.040714196,0.004813081,0.014453642,-0.0165804,-0.3801434,-0.2950546,0.3325,5.246,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649f5930>,6,7,8,3,4,5,7.148905762,1.727828175,5.02619511,0.480863306,0.526375559
Cc1cnc(NC(C)C)c(N)c1,1.79252,2,3,6,50.94,27,52.1451,TRUE,FALSE,FALSE,FALSE,165.24,FALSE,FALSE,"InChI=1S/C9H15N3/c1-6(2)12-9-8(10)4-7(3)5-11-9/h4-6H,10H2,1-3H3,(H,11,12)",IZKCUPYMFVIDEN-UHFFFAOYSA-N,64984981,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?AN-3981,NONE,NONE,NONE,NONE,NONE,IZKCUPYMFVIDEN-UHFFFAOYSA-N,-35.70349608,6846.759979,153679.5651,127.755031,2.678,3.394991887,0.506514026,0.028353981,0.010991057,0.02440116,-0.022536625,-0.3376374,-0.2128737,0.1108,2.703,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649d8890>,2,3,4,9,11,1,5.35172664,2.140325481,5.549777543,0.550025624,0.509690645
O=[N+]([O-])c1cnccc1NC1CC1,1.5641,1,4,3,68.06,22,47.5361,TRUE,FALSE,FALSE,FALSE,179.179,FALSE,FALSE,"InChI=1S/C8H9N3O2/c12-11(13)8-5-9-4-3-7(8)10-6-1-2-6/h3-6H,1-2H2,(H,9,10)",OXWIUZUWZJVMSR-UHFFFAOYSA-N,22349359,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-6270,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/380605-28-7.html,OXWIUZUWZJVMSR-UHFFFAOYSA-N,-38.51613192,5779.551427,134407.0129,116.025467,4.799,2.161196858,0.437363349,0.065547387,0.004226949,0.012574987,-0.019518054,-0.3943167,-0.3148942,0.4194,6.975,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649cac00>,4,5,6,7,8,3,8.643958755,1.850644516,4.990673493,0.422568021,0.652103522
COc1ccc(N)c(C(=O)O)n1,0.3706,2,5,4,85.44,20,42.1607,TRUE,FALSE,FALSE,FALSE,168.152,FALSE,FALSE,"InChI=1S/C7H8N2O3/c1-12-5-3-2-4(8)6(9-5)7(10)11/h2-3H,8H2,1H3,(H,10,11)",DDAPSAVXCBGGBC-UHFFFAOYSA-N,579938,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?HB-0290,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/870971-19-0.html,DDAPSAVXCBGGBC-UHFFFAOYSA-N,-37.12603491,4804.36808,111567.8845,106.652505,4.488,2.554620731,0.392658922,0.078456066,0.005143603,0.008923188,-0.016782994,-0.3685923,-0.2747117,0.2678,4.349,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164994dd0>,2,11,7,5,4,3,5.328895261,1.846293026,5.321792791,0.61339918,0.459204948
COC(=O)c1ccc([N+](=O)[O-])c(C)n1,1.08482,0,5,4,82.33,22,46.9679,TRUE,FALSE,FALSE,FALSE,196.162,FALSE,FALSE,"InChI=1S/C8H8N2O4/c1-5-7(10(12)13)4-3-6(9-5)8(11)14-2/h3-4H,1-2H3",ASFJYSZUOGPXRB-UHFFFAOYSA-N,11839201,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-6195,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/64215-12-9.html,ASFJYSZUOGPXRB-UHFFFAOYSA-N,-43.23497814,6068.656796,141305.0761,118.551903,2.701,1.976735738,0.433777701,0.096510453,0.003972293,0.006122687,-0.019114476,-0.412007,-0.3393633,0.4741,4.682,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169071770>,4,13,11,7,6,5,5.91695246,1.945675579,5.240271123,0.576517657,0.498957557
COC(=O)c1cnc(O)c(C)c1,0.88222,1,4,4,59.42,21,41.9783,TRUE,FALSE,FALSE,FALSE,167.164,FALSE,FALSE,"InChI=1S/C8H9NO3/c1-5-3-6(8(11)12-2)4-9-7(5)10/h3-4H,1-2H3,(H,9,10)",SANWLADGJPSXJN-UHFFFAOYSA-N,12387731,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QI-0312,NONE,NONE,NONE,NONE,NONE,SANWLADGJPSXJN-UHFFFAOYSA-N,-36.85479493,5048.012809,117454.2707,109.14795,2.178,2.954320445,0.415095189,0.072209805,0.001864171,0.010334383,-0.016940135,-0.3829403,-0.274371,0.1691,2.246,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169087680>,5,6,7,9,11,4,5.922437566,1.958233167,6.661194882,0.467678438,0.546915766
O=C(O)c1cncc(-c2ccco2)c1,2.0398,1,4,2,63.33,21,48.8983,TRUE,FALSE,FALSE,FALSE,189.17,FALSE,FALSE,"InChI=1S/C10H7NO3/c12-10(13)8-4-7(5-11-6-8)9-2-1-3-14-9/h1-6H,(H,12,13)",YAIWRLRMUNJGCX-UHFFFAOYSA-N,23004860,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?YA-5941,https://www.sigmaaldrich.com/catalog/product/aldrich/cds007252?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,YAIWRLRMUNJGCX-UHFFFAOYSA-N,-40.102284,6388.984946,156962.6599,125.916646,3.444,2.596214611,0.540392701,0.061348697,0.001620759,0.013485483,-0.019769714,-0.3846649,-0.2892558,0.2917,4.326,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169047840>,4,5,6,7,13,3,7.073453269,1.701980064,6.767300087,0.427058097,0.578154119
N#Cc1cccnc1-c1ccc(N)cc1,2.20248,1,3,2,62.7,24,58.8004,TRUE,FALSE,FALSE,FALSE,195.225,FALSE,FALSE,"InChI=1S/C12H9N3/c13-8-10-2-1-7-15-12(10)9-3-5-11(14)6-4-9/h1-7H,14H2",DDJPEVWWWXBZNH-UHFFFAOYSA-N,56777499,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?YB-4504,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1352318-64-9.html,DDJPEVWWWXBZNH-UHFFFAOYSA-N,-39.00274978,8502.38401,211832.4478,147.591747,2.644,2.595805377,0.702559748,0.0246328,0.007662582,0.038781457,-0.025435467,-0.3688266,-0.2734325,0.3307,3.514,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16902b8b0>,5,6,7,2,3,4,5.427032396,1.852565037,7.668231432,0.527301528,0.474323286
COCCOc1ncccc1N,0.689,1,4,6,57.37,24,46.0204,TRUE,FALSE,FALSE,FALSE,168.196,FALSE,FALSE,"InChI=1S/C8H12N2O2/c1-11-5-6-12-8-7(9)3-2-4-10-8/h2-4H,5-6,9H2,1H3",JRBZDPWWGGLQNE-UHFFFAOYSA-N,18070218,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1016510-18-1.html,JRBZDPWWGGLQNE-UHFFFAOYSA-N,-37.21731336,5815.179147,130690.7382,117.040581,3.194,3.521113392,0.437423981,0.0488441,0.005413183,0.013988788,-0.018585932,-0.3587168,-0.2293183,0.0985,3.068,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649a0a50>,5,6,7,8,9,10,5.34943289,1.762459123,5.17482276,0.55622787,0.454598397
CCOc1cc(CN)ccn1,0.939,1,3,5,48.14,23,43.2974,TRUE,FALSE,FALSE,FALSE,152.197,FALSE,FALSE,"InChI=1S/C8H12N2O/c1-2-11-8-5-7(6-9)3-4-10-8/h3-5H,2,6,9H2,1H3",HTHXFXLHFSGNOE-UHFFFAOYSA-N,16784048,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HF-0105,NONE,NONE,NONE,NONE,NONE,HTHXFXLHFSGNOE-UHFFFAOYSA-N,-33.15040703,5259.752622,119068.6719,111.985448,1.972,3.618504649,0.441034919,0.035625214,0.005868752,0.020431951,-0.017251293,-0.3667629,-0.2337853,0.099,1.851,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649c9a80>,3,10,9,8,5,4,7.353924025,2.063437743,5.356044342,0.517634178,0.584001118
COc1cc(C(=O)O)cc(C)n1,1.09682,1,4,4,59.42,21,42.4853,TRUE,FALSE,FALSE,FALSE,167.164,FALSE,FALSE,"InChI=1S/C8H9NO3/c1-5-3-6(8(10)11)4-7(9-5)12-2/h3-4H,1-2H3,(H,10,11)",UZYXMXIKGJJYDL-UHFFFAOYSA-N,18753346,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/54221-94-2.html,UZYXMXIKGJJYDL-UHFFFAOYSA-N,-36.86205157,5044.100497,117469.7544,109.087848,2.677,2.765359045,0.414964722,0.071804805,0.001089907,0.00998686,-0.016825547,-0.3859031,-0.284278,0.2075,3.135,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646209e0>,2,11,9,8,4,3,7.262964066,1.94870761,4.309238141,0.58167746,0.610126258
COc1ccc(C(=O)O)nc1OC,0.797,1,5,5,68.65,22,44.3003,TRUE,FALSE,FALSE,FALSE,183.163,FALSE,FALSE,"InChI=1S/C8H9NO4/c1-12-6-4-3-5(8(10)11)9-7(6)13-2/h3-4H,1-2H3,(H,10,11)",KUYQYZCJTXNORX-UHFFFAOYSA-N,23002374,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0371,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000510?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/324028-89-9.html,KUYQYZCJTXNORX-UHFFFAOYSA-N,-40.91793274,5595.154117,129068.2403,114.213207,2.238,2.94956846,0.405064461,0.082624864,0.00182967,0.006507131,-0.017927648,-0.3850573,-0.2766627,0.1919,2.837,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1645733e0>,5,9,10,2,3,4,6.124214725,1.864414976,5.034463957,0.613218645,0.50323798
C[Si](C)(C)C#Cc1ccncc1,2.3105,0,1,3,12.89,25,54.461,TRUE,FALSE,FALSE,FALSE,175.307,FALSE,FALSE,"InChI=1S/C10H13NSi/c1-12(2,3)9-6-10-4-7-11-8-5-10/h4-5,7-8H,1-3H3",CWZAHASBSZJRDV-UHFFFAOYSA-N,10773600,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-5556,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/133810-35-2.html,CWZAHASBSZJRDV-UHFFFAOYSA-N,-32.60161661,7835.896051,214542.8143,142.927627,1.682,2.774022511,0.598555878,0.027886417,0.007479713,0.026841118,-0.020115943,-0.3680858,-0.2661423,0.2116,2.937,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649ca340>,8,9,10,11,6,7,10.45201727,3.025028999,3.610059423,0.41634248,0.567776277
COc1cc(C)c(C=O)c(C)n1,1.51954,0,3,5,39.19,23,45.6505,TRUE,FALSE,FALSE,FALSE,165.192,FALSE,FALSE,"InChI=1S/C9H11NO2/c1-6-4-9(12-3)10-7(2)8(6)5-11/h4-5H,1-3H3",KIUBLPCMTJOZOA-UHFFFAOYSA-N,11194530,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/819069-58-4.html,KIUBLPCMTJOZOA-UHFFFAOYSA-N,-35.9353214,5663.167058,131233.4439,116.025782,2.568,2.703270353,0.461837521,0.048423714,0.002986313,0.01478112,-0.019639785,-0.3818241,-0.2824808,0.2447,3.29,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649f5700>,2,11,9,6,4,3,6.3715382,1.986866758,4.47441781,0.584199124,0.606020546
CN1CCOc2cc(C=O)cnc21,0.7227,0,4,2,42.43,23,48.3895,TRUE,FALSE,FALSE,FALSE,178.191,FALSE,FALSE,"InChI=1S/C9H10N2O2/c1-11-2-3-13-8-4-7(6-12)5-10-9(8)11/h4-6H,2-3H2,1H3",CVHLHSUUCRUZHB-UHFFFAOYSA-N,24229647,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QC-4028,NONE,NONE,NONE,NONE,NONE,CVHLHSUUCRUZHB-UHFFFAOYSA-N,-38.35876814,6135.89991,142908.8419,120.515311,6.016,2.607946064,0.467017604,0.051142444,0.004026659,0.014473194,-0.020814542,-0.3726248,-0.2767845,0.2884,7.673,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169092110>,10,11,12,5,6,7,5.356630218,2.031621782,5.481448205,0.524704156,0.511391167
CCOC(=O)c1ccc(C)nc1Cl,2.22012,0,3,4,39.19,23,49.9405,TRUE,FALSE,FALSE,FALSE,199.637,FALSE,FALSE,"InChI=1S/C9H10ClNO2/c1-3-13-9(12)7-5-4-6(2)11-8(7)10/h4-5H,3H2,1-2H3",MRPGVPAVDMEQED-UHFFFAOYSA-N,15574421,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-6146,https://www.sigmaaldrich.com/catalog/product/aldrich/ph003495,NONE,NONE,NONE,NONE,MRPGVPAVDMEQED-UHFFFAOYSA-N,-39.99800956,6966.975736,176776.1747,128.488025,2.021,2.960557986,0.439951762,0.057139356,8.63E-05,0.014626774,-0.02125952,-0.3935677,-0.2847692,0.1864,1.648,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164575a10>,8,10,11,5,6,7,5.962322607,2.072175082,7.565852399,0.5497985,0.499668049
CCOC(=O)c1ccc(C=O)nc1,1.0708,0,4,4,56.26,22,45.581,TRUE,FALSE,FALSE,FALSE,179.175,FALSE,FALSE,"InChI=1S/C9H9NO3/c1-2-13-9(12)7-3-4-8(6-11)10-5-7/h3-6H,2H2,1H3",LFOIOKMHVHLARR-UHFFFAOYSA-N,15597003,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/20857-31-2.html,LFOIOKMHVHLARR-UHFFFAOYSA-N,-38.96672788,5849.378594,137586.1179,117.993954,1.744,1.967515085,0.475164465,0.069305131,-0.000393077,0.013931712,-0.018179008,-0.3980926,-0.3257878,0.4688,3.863,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169006ea0>,8,11,12,5,6,7,7.266572816,1.701582751,6.457271078,0.482132874,0.498241241
CCOC(=O)c1cncc(B(O)O)c1,-1.0619,2,5,6,79.65,24,50.0191,TRUE,FALSE,FALSE,FALSE,194.983,FALSE,FALSE,"InChI=1S/C8H10BNO4/c1-2-14-8(11)6-3-7(9(12)13)5-10-4-6/h3-5,12-13H,2H2,1H3",ANWGKOKCTGJGCD-UHFFFAOYSA-N,55265795,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?BB-8635,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/875781-62-7.html,ANWGKOKCTGJGCD-UHFFFAOYSA-N,-42.74234277,6614.491916,156584.9708,125.169001,3.543,2.625809919,0.443664466,0.124164926,0.002825829,0.011617559,-0.01937935,-0.377117,-0.2806203,0.2353,3.785,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169064740>,6,7,8,9,13,5,7.228127084,1.89267345,6.243447587,0.427797708,0.593802413
c1c2c(nc3c1CCCC3)CCCC2,2.8392,0,1,0,12.89,31,57.521,TRUE,FALSE,FALSE,FALSE,187.286,FALSE,FALSE,"InChI=1S/C13H17N/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h9H,1-8H2",LLCXJIQXTXEQID-UHFFFAOYSA-N,74263,"['Combi-Blocks', 'Ambeed', 'TCI (Tokyo Chemical Industry)']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-0992,NONE,http://www.tcichemicals.com/eshop/en/us/commodity/O0197/index.html,NONE,NONE,https://www.ambeed.com/products/1658-08-8.html,LLCXJIQXTXEQID-UHFFFAOYSA-N,-39.47987143,9105.091192,210301.2936,145.804723,1.512,3.365937479,0.615875542,0.012647061,0.006175566,0.024158332,-0.0293239,-0.3514088,-0.2277129,0.1061,1.532,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16464fb50>,2,3,4,5,0,1,5.318278524,2.555766587,5.729600511,0.548616288,0.529829016
COCCOc1ccc(C(=O)O)cn1,0.805,1,5,6,68.65,25,48.5673,TRUE,FALSE,FALSE,FALSE,197.19,FALSE,FALSE,"InChI=1S/C9H11NO4/c1-13-4-5-14-8-3-2-7(6-10-8)9(11)12/h2-3,6H,4-5H2,1H3,(H,11,12)",WZTUGPZSOYQWBL-UHFFFAOYSA-N,15067093,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JK-9435,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/894802-20-1.html,WZTUGPZSOYQWBL-UHFFFAOYSA-N,-44.0730482,6842.019394,156415.9612,125.992872,2.702,3.037524227,0.464498237,0.087499066,0.001385127,0.008713366,-0.019614984,-0.3875055,-0.2758785,0.1716,3.674,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649d93f0>,5,13,12,8,7,6,5.913628575,1.867195891,7.358956794,0.524115962,0.492027348
c1ccc(NCC2CCOC2)nc1,1.53,1,3,3,34.15,27,51.6527,TRUE,FALSE,FALSE,FALSE,178.235,FALSE,FALSE,"InChI=1S/C10H14N2O/c1-2-5-11-10(3-1)12-7-9-4-6-13-8-9/h1-3,5,9H,4,6-8H2,(H,11,12)",OILXFZQHHHJPEO-UHFFFAOYSA-N,60964730,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1183255-66-4.html,OILXFZQHHHJPEO-UHFFFAOYSA-N,-38.46797712,7246.04555,164700.6462,130.458882,1.121,3.518606635,0.513122126,0.034353234,0.00773552,0.020528923,-0.023143434,-0.362374,-0.2330676,0.1056,0.934,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164570f20>,3,11,12,0,1,2,5.346206345,1.704850993,7.941112911,0.484310939,0.42245737
COc1cncc(C(C)=O)c1,1.2928,0,3,4,39.19,20,40.7935,TRUE,FALSE,FALSE,FALSE,151.165,FALSE,FALSE,"InChI=1S/C8H9NO2/c1-6(10)7-3-8(11-2)5-9-4-7/h3-5H,1-2H3",NCDNULVIERIXPT-UHFFFAOYSA-N,17883611,"['Sigma-Aldrich', 'Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-5825,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000464?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/886364-74-5.html,NCDNULVIERIXPT-UHFFFAOYSA-N,-32.75473068,4550.724673,106398.4542,104.497725,4.819,2.371119383,0.408299009,0.044892555,0.003586564,0.01422146,-0.016195266,-0.379446,-0.292309,0.2969,5.723,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164622260>,3,4,5,6,10,2,6.309147955,1.956824551,5.077870347,0.424635436,0.592142657
Nc1ccc(Oc2ccncc2)cc1,2.4561,1,3,3,48.14,24,55.1654,TRUE,FALSE,FALSE,FALSE,186.214,FALSE,FALSE,"InChI=1S/C11H10N2O/c12-9-1-3-10(4-2-9)14-11-5-7-13-8-6-11/h1-8H,12H2",IHAFMSZIVGDZTC-UHFFFAOYSA-N,11564589,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-6227,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/102877-78-1.html,IHAFMSZIVGDZTC-UHFFFAOYSA-N,-38.54900787,7637.910179,185849.227,139.505148,4.69,3.45627522,0.593989628,0.029723732,0.007210317,0.022549118,-0.022335241,-0.3634999,-0.2364841,0.1641,5.196,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649bea40>,8,9,10,11,6,7,9.80200666,2.122799024,6.138706886,0.415393217,0.606830041
