SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE
CCOC(=O)c1cc2cccnc2[nH]1,1.7396,1,3,3,54.98,24,52.0502,True,False,False,False,190.202,False,False,False,"InChI=1S/C10H10N2O2/c1-2-14-10(13)8-6-7-4-3-5-11-9(7)12-8/h3-6H,2H2,1H3,(H,11,12)",CBIVEMGUNRNUEB-UHFFFAOYSA-N,21868741,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?SS-7210,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/221675-35-0.html,CBIVEMGUNRNUEB-UHFFFAOYSA-N,-40.52157004,7098.147703,168421.5823,131.13722,1.711,2.647644226,0.549935919,0.056943942,0.003084936,0.01611132,-0.021223712,-0.3815145,-0.2842153,0.243,1.739,True
COc1n[nH]c2ncc([N+](=O)[O-])cc12,0.8747,1,5,3,93.94,20,47.0951,True,False,False,False,194.15,False,False,False,"InChI=1S/C7H6N4O3/c1-14-7-5-2-4(11(12)13)3-8-6(5)9-10-7/h2-3H,1H3,(H,8,9,10)",QKCRVRSYXLBOET-UHFFFAOYSA-N,67053711,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QK-7101,NONE,NONE,NONE,NONE,NONE,QKCRVRSYXLBOET-UHFFFAOYSA-N,-41.85330094,5726.261127,134665.6698,115.931118,5.509,2.526321926,0.428804125,0.079274091,0.005552344,0.012683896,-0.018820128,-0.4128864,-0.3200458,0.3745,7.489,True
NNC(=O)c1ccc2ccccc2n1,0.8383,2,3,2,68.01,23,53.3966,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c11-13-10(14)9-6-5-7-3-1-2-4-8(7)12-9/h1-6H,11H2,(H,13,14)",JTDPJYXDDYUJBS-UHFFFAOYSA-N,246466,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-2182,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/5382-44-5.html,JTDPJYXDDYUJBS-UHFFFAOYSA-N,-38.81016935,7205.451703,174840.0967,134.668154,2.935,2.29574074,0.588748427,0.05035399,0.005584585,0.026148465,-0.022221796,-0.3744566,-0.2900897,0.3995,2.832,True
O=C(O)c1cccc2ccnc(O)c12,1.6386,2,4,2,70.42,21,50.3671,True,False,False,False,189.17,False,False,False,"InChI=1S/C10H7NO3/c12-9-8-6(4-5-11-9)2-1-3-7(8)10(13)14/h1-5H,(H,11,12)(H,13,14)",QBXCLJYVSNJXSS-UHFFFAOYSA-N,355244,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QD-7795,NONE,NONE,NONE,NONE,NONE,QBXCLJYVSNJXSS-UHFFFAOYSA-N,-40.12254338,6393.081029,157429.3082,125.871919,2.335,2.92807484,0.544925807,0.076317288,0.003716507,0.012360987,-0.022125307,-0.3881085,-0.2805037,0.2125,2.295,True
c1cnc2[nH]c3c(c2c1)CCNC3,1.2086,2,2,0,40.71,24,51.5044,True,False,False,False,173.219,False,False,False,"InChI=1S/C10H11N3/c1-2-8-7-3-5-11-6-9(7)13-10(8)12-4-1/h1-2,4,11H,3,5-6H2,(H,12,13)",NERRGHOQSMUIJO-UHFFFAOYSA-N,23113747,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1354893-21-2.html,NERRGHOQSMUIJO-UHFFFAOYSA-N,-35.81334292,6790.195432,161000.9578,128.713624,0.989,3.196777515,0.555655471,0.021487322,0.007084875,0.024021184,-0.0236003,-0.3606749,-0.2431955,0.1619,1.679,True
Cc1ccc2cccc(C)c2n1,2.85164,0,1,2,12.89,23,51.217,True,False,False,False,157.216,False,False,False,"InChI=1S/C11H11N/c1-8-4-3-5-10-7-6-9(2)12-11(8)10/h3-7H,1-2H3",BELFSAVWJLQIBB-UHFFFAOYSA-N,15101,"['Combi-Blocks', 'Sigma-Aldrich', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2001,https://www.sigmaaldrich.com/catalog/product/aldrich/r158348,NONE,NONE,NONE,https://www.ambeed.com/products/1463-17-8.html,BELFSAVWJLQIBB-UHFFFAOYSA-N,-32.09429132,6310.297464,153035.5306,126.234122,1.178,2.605497358,0.581696535,0.010620569,0.005005378,0.022362347,-0.021618376,-0.3600498,-0.2642995,0.241,0.898,True
Cn1ccc(=O)c2ccccc21,1.5385,0,2,1,22.0,21,49.189,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c1-11-7-6-10(12)8-4-2-3-5-9(8)11/h2-7H,1H3",CSJAXRKDCCWCSJ-UHFFFAOYSA-N,6748,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/83-54-5.html,CSJAXRKDCCWCSJ-UHFFFAOYSA-N,-32.99501791,5653.07272,137733.7797,119.334094,6.44,2.840571098,0.553548319,0.036740537,0.003082673,0.014647024,-0.020570494,-0.3677088,-0.2633197,0.2133,6.871,True
Cc1ccc2cc(Cl)cc(C)c2n1,3.50504,0,1,2,12.89,23,56.227,True,False,False,False,191.661,False,False,False,"InChI=1S/C11H10ClN/c1-7-5-10(12)6-9-4-3-8(2)13-11(7)9/h3-6H,1-2H3",MVXUKVOJHFTFPP-UHFFFAOYSA-N,17039987,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2298,NONE,NONE,NONE,NONE,NONE,MVXUKVOJHFTFPP-UHFFFAOYSA-N,-36.14767288,7643.474087,201612.0243,138.365658,2.407,2.565641551,0.562998776,0.013955087,0.00191673,0.021251585,-0.023400204,-0.3698721,-0.2755865,0.264,2.474,True
COc1cc2cc(C=O)[nH]c2cn1,1.384,1,3,3,54.98,21,48.0332,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-13-9-3-6-2-7(5-12)11-8(6)4-10-9/h2-5,11H,1H3",ZFQNWDOJNLGVLV-UHFFFAOYSA-N,17750421,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QW-5421,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/17288-48-1.html,ZFQNWDOJNLGVLV-UHFFFAOYSA-N,-37.32985812,5852.756152,140252.508,119.707742,3.352,2.290044908,0.512866546,0.048358796,0.003987946,0.013569601,-0.018954014,-0.3841283,-0.2999707,0.3944,4.525,True
c1cc2n(c1)CCNC2c1ccncc1,1.5757,1,3,1,29.85,28,58.5147,True,False,False,False,199.257,False,False,False,"InChI=1S/C12H13N3/c1-2-11-12(10-3-5-13-6-4-10)14-7-9-15(11)8-1/h1-6,8,12,14H,7,9H2",MPRZWCUIBYQXCV-UHFFFAOYSA-N,2770918,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds011095?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,MPRZWCUIBYQXCV-UHFFFAOYSA-N,-41.08870531,9318.962728,221393.5792,151.731738,4.302,3.192915122,0.650542483,0.018392034,0.009052143,0.030307858,-0.029480088,-0.3552057,-0.2378682,0.1683,5.183,True
Clc1ccc(Cn2cncn2)cn1,1.3748,0,4,2,43.6,20,48.371,True,False,False,False,194.625,False,False,False,"InChI=1S/C8H7ClN4/c9-8-2-1-7(3-11-8)4-13-6-10-5-12-13/h1-3,5-6H,4H2",XLIYFSLQBRKSNS-UHFFFAOYSA-N,1473096,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-2687,NONE,NONE,NONE,NONE,NONE,XLIYFSLQBRKSNS-UHFFFAOYSA-N,-36.94161931,6601.5959,171890.1535,127.208721,4.094,3.323237857,0.460902331,0.028579495,0.002487413,0.029628603,-0.019762817,-0.3975111,-0.2753843,0.1737,4.11,True
C=CCc1cnc2c(c1)ncn2C,1.6968,0,3,3,30.71,24,52.41,True,False,False,False,173.219,False,False,False,"InChI=1S/C10H11N3/c1-3-4-8-5-9-10(11-6-8)13(2)7-12-9/h3,5-7H,1,4H2,2H3",HAIHJGPDLSURFH-UHFFFAOYSA-N,46737960,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0676,https://www.sigmaaldrich.com/catalog/product/aldrich/ade001228?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,HAIHJGPDLSURFH-UHFFFAOYSA-N,-35.79036277,6923.310972,164149.5271,130.838928,2.244,2.929041327,0.569403095,0.022602141,0.005308118,0.027584916,-0.022116892,-0.3641805,-0.2565402,0.1698,2.103,True
COC(=O)c1cnc2[nH]ncc2c1,0.7445,1,4,2,67.87,20,45.2282,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c1-13-8(12)6-2-5-4-10-11-7(5)9-3-6/h2-4H,1H3,(H,9,10,11)",WAYSJYROSIMXRC-UHFFFAOYSA-N,57415679,"['Combi-Blocks', 'Ambeed', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-5639,https://www.sigmaaldrich.com/catalog/product/aldrich/ade001315?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1196156-42-9.html,WAYSJYROSIMXRC-UHFFFAOYSA-N,-37.60560916,5493.370031,130931.2077,115.143077,2.21,2.770179489,0.470239625,0.057947737,0.001304151,0.019836229,-0.018056686,-0.3918501,-0.2900478,0.2322,2.244,True
OCc1ccc2ccncc2c1,1.7271,1,2,2,33.12,21,47.6658,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c12-7-8-1-2-9-3-4-11-6-10(9)5-8/h1-6,12H,7H2",VLONTUPZTAEOIH-UHFFFAOYSA-N,12018710,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-0701,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/158654-76-3.html,VLONTUPZTAEOIH-UHFFFAOYSA-N,-32.97638637,5660.949099,138097.7229,119.476932,2.544,2.574695735,0.546662761,0.030441755,0.004196232,0.018213192,-0.019874996,-0.3709158,-0.2762975,0.2489,2.7,True
Cc1cnc2[nH]c(C(=O)O)cc2c1,1.56952,2,3,2,65.98,21,47.79,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-5-2-6-3-7(9(12)13)11-8(6)10-4-5/h2-4H,1H3,(H,10,11)(H,12,13)",MLSMBSUFCMOUBM-UHFFFAOYSA-N,18455976,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5101,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1638767-97-1.html,MLSMBSUFCMOUBM-UHFFFAOYSA-N,-37.36451306,5822.685234,140275.5885,119.230051,1.695,2.595403488,0.513698616,0.061405333,0.002282745,0.01349071,-0.019242348,-0.3811026,-0.2857233,0.2607,2.317,True
Nc1cc(OCc2cccnc2)[nH]n1,0.9659,2,4,4,76.82,24,51.5691,True,False,False,False,190.206,False,False,False,"InChI=1S/C9H10N4O/c10-8-4-9(13-12-8)14-6-7-2-1-3-11-5-7/h1-5H,6H2,(H3,10,12,13)",MNRAYROCGVNEIG-UHFFFAOYSA-N,75464904,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QM-4382,NONE,NONE,NONE,NONE,NONE,MNRAYROCGVNEIG-UHFFFAOYSA-N,-40.10238548,7258.246043,170824.5081,133.502822,1.076,3.164147947,0.5414511,0.041829237,0.005232392,0.026913215,-0.020819017,-0.3624779,-0.2461976,0.1861,1.971,True
Nc1ccc(-n2cccn2)nc1,0.8495,1,4,2,56.73,20,45.7714,True,False,False,False,160.18,False,False,False,"InChI=1S/C8H8N4/c9-7-2-3-8(10-6-7)12-5-1-4-11-12/h1-6H,9H2",UUOKAVKPEMXSMG-UHFFFAOYSA-N,16774822,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-3822,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/154095-29-1.html,UUOKAVKPEMXSMG-UHFFFAOYSA-N,-32.89185904,5443.722476,130386.3325,117.105171,4.099,3.213511596,0.498518878,0.023648628,0.006367045,0.026956701,-0.018023881,-0.366302,-0.2482076,0.17,3.946,True
COc1cccc2ccc(C)nc12,2.55182,0,2,3,22.12,24,53.032,True,False,False,False,173.215,False,False,False,"InChI=1S/C11H11NO/c1-8-6-7-9-4-3-5-10(13-2)11(9)12-8/h3-7H,1-2H3",OQXVXPBDSJQYRR-UHFFFAOYSA-N,316986,"['Combi-Blocks', 'TCI (Tokyo Chemical Industry)', 'Ambeed', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QD-7709,https://www.sigmaaldrich.com/catalog/product/aldrich/s770345,http://www.tcichemicals.com/eshop/en/us/commodity/M1088/index.html,NONE,NONE,https://www.ambeed.com/products/3033-80-5.html,OQXVXPBDSJQYRR-UHFFFAOYSA-N,-36.15314252,6915.823672,166145.0888,131.295534,1.109,2.627398319,0.575360402,0.022346264,0.006486441,0.019068386,-0.022305513,-0.3568731,-0.260318,0.2514,0.924,True
Cn1cc(-c2ncccc2N)cn1,1.0643,1,4,3,56.73,23,50.8514,True,False,False,False,174.207,False,False,False,"InChI=1S/C9H10N4/c1-13-6-7(5-12-13)9-8(10)3-2-4-11-9/h2-6H,10H2,1H3",HKJAXRDPHBGHAW-UHFFFAOYSA-N,75525584,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1554842-76-0.html,HKJAXRDPHBGHAW-UHFFFAOYSA-N,-36.05156459,6654.071661,157751.3727,128.694238,1.53,3.211470026,0.537679171,0.025227652,0.007560634,0.028382045,-0.02149525,-0.3523549,-0.2343356,0.1616,1.727,True
CC1(C)CNc2ncccc21,1.7847,1,2,2,24.92,23,45.7527,True,False,False,False,148.209,False,False,False,"InChI=1S/C9H12N2/c1-9(2)6-11-8-7(9)4-3-5-10-8/h3-5H,6H2,1-2H3,(H,10,11)",RKOPPQLAXXNYAH-UHFFFAOYSA-N,21300213,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QK-9109,NONE,NONE,NONE,NONE,NONE,RKOPPQLAXXNYAH-UHFFFAOYSA-N,-31.25514328,5408.854138,124843.388,113.771126,2.393,3.477768351,0.460807122,0.017834893,0.008071524,0.021072207,-0.021056782,-0.3545355,-0.2267299,0.1083,2.823,True
c1cc(CC2CCNC2)ccn1,1.2336,1,2,2,24.92,26,48.9177,True,False,False,False,162.236,False,False,False,"InChI=1S/C10H14N2/c1-4-11-5-2-9(1)7-10-3-6-12-8-10/h1-2,4-5,10,12H,3,6-8H2",WTVBBPJVZRTQLZ-UHFFFAOYSA-N,64436769,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1316223-46-7.html,WTVBBPJVZRTQLZ-UHFFFAOYSA-N,-34.39061447,6648.230041,151810.6673,125.66954,2.678,3.264777982,0.515089708,0.015797928,0.006756088,0.027566541,-0.023064949,-0.3607668,-0.2407884,0.1524,3.457,True
Cc1cc2cccc([N+](=O)[O-])c2cn1,2.45142,0,3,2,56.03,22,53.1344,True,False,False,False,188.186,False,False,False,"InChI=1S/C10H8N2O2/c1-7-5-8-3-2-4-10(12(13)14)9(8)6-11-7/h2-6H,1H3",QXAXQBBULTWSRI-UHFFFAOYSA-N,21567172,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/58142-47-5.html,QXAXQBBULTWSRI-UHFFFAOYSA-N,-39.38284197,6712.365078,163447.3375,128.558678,5.692,1.859073778,0.550590041,0.059233183,0.001837887,0.013526709,-0.022154772,-0.3944836,-0.3261639,0.549,7.468,True
NC(=O)c1cccnc1N1CCCC1,0.7807,1,3,2,59.22,27,54.2019,True,False,False,False,191.234,False,False,False,"InChI=1S/C10H13N3O/c11-9(14)8-4-3-5-12-10(8)13-6-1-2-7-13/h3-5H,1-2,6-7H2,(H2,11,14)",CQCQXTPCAFJRHG-UHFFFAOYSA-N,12254382,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QZ-9207,NONE,NONE,NONE,NONE,NONE,CQCQXTPCAFJRHG-UHFFFAOYSA-N,-40.90577036,7835.51703,180694.8793,136.188317,3.396,2.963041138,0.533452037,0.055862097,0.009090932,0.020727816,-0.025832829,-0.3535789,-0.2446892,0.1828,3.36,True
CCNc1ccc2ncccc2c1N,2.2488,2,3,4,50.94,27,60.3191,True,False,False,False,187.246,False,False,False,"InChI=1S/C11H13N3/c1-2-13-10-6-5-9-8(11(10)12)4-3-7-14-9/h3-7,13H,2,12H2,1H3",WGKVAMDURIFSKA-UHFFFAOYSA-N,43809532,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?AN-3798,NONE,NONE,NONE,NONE,NONE,WGKVAMDURIFSKA-UHFFFAOYSA-N,-38.95099254,8405.139252,198708.5927,144.662705,3.555,2.271970842,0.63480177,0.024333292,0.01109262,0.026468621,-0.025925929,-0.3371939,-0.2537005,0.3568,4.898,True
Cc1cc(C)c2cnccc2c1,2.85164,0,1,2,12.89,23,51.217,True,False,False,False,157.216,False,False,False,"InChI=1S/C11H11N/c1-8-5-9(2)11-7-12-4-3-10(11)6-8/h3-7H,1-2H3",KAXQBGPFESZQIL-UHFFFAOYSA-N,55296409,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/67878-83-5.html,KAXQBGPFESZQIL-UHFFFAOYSA-N,-32.09107414,6315.831133,153055.221,126.294396,2.227,2.645089286,0.580271358,0.00944752,0.005427241,0.022552682,-0.0218606,-0.3626121,-0.2654068,0.2359,2.735,True
Cc1ccc2c(O)nccc2c1,2.24882,1,2,2,33.12,21,48.1448,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c1-7-2-3-9-8(6-7)4-5-11-10(9)12/h2-6H,1H3,(H,11,12)",AVBPTIYKXNVKNJ-UHFFFAOYSA-N,15451673,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-8893,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/131002-10-3.html,AVBPTIYKXNVKNJ-UHFFFAOYSA-N,-33.00639041,5654.863166,138083.7626,119.317831,1.162,3.124070868,0.538594666,0.030506496,0.004135107,0.017569375,-0.019922304,-0.3747503,-0.2599429,0.1725,1.421,True
COc1ccc2c(C=O)c[nH]c2n1,1.384,1,3,3,54.98,21,48.0332,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-13-8-3-2-7-6(5-12)4-10-9(7)11-8/h2-5H,1H3,(H,10,11)",NBQVQGUZQTWSBV-UHFFFAOYSA-N,46856476,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5952,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/944900-73-6.html,NBQVQGUZQTWSBV-UHFFFAOYSA-N,-37.33740573,5851.399414,140281.9068,119.680974,3.79,2.877718631,0.496828529,0.052457285,0.001865703,0.013905198,-0.019273508,-0.3851923,-0.2794381,0.2358,4.801,True
O=[N+]([O-])/C=C/c1c[nH]c2ncccc12,1.8103,1,3,2,71.82,21,52.1221,True,False,False,False,189.174,False,False,False,"InChI=1S/C9H7N3O2/c13-12(14)5-3-7-6-11-9-8(7)2-1-4-10-9/h1-6H,(H,10,11)/b5-3+",JWGKSDIHBMBDEO-HWKANZROSA-N,19703064,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/183208-28-8.html,JWGKSDIHBMBDEO-HWKANZROSA-N,-39.64830769,6450.214578,156517.3591,126.280032,6.494,2.313713956,0.54595964,0.067536408,0.003959531,0.013384171,-0.02008938,-0.4019297,-0.3169023,0.4357,8.317,True
O=C(O)c1cnn(-c2cccnc2)c1,0.9655,1,5,2,68.01,21,48.3183,True,False,False,False,189.174,False,False,False,"InChI=1S/C9H7N3O2/c13-9(14)7-4-11-12(6-7)8-2-1-3-10-5-8/h1-6H,(H,13,14)",MEKNAPSWZLHSTM-UHFFFAOYSA-N,54593071,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QN-6205,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1014631-89-0.html,MEKNAPSWZLHSTM-UHFFFAOYSA-N,-39.74197157,6435.502565,155942.8428,126.046159,4.912,2.83468301,0.517279464,0.061459179,0.000730104,0.021995207,-0.019876365,-0.3887135,-0.2845408,0.2243,4.846,True
COC(=O)c1cnc2[nH]nc(C)c2c1,1.05292,1,4,3,67.87,23,49.9652,True,False,False,False,191.19,False,False,False,"InChI=1S/C9H9N3O2/c1-5-7-3-6(9(13)14-2)4-10-8(7)12-11-5/h3-4H,1-2H3,(H,10,11,12)",YJXJLESRRZVQPW-UHFFFAOYSA-N,40151910,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-3428,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1150618-05-5.html,YJXJLESRRZVQPW-UHFFFAOYSA-N,-40.77869597,6699.472453,158191.7412,126.586748,2.829,2.800810528,0.499455611,0.060505416,0.001580711,0.020968823,-0.020963554,-0.3872537,-0.2843258,0.2368,3.143,True
Cc1nccc2c(N)cccc12,2.12542,1,2,2,38.91,22,50.8924,True,False,False,False,158.204,False,False,False,"InChI=1S/C10H10N2/c1-7-8-3-2-4-10(11)9(8)5-6-12-7/h2-6H,11H2,1H3",KBDMNBWTHOKXQA-UHFFFAOYSA-N,9989490,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HB-7054,NONE,NONE,NONE,NONE,NONE,KBDMNBWTHOKXQA-UHFFFAOYSA-N,-32.35777914,6036.354801,146229.0135,123.752749,3.09,2.7436013,0.559610453,0.017856249,0.007301412,0.021861779,-0.021501152,-0.3549108,-0.2540853,0.2534,3.184,True
Nc1cccc2cc(O)cnc12,1.5226,2,3,2,59.14,20,47.8202,True,False,False,False,160.176,False,False,False,"InChI=1S/C9H8N2O/c10-8-3-1-2-6-4-7(12)5-11-9(6)8/h1-5,12H,10H2",GLVURCUKRZAGQN-UHFFFAOYSA-N,53845163,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-3258,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/25369-38-4.html,GLVURCUKRZAGQN-UHFFFAOYSA-N,-33.26606958,5388.248393,131547.6949,116.770392,1.184,2.543359861,0.514188446,0.035586277,0.007010509,0.017148473,-0.019183886,-0.3528031,-0.2593363,0.2657,1.429,True
Nc1ncn(Cc2cccnc2)n1,0.3036,1,5,3,69.62,22,47.7734,True,False,False,False,175.195,False,False,False,"InChI=1S/C8H9N5/c9-8-11-6-13(12-8)5-7-2-1-3-10-4-7/h1-4,6H,5H2,(H2,9,12)",GIWWWJBTNPQANF-UHFFFAOYSA-N,47002769,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1178229-40-7.html,GIWWWJBTNPQANF-UHFFFAOYSA-N,-36.33286328,6272.263077,147478.2288,124.007104,1.946,3.178643586,0.492939529,0.038899352,0.005747671,0.032081331,-0.019935337,-0.3699276,-0.2531146,0.1873,1.868,True
Clc1cccnc1OC1CCNC1,1.4757,1,3,2,34.15,24,51.1497,True,False,False,False,198.653,False,False,False,"InChI=1S/C9H11ClN2O/c10-8-2-1-4-12-9(8)13-7-3-5-11-6-7/h1-2,4,7,11H,3,5-6H2",AKTBDVAHPDINRG-UHFFFAOYSA-N,11206419,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HF-6161,NONE,NONE,NONE,NONE,NONE,AKTBDVAHPDINRG-UHFFFAOYSA-N,-39.35576079,7267.698874,182675.369,130.891638,2.178,3.24338561,0.450459821,0.033855938,0.002174292,0.020863284,-0.021594954,-0.3749681,-0.2557759,0.1464,1.716,True
Oc1cnc2c(C(F)F)cccc2c1,2.878,1,2,2,33.12,21,48.3648,True,False,False,False,195.168,False,False,False,"InChI=1S/C10H7F2NO/c11-10(12)8-3-1-2-6-4-7(14)5-13-9(6)8/h1-5,10,14H",BGOZBOGNJWPRLK-UHFFFAOYSA-N,122163735,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1261601-05-1.html,BGOZBOGNJWPRLK-UHFFFAOYSA-N,-41.43997013,6039.9755,147006.9345,121.366067,3.191,2.432824692,0.521888629,0.053326795,0.002478578,0.003880211,-0.020964754,-0.3815159,-0.2921112,0.2818,3.006,True
Cc1c(N)cnc2ccccc12,2.12542,1,2,2,38.91,22,50.8924,True,False,False,False,158.204,False,False,False,"InChI=1S/C10H10N2/c1-7-8-4-2-3-5-10(8)12-6-9(7)11/h2-6H,11H2,1H3",HANMWNJJOSJZHD-UHFFFAOYSA-N,4348180,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-8239,https://www.sigmaaldrich.com/catalog/product/aldrich/r262064,NONE,NONE,NONE,https://www.ambeed.com/products/50878-90-5.html,HANMWNJJOSJZHD-UHFFFAOYSA-N,-32.35579279,6034.671105,146176.2904,123.738923,3.262,2.629032224,0.557373633,0.017462296,0.007461431,0.021978465,-0.021385557,-0.3565447,-0.2599296,0.2635,3.668,True
Cc1cnc(-n2cc(C)cn2)c(N)c1,1.46634,1,4,4,56.73,26,55.2454,True,False,False,False,188.234,False,False,False,"InChI=1S/C10H12N4/c1-7-3-9(11)10(12-4-7)14-6-8(2)5-13-14/h3-6H,11H2,1-2H3",IUZAXOXXFPQKGR-UHFFFAOYSA-N,66279996,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1423027-82-0.html,IUZAXOXXFPQKGR-UHFFFAOYSA-N,-39.23724567,7986.543876,187658.063,140.212973,1.826,2.955549319,0.585500659,0.024826621,0.006925993,0.028124684,-0.02412914,-0.3542297,-0.2456152,0.1832,1.708,True
Cc1sc(-c2cccnc2)nc1N,2.09572,1,4,3,51.8,22,54.4944,True,False,False,False,191.259,False,False,False,"InChI=1S/C9H9N3S/c1-6-8(10)12-9(13-6)7-3-2-4-11-5-7/h2-5H,10H2,1H3",PSONEPPDZBYYHI-UHFFFAOYSA-N,83108737,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1549002-82-5.html,PSONEPPDZBYYHI-UHFFFAOYSA-N,-35.87562395,7571.638118,204451.843,138.95502,3.403,2.224664801,0.558997614,0.02532243,0.004314214,0.02465897,-0.02190905,-0.3586924,-0.2769375,0.4032,4.24,True
