SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE
FC(F)Oc1cccc2cccnc12,2.8362,0,2,2,22.12,21,48.375,True,False,False,False,195.168,False,False,False,"InChI=1S/C10H7F2NO/c11-10(12)14-8-5-1-3-7-4-2-6-13-9(7)8/h1-6,10H",ONYHQYHDEGKCNN-UHFFFAOYSA-N,3239168,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QZ-3535,NONE,NONE,NONE,NONE,NONE,ONYHQYHDEGKCNN-UHFFFAOYSA-N,-41.44114689,6095.08186,147870.1739,122.263664,6.203,2.590881352,0.519789106,0.052053326,-0.000514737,0.002894128,-0.020502093,-0.3911546,-0.2959415,0.2538,5.755,True
O=Cc1c[nH]c(-c2cccnc2)n1,1.2842,1,3,2,58.64,20,47.2062,True,False,False,False,173.175,False,False,False,"InChI=1S/C9H7N3O/c13-6-8-5-11-9(12-8)7-2-1-3-10-4-7/h1-6H,(H,11,12)",FDJLINNUQPJPPX-UHFFFAOYSA-N,10631047,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/279251-09-1.html,FDJLINNUQPJPPX-UHFFFAOYSA-N,-35.65803172,5861.21811,142796.9486,121.153561,6.058,2.732351165,0.515076225,0.04142134,0.004917761,0.023237231,-0.018585732,-0.3842754,-0.2838634,0.331,6.614,True
Cc1cc(C)c2nc(Cl)ccc2c1,3.50504,0,1,2,12.89,23,56.227,True,False,False,False,191.661,False,False,False,"InChI=1S/C11H10ClN/c1-7-5-8(2)11-9(6-7)3-4-10(12)13-11/h3-6H,1-2H3",RTTGIGZPZSOSRA-UHFFFAOYSA-N,53217379,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?PY-1306,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/139719-23-6.html,RTTGIGZPZSOSRA-UHFFFAOYSA-N,-36.14806477,7658.982342,201761.8599,138.510955,3.088,2.750780547,0.56685172,0.014184396,0.001939697,0.020861947,-0.023469374,-0.3795512,-0.2784619,0.2423,3.533,True
Nc1cc2ccccc2nc1C=O,1.6295,1,3,2,55.98,21,51.5429,True,False,False,False,172.187,False,False,False,"InChI=1S/C10H8N2O/c11-8-5-7-3-1-2-4-9(7)12-10(8)6-13/h1-6H,11H2",LLLGEVHAUSKEGA-UHFFFAOYSA-N,12595029,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/75353-63-8.html,LLLGEVHAUSKEGA-UHFFFAOYSA-N,-35.39199828,6216.23974,152937.9164,125.603049,2.435,1.937743701,0.561796016,0.037897739,0.004827264,0.018929566,-0.020930146,-0.3742173,-0.3030065,0.5981,3.862,True
CCOC(=O)c1cnc2cc[nH]c2c1,1.7396,1,3,3,54.98,24,52.0502,True,False,False,False,190.202,False,False,False,"InChI=1S/C10H10N2O2/c1-2-14-10(13)7-5-9-8(12-6-7)3-4-11-9/h3-6,11H,2H2,1H3",NAJRZBFAOZOKDX-UHFFFAOYSA-N,72207626,"['Sigma-Aldrich', 'Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-2043,https://www.sigmaaldrich.com/catalog/product/aldrich/phb00267,NONE,NONE,NONE,https://www.ambeed.com/products/1261885-66-8.html,NAJRZBFAOZOKDX-UHFFFAOYSA-N,-40.51437191,7093.675148,168371.0068,131.115089,6.311,2.57279721,0.55487887,0.057048867,0.002541874,0.016188736,-0.021014301,-0.3709984,-0.2764498,0.2497,6.519,True
COc1ccc(C2CCCN2)cn1,1.5147,1,3,3,34.15,27,50.7667,True,False,False,False,178.235,False,False,False,"InChI=1S/C10H14N2O/c1-13-10-5-4-8(7-12-10)9-3-2-6-11-9/h4-5,7,9,11H,2-3,6H2,1H3",UPHRHXBEESDMCP-UHFFFAOYSA-N,4279651,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QA-3418,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/185510-44-5.html,UPHRHXBEESDMCP-UHFFFAOYSA-N,-38.46998071,7244.86209,164674.4845,130.453552,1.482,3.290848878,0.512723946,0.031922399,0.00500777,0.023241997,-0.023094275,-0.3562652,-0.2353287,0.1319,1.902,True
c1ccc2c(c1)cnc1ccccc12,3.388,0,1,0,12.89,23,59.249,True,False,False,False,179.222,False,False,False,InChI=1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H,RDOWQLZANAYVLL-UHFFFAOYSA-N,9189,"['Thermo Fisher Scientific', 'TCI (Tokyo Chemical Industry)', 'Sigma-Aldrich', 'Sigma-Aldrich', 'Sigma-Aldrich', 'Thermo Fisher Scientific', 'Thermo Fisher Scientific', 'Combi-Blocks', 'VWR, Part of Avantor', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-4118,https://www.sigmaaldrich.com/catalog/product/aldrich/157384?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/P1047/index.html,https://www.thermofisher.com/order/catalog/product/169250250,https://us.vwr.com/store/product/7516256/phenanthridine-98,https://www.ambeed.com/products/229-87-8.html,RDOWQLZANAYVLL-UHFFFAOYSA-N,-35.34924743,7820.09996,198063.4917,143.182688,1.668,2.450746741,0.716494897,0.007724543,0.004403229,0.024940516,-0.025475647,-0.3666427,-0.2765794,0.3157,1.879,True
O=c1[nH]c2cnccc2n1C1CC1,1.0595,1,3,1,50.68,22,48.6247,True,False,False,False,175.191,False,False,False,"InChI=1S/C9H9N3O/c13-9-11-7-5-10-4-3-8(7)12(9)6-1-2-6/h3-6H,1-2H2,(H,11,13)",JTPBTNNOXCHJDL-UHFFFAOYSA-N,22349361,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?ST-4231,NONE,NONE,NONE,NONE,NONE,JTPBTNNOXCHJDL-UHFFFAOYSA-N,-36.72936848,6001.283156,142226.8053,119.531954,1.724,3.437601051,0.529907219,0.050147638,0.00391756,0.01743029,-0.021162208,-0.3783153,-0.2519858,0.1163,1.778,True
Cc1nc2ccc(Cl)nc2n1C,1.93012,0,3,2,30.71,20,48.256,True,False,False,False,181.626,False,False,False,"InChI=1S/C8H8ClN3/c1-5-10-6-3-4-7(9)11-8(6)12(5)2/h3-4H,1-2H3",LHLXAAYSDMUGEJ-UHFFFAOYSA-N,24903943,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QN-0237,NONE,NONE,NONE,NONE,NONE,LHLXAAYSDMUGEJ-UHFFFAOYSA-N,-34.57801903,5981.259509,155525.4065,120.463361,3.529,3.042915941,0.4511495,0.0281026,0.001687037,0.020888953,-0.019563997,-0.3775089,-0.2656838,0.1581,4.011,True
O=C(O)Cn1ncc2cccnc21,0.5159,1,5,2,68.01,20,45.1638,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c12-7(13)5-11-8-6(4-10-11)2-1-3-9-8/h1-4H,5H2,(H,12,13)",HNDSESMBMGSAFL-UHFFFAOYSA-N,58622961,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/882050-47-7.html,HNDSESMBMGSAFL-UHFFFAOYSA-N,-37.61039438,5502.139977,131375.0331,115.153,3.155,2.940899432,0.457988926,0.061164403,0.003263517,0.019924002,-0.018977114,-0.3830201,-0.2749441,0.1923,2.914,True
Nc1ccnc(-n2cc(CO)cn2)c1,0.3418,2,5,4,76.96,24,51.6942,True,False,False,False,190.206,False,False,False,"InChI=1S/C9H10N4O/c10-8-1-2-11-9(3-8)13-5-7(6-14)4-12-13/h1-5,14H,6H2,(H2,10,11)",WJWXXCWTFHFJFZ-UHFFFAOYSA-N,86280134,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QM-4415,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1624261-03-5.html,WJWXXCWTFHFJFZ-UHFFFAOYSA-N,-40.12224656,7248.933702,171042.9149,133.392582,5.446,3.35902793,0.54270916,0.049352112,0.007495489,0.024386127,-0.021661958,-0.3750252,-0.2515832,0.1473,5.186,True
Cc1cc2c(C)ccnc2[nH]1,2.17974,1,1,2,28.68,21,45.5677,True,False,False,False,146.193,False,False,False,"InChI=1S/C9H10N2/c1-6-3-4-10-9-8(6)5-7(2)11-9/h3-5H,1-2H3,(H,10,11)",HLFQATHWIJGRIJ-UHFFFAOYSA-N,49759068,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QM-6114,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1190313-73-5.html,HLFQATHWIJGRIJ-UHFFFAOYSA-N,-30.24046508,5131.735326,122201.5924,112.830476,2.157,3.292597363,0.494337453,0.016365469,0.005957824,0.019080936,-0.018551875,-0.3588842,-0.2378834,0.1251,2.435,True
COc1nccc2c(C(=O)O)c[nH]c12,1.2697,2,4,3,75.21,22,49.605,True,False,False,False,192.174,False,False,False,"InChI=1S/C9H8N2O3/c1-14-8-7-5(2-3-10-8)6(4-11-7)9(12)13/h2-4,11H,1H3,(H,12,13)",FPAVTJNQFCYODW-UHFFFAOYSA-N,53413183,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1190317-17-9.html,FPAVTJNQFCYODW-UHFFFAOYSA-N,-41.43305239,6393.096695,152679.3896,124.122551,4.311,3.198366719,0.503904606,0.077951566,0.000159245,0.010485973,-0.020965198,-0.3802953,-0.2627575,0.1613,4.425,True
Clc1ccc2c(C3CC3)n[nH]c2n1,2.4887,1,2,1,41.57,21,50.8737,True,False,False,False,193.637,False,False,False,"InChI=1S/C9H8ClN3/c10-7-4-3-6-8(5-1-2-5)12-13-9(6)11-7/h3-5H,1-2H2,(H,11,12,13)",MSOHKODTXOXXEB-UHFFFAOYSA-N,86767699,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1803591-69-6.html,MSOHKODTXOXXEB-UHFFFAOYSA-N,-36.66036755,6729.588286,175968.4353,127.30712,2.088,3.075948912,0.480784213,0.021862682,0.002530596,0.024627389,-0.020719721,-0.3919091,-0.27887,0.1965,2.769,True
COc1cc2c(cn1)CCN2,1.0582,1,3,2,34.15,21,42.9827,True,False,False,False,150.181,False,False,False,"InChI=1S/C8H10N2O/c1-11-8-4-7-6(5-10-8)2-3-9-7/h4-5,9H,2-3H2,1H3",QSNMCLKISUKAHU-UHFFFAOYSA-N,12863115,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/24603-30-3.html,QSNMCLKISUKAHU-UHFFFAOYSA-N,-32.15861564,4805.849738,111130.5292,106.985091,2.847,3.90894563,0.415781555,0.031720478,0.005192878,0.015625414,-0.017490567,-0.3597334,-0.2160823,0.0786,2.891,True
NCc1cccc2cccnc12,1.6935,1,2,2,38.91,22,49.6344,True,False,False,False,158.204,False,False,False,"InChI=1S/C10H10N2/c11-7-9-4-1-3-8-5-2-6-12-10(8)9/h1-6H,7,11H2",OPCQDOJDTZBLEJ-UHFFFAOYSA-N,15079229,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QY-8267,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/15402-71-8.html,OPCQDOJDTZBLEJ-UHFFFAOYSA-N,-32.33817932,6042.274387,146213.7898,123.852915,1.261,2.479213205,0.557357493,0.017733476,0.006021734,0.025144063,-0.021124485,-0.3602125,-0.2691031,0.3041,0.853,True
COc1ccc2cc(C)cc(C)c2n1,2.86024,0,2,4,22.12,27,57.769,True,False,False,False,187.242,False,False,False,"InChI=1S/C12H13NO/c1-8-6-9(2)12-10(7-8)4-5-11(13-12)14-3/h4-7H,1-3H3",OOJIMLXKNINTPP-UHFFFAOYSA-N,53217385,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?PY-1348,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/861581-28-4.html,OOJIMLXKNINTPP-UHFFFAOYSA-N,-39.3377143,8260.961438,196644.9681,142.723071,0.668,2.888962838,0.61658045,0.026758432,0.004655495,0.020106455,-0.025465951,-0.3658303,-0.2596629,0.2058,0.897,True
Cn1nccc1-c1ccncc1,1.4821,0,3,2,30.71,21,46.439,True,False,False,False,159.192,False,False,False,"InChI=1S/C9H9N3/c1-12-9(4-7-11-12)8-2-5-10-6-3-8/h2-7H,1H3",IDSXNIZCHUGIBD-UHFFFAOYSA-N,56956140,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-8475,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/905281-60-9.html,IDSXNIZCHUGIBD-UHFFFAOYSA-N,-32.61211979,5710.949986,136950.3429,119.713527,0.958,2.767115446,0.508366809,0.015472434,0.004366189,0.027539599,-0.019678685,-0.3717708,-0.2700811,0.215,1.244,True
Cc1nn(C)c2nc(C(=O)O)ccc12,0.97492,1,5,3,68.01,23,50.2053,True,False,False,False,191.19,False,False,False,"InChI=1S/C9H9N3O2/c1-5-6-3-4-7(9(13)14)10-8(6)12(2)11-5/h3-4H,1-2H3,(H,13,14)",RMHVKUAVGSFBTE-UHFFFAOYSA-N,61150426,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1339529-36-0.html,RMHVKUAVGSFBTE-UHFFFAOYSA-N,-40.7888076,6697.058548,158529.229,126.494826,2.529,2.455365605,0.506529308,0.063246226,0.002913717,0.019917062,-0.021506651,-0.3833428,-0.2931098,0.3278,2.933,True
O=[N+]([O-])c1cccc2c1ccc[n+]2[O-],1.3814,0,3,1,70.08,20,49.5624,True,False,False,False,190.158,False,False,False,InChI=1S/C9H6N2O3/c12-10-6-2-3-7-8(10)4-1-5-9(7)11(13)14/h1-6H,CMZRGZILWKLDMH-UHFFFAOYSA-N,82085,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/7613-19-6.html,CMZRGZILWKLDMH-UHFFFAOYSA-N,-40.23744076,6054.509288,148248.9094,121.893619,1.649,1.996876126,0.510242773,0.083213466,0.000851459,0.004992733,-0.020977321,-0.4110497,-0.3376658,0.5124,2.704,True
CC(=O)c1c[nH]c2nccc(Cl)c12,2.4189,1,2,2,45.75,20,51.1082,True,False,False,False,194.621,False,False,False,"InChI=1S/C9H7ClN2O/c1-5(13)6-4-12-9-8(6)7(10)2-3-11-9/h2-4H,1H3,(H,11,12)",UKCGIOZOYKFSGN-UHFFFAOYSA-N,24801188,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QE-3032,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1011711-52-6.html,UKCGIOZOYKFSGN-UHFFFAOYSA-N,-37.31770976,6543.339485,173215.0645,126.988849,4.851,2.830023876,0.492224215,0.043818409,-0.001841134,0.01483788,-0.02156267,-0.3846003,-0.2805988,0.2528,4.928,True
Cc1ccc2cccnc2c1C(=O)O,2.24142,1,3,2,50.19,23,53.4393,True,False,False,False,187.198,False,False,False,"InChI=1S/C11H9NO2/c1-7-4-5-8-3-2-6-12-10(8)9(7)11(13)14/h2-6H,1H3,(H,13,14)",YESWBAYAPYBVQO-UHFFFAOYSA-N,10702733,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-0234,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/70585-54-5.html,YESWBAYAPYBVQO-UHFFFAOYSA-N,-39.21022178,7079.119443,173226.5842,132.708003,3.358,2.319127487,0.581334124,0.056296999,0.002645473,0.016956964,-0.023610948,-0.3724879,-0.2872616,0.3222,3.015,True
Cn1nccc1-c1cccnc1,1.4821,0,3,2,30.71,21,46.439,True,False,False,False,159.192,False,False,False,"InChI=1S/C9H9N3/c1-12-9(4-6-11-12)8-3-2-5-10-7-8/h2-7H,1H3",AMYPMYBQPCRMTD-UHFFFAOYSA-N,21679713,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?OT-7088,NONE,NONE,NONE,NONE,NONE,AMYPMYBQPCRMTD-UHFFFAOYSA-N,-32.61379009,5711.580173,136938.0792,119.716427,2.702,3.040035295,0.509112117,0.015040063,0.004981766,0.028036817,-0.019677876,-0.3716555,-0.2599363,0.1868,2.612,True
ClCc1cnc(-c2ccccn2)[nH]1,2.2105,1,2,2,41.57,21,51.3757,True,False,False,False,193.637,False,False,False,"InChI=1S/C9H8ClN3/c10-5-7-6-12-9(13-7)8-3-1-2-4-11-8/h1-4,6H,5H2,(H,12,13)",QQDYNVVUOHGDLS-UHFFFAOYSA-N,57361981,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QI-0549,NONE,NONE,NONE,NONE,NONE,QQDYNVVUOHGDLS-UHFFFAOYSA-N,-36.67052536,6974.05447,182761.2854,131.678066,4.147,2.676908189,0.515476068,0.023536836,0.008028873,0.025154023,-0.020347764,-0.369165,-0.2707905,0.263,4.168,True
Cc1cc2ccc(O)cc2cn1,2.24882,1,2,2,33.12,21,48.1448,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c1-7-4-8-2-3-10(12)5-9(8)6-11-7/h2-6,12H,1H3",UWFGJQKHZPXWKV-UHFFFAOYSA-N,12332258,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/63485-73-4.html,UWFGJQKHZPXWKV-UHFFFAOYSA-N,-32.99658951,5644.293911,137928.6148,119.219468,0.825,2.615684298,0.550329032,0.028554774,0.004768899,0.017707996,-0.019678639,-0.3649541,-0.2688295,0.2486,0.627,True
CCc1cccc2c(Cl)ccnc12,3.4506,0,1,2,12.89,23,56.131,True,False,False,False,191.661,False,False,False,"InChI=1S/C11H10ClN/c1-2-8-4-3-5-9-10(12)6-7-13-11(8)9/h3-7H,2H2,1H3",CVXOQZWXTYPOCJ-UHFFFAOYSA-N,3669878,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/s581410,NONE,NONE,NONE,NONE,CVXOQZWXTYPOCJ-UHFFFAOYSA-N,-36.13829823,7663.8877,201760.7099,138.560996,0.161,2.614853075,0.571519653,0.012428953,0.001552281,0.021697468,-0.024094944,-0.3765723,-0.2804782,0.2609,0.97,True
Cn1cnc2cc(/C=N/O)cnc21,0.7764,1,5,3,63.3,21,47.8895,True,False,False,False,176.179,False,False,False,"InChI=1S/C8H8N4O/c1-12-5-10-7-2-6(4-11-13)3-9-8(7)12/h2-5,13H,1H3/b11-4+",OMVHYSROYRLNAZ-NYYWCZLTSA-N,46737964,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ade001234?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,OMVHYSROYRLNAZ-NYYWCZLTSA-N,-36.93865242,5861.006513,138964.6862,119.366911,2.754,2.704796201,0.48498421,0.040480991,-0.000550654,0.028745998,-0.019297067,-0.3725017,-0.2731023,0.2691,3.337,True
CCOC(=O)c1cc2cc[nH]c2cn1,1.7396,1,3,3,54.98,24,52.0502,True,False,False,False,190.202,False,False,False,"InChI=1S/C10H10N2O2/c1-2-14-10(13)8-5-7-3-4-11-9(7)6-12-8/h3-6,11H,2H2,1H3",SUMONQIODPWGJL-UHFFFAOYSA-N,10702827,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?ST-7868,NONE,NONE,NONE,NONE,NONE,SUMONQIODPWGJL-UHFFFAOYSA-N,-40.51118162,7100.417809,168450.6434,131.182868,5.313,2.964836704,0.546278513,0.056491828,0.003986122,0.016310067,-0.020830482,-0.3702516,-0.2612958,0.2042,5.011,True
Nc1ccc2nc(N)ccc2c1,1.3992,2,3,2,64.93,21,50.5678,True,False,False,False,159.192,False,False,False,"InChI=1S/C9H9N3/c10-7-2-3-8-6(5-7)1-4-9(11)12-8/h1-5H,10H2,(H2,11,12)",WECFWBJFIOOXPR-UHFFFAOYSA-N,22018948,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-6105,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/855837-85-3.html,WECFWBJFIOOXPR-UHFFFAOYSA-N,-32.63249147,5764.904764,139575.6304,121.224918,2.215,2.572629114,0.543027168,0.02814178,0.009903143,0.020977961,-0.019824153,-0.3432836,-0.2487412,0.2719,2.239,True
OCc1cnc(-c2ccccn2)[nH]1,0.964,2,3,3,61.8,22,47.7415,True,False,False,False,175.191,False,False,False,"InChI=1S/C9H9N3O/c13-6-7-5-11-9(12-7)8-3-1-2-4-10-8/h1-5,13H,6H2,(H,11,12)",YOFNCIVLJRZUKE-UHFFFAOYSA-N,13011246,"['Sigma-Aldrich', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QI-2765,https://www.sigmaaldrich.com/catalog/product/aldrich/ph016222?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,YOFNCIVLJRZUKE-UHFFFAOYSA-N,-36.68437995,6244.290343,148904.6497,124.130662,5.187,2.732178504,0.517140983,0.042089786,0.010251085,0.021430451,-0.019592994,-0.3660857,-0.26568,0.2531,4.999,True
NNC(=O)c1ccnc2ccccc12,0.8383,2,3,2,68.01,23,53.3966,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c11-13-10(14)8-5-6-12-9-4-2-1-3-7(8)9/h1-6H,11H2,(H,13,14)",CPWKEFDYIVVJHG-UHFFFAOYSA-N,3011577,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?SS-1077,https://www.sigmaaldrich.com/catalog/product/aldrich/cds008394?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/29620-62-0.html,CPWKEFDYIVVJHG-UHFFFAOYSA-N,-38.80178305,7203.306589,174772.523,134.654917,2.696,2.242981834,0.575322605,0.04915578,0.002663176,0.027093502,-0.023650958,-0.374662,-0.292234,0.379,3.154,True
c1ccc(-c2ccc3[nH]ncc3c2)nc1,2.6249,1,2,1,41.57,24,59.3247,True,False,False,False,195.225,False,False,False,"InChI=1S/C12H9N3/c1-2-6-13-11(3-1)9-4-5-12-10(7-9)8-14-15-12/h1-8H,(H,14,15)",WIRAQILXOCCSRB-UHFFFAOYSA-N,55255012,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/jwp00008?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,WIRAQILXOCCSRB-UHFFFAOYSA-N,-39.0368152,8500.593084,211195.0384,147.926873,2.986,2.820756818,0.696139127,0.014941447,0.005323056,0.031057105,-0.025198785,-0.3655969,-0.261936,0.2625,3.053,True
Cc1ccc2ncccc2c1O,2.24882,1,2,2,33.12,21,48.1448,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c1-7-4-5-9-8(10(7)12)3-2-6-11-9/h2-6,12H,1H3",ZWMNWHYDZZZKPK-UHFFFAOYSA-N,136070689,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?HB-7359,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/116529-84-1.html,ZWMNWHYDZZZKPK-UHFFFAOYSA-N,-32.99198617,5647.176251,137943.5298,119.254576,2.209,2.594908001,0.540042099,0.027697733,0.006054892,0.017639089,-0.020051967,-0.3671129,-0.2717518,0.2697,2.191,True
C[C@@H](N)c1cccc2ncccc12,2.2545,1,2,3,38.91,25,54.3454,True,False,False,False,172.231,False,False,False,"InChI=1S/C11H12N2/c1-8(12)9-4-2-6-11-10(9)5-3-7-13-11/h2-8H,12H2,1H3/t8-/m1/s1",ZLEHAUWQPBCLBY-MRVPVSSYSA-N,55277010,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds014255?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,ZLEHAUWQPBCLBY-MRVPVSSYSA-N,-35.50197458,7325.881485,175156.9695,135.516546,2.462,2.479700653,0.614815953,0.018906974,0.008513271,0.026738877,-0.024834316,-0.3614801,-0.2703527,0.3012,3.407,True
CC(=O)c1c[nH]c2ccncc12,1.7655,1,2,2,45.75,20,46.0982,True,False,False,False,160.176,False,False,False,"InChI=1S/C9H8N2O/c1-6(12)7-5-11-9-2-3-10-4-8(7)9/h2-5,11H,1H3",KMSUSEBNIYINGN-UHFFFAOYSA-N,11019157,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QM-1235,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/460053-60-5.html,KMSUSEBNIYINGN-UHFFFAOYSA-N,-33.26488103,5285.197354,128138.0693,114.540963,4.087,2.775917255,0.499361107,0.039721562,0.003816747,0.017687431,-0.018907394,-0.375972,-0.2739589,0.2346,4.137,True
FC(F)(F)c1ccc2ccccc2n1,3.2536,0,1,0,12.89,20,46.745,True,False,False,False,197.159,False,False,False,"InChI=1S/C10H6F3N/c11-10(12,13)9-6-5-7-3-1-2-4-8(7)14-9/h1-6H",YZSRICFIQLVSMQ-UHFFFAOYSA-N,2777805,"['Thermo Fisher Scientific', 'Thermo Fisher Scientific', 'Sigma-Aldrich', 'Combi-Blocks', 'Ambeed', 'VWR, Part of Avantor', 'VWR, Part of Avantor']",https://www.combi-blocks.com/cgi-bin/find.cgi?HC-2175,https://www.sigmaaldrich.com/catalog/product/aldrich/730467?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,https://www.thermofisher.com/order/catalog/product/H33740.03,https://us.vwr.com/store/product/10064779/2-trifluoromethyl-quinoline-99,https://www.ambeed.com/products/347-42-2.html,YZSRICFIQLVSMQ-UHFFFAOYSA-N,-41.59819939,5731.010014,140127.2447,118.366141,5.82,2.541485781,0.522191115,0.049417131,-0.000386138,-0.000414684,-0.019625681,-0.3987127,-0.3053149,0.2555,5.69,True
CNCc1cccc2cccnc12,1.9542,1,2,3,24.92,25,54.5067,True,False,False,False,172.231,False,False,False,"InChI=1S/C11H12N2/c1-12-8-10-5-2-4-9-6-3-7-13-11(9)10/h2-7,12H,8H2,1H3",OIGGMXDIIFQEML-UHFFFAOYSA-N,12293127,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-9064,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/60843-63-2.html,OIGGMXDIIFQEML-UHFFFAOYSA-N,-35.5062018,7350.025689,175337.5056,135.788659,1.513,2.400389857,0.618778085,0.014968599,0.006741857,0.027378009,-0.023642158,-0.3562474,-0.2680347,0.3362,0.769,True
