SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR
Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,3.3903200000000018,1,4,3,67.35,35,85.08770000000003,True,True
Cc1nc(N)ccc1-c1cccnc1,2.03422,1,3,3,51.8,25,56.61740000000002,True,True
O=C(c1ccccn1)C(O)c1ccccn1,1.3929,1,4,4,63.08,26,57.76430000000003,True,True
O=C(Nc1ccncc1)c1ccc(Cl)nc1,2.3823,1,3,2,54.88,24,61.43720000000002,True,True
COC(=O)c1cc2c(=O)n(CC#N)ccc2nc1C,1.0151,0,6,4,84.98,30,67.69250000000002,True,True
N#Cc1ncc(-c2ccncc2)cc1-c1ccncc1,3.077280000000001,0,4,2,62.46,30,75.41400000000003,True,True
Nc1ccc2ccc(C(=O)O)nc2n1,0.9102,2,5,2,89.10000000000001,21,50.909699999999994,True,True
N#CCc1ccnc(-c2ccncc2)c1Cl,2.863080000000001,0,3,2,49.57,24,61.79500000000002,True,True
O=C(Nc1ccncc1)c1cncc(Br)c1,2.4914000000000005,1,3,2,54.88,24,64.12720000000002,True,True
c1ccc(CNCCNCc2ccccn2)nc1,1.356,2,4,7,49.84,36,71.88740000000004,True,True
O=Cc1ccc(F)c(-c2cccnc2)n1,2.0951999999999993,0,3,2,42.85,22,52.81350000000001,True,True
Cc1ccc2ccc3ccc(C)nc3c2n1.O,2.575140000000002,0,2,2,57.28,31,70.13180000000001,True,True
Clc1nc(NCc2cccnc2)c2ncccc2n1,2.6853000000000007,1,5,3,63.59,29,73.90670000000001,True,True
O=Cc1cc(-c2ccncc2)ncc1Cl,2.6095000000000006,0,3,2,42.85,22,57.86550000000002,True,True
OCc1c(F)cncc1-c1ccncc1,1.775,1,3,3,46.010000000000005,24,53.348800000000026,True,True
CC(=O)N(c1ccccn1)c1ncccc1C,2.469620000000001,0,3,4,46.09,30,66.03100000000003,True,True
COC(=O)c1ccnc(-c2cc(C(=O)O)ccn2)c1,1.6283999999999998,1,6,4,89.38,29,65.76680000000002,True,True
O=C(O)c1ccnc(-c2ccncc2)c1,1.8418,1,4,2,63.08,23,54.42730000000002,True,True
O=C(O)c1cnc2ccncc2c1O,1.0336,2,5,2,83.31,20,48.16210000000001,True,True
Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,2.6995200000000006,1,6,4,80.9,36,80.33130000000003,True,True
CN(C)c1ccc(C(=S)c2ccc(N(C)C)nc2)cn1,2.3749,0,5,8,32.260000000000005,38,87.93000000000004,True,True
Fc1cc(-c2ccncc2)cnc1F,2.4218,0,2,1,25.78,20,47.384000000000015,True,True
O=C(O)c1cc(-c2cccnc2)nc2ccc(Cl)cc12,3.6484000000000014,1,4,2,63.08,29,76.94330000000004,True,True
O=C(Cl)c1cccc(-c2ccccn2)n1,2.5226000000000006,0,3,2,42.85,22,57.65150000000002,True,True
Clc1ccc2c(NCc3ccccn3)ccnc2c1,3.8953000000000024,1,3,3,37.81,31,78.31670000000003,True,True
Cc1cc(C)c2ccc(Cl)nc2n1,2.9000400000000015,0,2,2,25.78,22,54.02200000000002,True,True
Cc1ccc2ccc3ccc(C)nc3c2n1.O.O,1.750440000000001,0,2,2,88.78,34,73.74560000000001,True,True
O=C(O)c1cccnc1Oc1ccncc1,1.9671,1,5,3,72.31,24,55.507300000000015,True,True
Cc1ccnc(-c2ccncc2)c1I,3.0566200000000014,0,2,2,25.78,23,64.92200000000003,True,True
N#Cc1cc(-c2ccncc2)ccn1,2.0152799999999993,0,3,1,49.57,21,52.18300000000002,True,True
Cc1ncc(-c2ccncc2)cc1[N+](=O)[O-],2.360220000000001,0,4,3,68.92,25,58.859400000000015,True,True
Cc1cncc(NCc2ccncc2)c1,2.39712,1,3,4,37.81,28,60.53770000000003,True,True
N#CCc1cccc(-c2cccnc2)c1-c1cccnc1,3.876680000000003,0,3,3,49.57,34,82.22100000000003,True,True
O=Cc1cnc(-c2cccnc2)c(-c2cccnc2)c1,3.0181000000000013,0,4,3,55.74,31,76.08650000000002,True,True
O=C(O)c1ccc(=O)n(Cc2ccncc2)c1,0.9898,1,5,3,72.19,27,61.00030000000002,True,True
N#CCc1cc(-c2cccnc2)nc(-c2cccnc2)c1,3.2716800000000017,0,4,3,62.46,33,80.01600000000002,True,True
O=c1ccccn1C(=S)n1ccccc1=O,0.6912999999999999,0,5,0,44.0,24,64.79800000000002,True,True
Cc1ccc2c(C(=O)O)cc(-c3cccnc3)nc2c1C,3.6118400000000017,1,4,4,63.08,35,81.40730000000003,True,True
CCOC(=O)c1cnc2cccnc2c1N,1.3886999999999998,1,5,4,78.1,27,59.906900000000014,True,True
Cc1cc(Cl)ncc1-c1cccnc1,3.1054200000000014,0,2,2,25.78,23,57.215000000000025,True,True
COc1nc2ccnc(C)c2cc1Br,2.709320000000001,0,3,3,35.010000000000005,23,58.52700000000002,True,True
O=C(O)c1ccnc(NCc2cccnc2)c1,1.7869,2,5,4,75.11,28,62.76000000000002,True,True
O=Cc1ccc(-c2ccncc2)c(-c2ccncc2)c1,3.6231000000000018,0,3,3,42.85,32,78.29150000000003,True,True
Clc1ncccc1NCc1cccnc1,2.7421000000000006,1,3,3,37.81,25,60.81070000000002,True,True
COC(=O)c1ccc(-c2cccnc2)nc1C=O,1.7426999999999997,0,5,4,69.15,28,64.19500000000002,True,True
CC(=O)Oc1cccnc1-c1ccccn1,2.0688999999999997,0,4,3,52.08,26,58.77700000000003,True,True
N#Cc1ccc2ccc3ccc(C#N)nc3c2n1,2.5263600000000004,0,4,0,73.36,24,66.47400000000002,True,True
O=C(O)c1cc(Oc2cccnc2)ccn1,1.9671,1,5,3,72.31,24,55.50730000000002,True,True
COc1ccc(-c2cc(O)c3ccc(C)nc3n2)cc1,3.319420000000002,1,4,5,55.24,34,77.92780000000003,True,True
FC(F)(F)c1ccc(Oc2cccc3cccnc23)nc1,4.440900000000003,0,3,2,35.010000000000005,30,71.05600000000001,True,True
Cc1nccc2[nH]c(=O)c(Br)cc12,1.9940199999999997,1,2,1,45.75,20,54.800700000000006,True,True
COC(=O)c1sc2nc(-c3ccccn3)ccc2c1N,2.727099999999999,1,6,4,78.1,31,78.60290000000002,True,True
O=C(O)c1cnc(F)c(-c2ccncc2)c1,1.9809,1,4,2,63.08,23,54.385300000000015,True,True
Clc1ccnc(OCc2cccnc2)c1,2.7090000000000005,0,3,3,35.010000000000005,24,57.816000000000024,True,True
Oc1ncc(CBr)cc1-c1cccnc1,2.7441000000000013,1,3,3,46.010000000000005,24,61.763800000000025,True,True
Fc1ncc(CBr)cc1-c1cccnc1,3.1776000000000018,0,2,2,25.78,23,60.057000000000016,True,True
C=CCn1c(=O)c(C(=O)OCC)c(O)c2ccc(C)nc21,1.7732199999999998,1,6,7,81.42,37,78.55830000000003,True,True
N#CCc1ccnc(Cl)c1-c1ccncc1,2.863080000000001,0,3,2,49.57,24,61.795000000000016,True,True
[O-][n+]1cccc(-c2cccnc2)c1,1.382,0,2,1,39.83,21,48.633000000000024,True,True
OCc1cc(Cl)cnc1-c1ccncc1,2.2893,1,3,3,46.010000000000005,24,58.400800000000025,True,True
Cc1cc(NCc2cccnc2)ncc1Br,3.159620000000001,1,3,4,37.81,28,68.23770000000002,True,True
c1cncc(-c2nc3ncccc3o2)c1,2.2847999999999997,0,4,1,51.81,22,55.03500000000002,True,True
O=C1CCCc2nccc(-c3ccncc3)c21,2.662600000000001,0,3,1,42.85,29,64.73650000000004,True,True
N#Cc1ccc(-c2cccnc2)nc1SCC(=O)O,2.191979999999999,1,6,4,86.87,28,70.54280000000001,True,True
O=[N+]([O-])c1cccnc1-c1ccccn1,2.0517999999999996,0,4,2,68.92,22,54.12240000000002,True,True
COc1ccc2cc3c(=O)n(C)cc(C=O)c3nc2c1,1.9077999999999995,0,5,4,61.19,32,76.42950000000002,True,True
Nc1cc2cccnc2c(N2CCOCC2)n1,1.0486,1,5,2,64.27,31,66.98240000000003,True,True
COC(=O)c1ccc(F)c(-c2ccncc2)n1,2.0692999999999993,0,4,3,52.08,26,58.765500000000024,True,True
O=C(Nc1ccncc1)c1cccc(Cl)n1,2.3823,1,3,2,54.88,24,61.43720000000002,True,True
N#CCc1cc(-c2cccnc2)cnc1-c1cccnc1,3.271680000000001,0,4,3,62.46,33,80.01600000000002,True,True
O=[N+]([O-])c1cccnc1Oc1cncc(Cl)c1,2.8305000000000007,0,5,3,78.15,23,60.21240000000002,True,True
COC(=O)c1nc(Cl)ccc1-c1cccnc1,2.583600000000001,0,4,3,52.08,26,63.817500000000024,True,True
O=Cc1cc(-c2cccnc2)ccn1,1.9560999999999995,0,3,2,42.85,22,52.85550000000002,True,True
CCOC(=O)c1cc(Br)c2ccccn2c1=O,2.2386999999999997,0,4,3,47.78,27,67.32350000000002,True,True
O=Cc1cccc(-c2ccncc2)c1-c1ccncc1,3.6231000000000018,0,3,3,42.85,32,78.29150000000003,True,True
Nc1ncc(-c2cccnc2)cc1F,1.8649,1,3,2,51.8,22,51.838400000000014,True,True
O=C(O)c1cc(O)ncc1-c1cccnc1,1.5474,2,5,3,83.31,24,56.092100000000016,True,True
c1cnc2nc(-c3ccncc3)[nH]c2c1,2.0199,1,3,1,54.46,23,57.119700000000016,True,True
Cc1ccnc(F)c1-c1ccncc1,2.59112,0,2,2,25.78,23,52.163000000000025,True,True
Cc1ccc(Cl)c(-c2ccncc2)n1,3.1054200000000023,0,2,2,25.78,23,57.215000000000025,True,True
Cc1ccnc(N)c1-c1ccncc1,2.03422,1,3,3,51.8,25,56.61740000000002,True,True
O=[N+]([O-])c1cnc(-c2ccncc2)c(-c2ccncc2)c1,3.1138000000000012,0,5,3,81.81,31,77.35340000000002,True,True
Nc1cc(Cl)cnc1-c1ccncc1,2.3792,1,3,2,51.8,22,56.890400000000014,True,True
COc1ccc(-c2ccc(N)nc2C)cn1,2.04282,1,4,5,61.03,29,63.16940000000002,True,True
N#CCc1cc(Cl)nc(-c2ccncc2)c1,2.863080000000001,0,3,2,49.57,24,61.79500000000002,True,True
COC(=O)c1cc2sccc2c(-c2ccccn2)n1,3.1449000000000025,0,5,3,52.08,29,74.19050000000001,True,True
COC(=O)c1ccncc1-c1cccnc1,1.9302,0,4,3,52.08,26,58.807500000000026,True,True
O=C(c1ccncc1)c1cccc(Br)n1,2.4701000000000004,0,3,2,42.85,22,59.60650000000002,True,True
COc1nc(C)c(-c2cccnc2)cc1-c1cccnc1,3.5226200000000025,0,4,5,47.900000000000006,36,81.98800000000004,True,True
Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,3.655800000000002,1,3,2,46.010000000000005,27,71.64880000000002,True,True
N#CCc1ccc(Cl)nc1-c1cccnc1,2.863080000000001,0,3,2,49.57,24,61.795000000000016,True,True
O=Cc1ncc(-c2cccnc2)cc1-c1cccnc1,3.0181000000000013,0,4,3,55.74,31,76.08650000000003,True,True
Clc1cccc(-c2cccc(Cl)n2)n1,3.450400000000002,0,2,1,25.78,20,57.488000000000014,True,True
Cc1nc(C(=O)Cc2ccc3ncnn3c2)ccc1F,1.99722,0,5,4,60.150000000000006,31,69.95350000000002,True,True
O=C(O)c1c[nH]c2ccc(Br)nc2c1=O,1.3837999999999997,2,4,1,83.04999999999998,20,57.023,True,True
O=C(O)c1cc(Cl)nc(Sc2ccccn2)c1,2.979400000000001,1,5,3,63.08,24,64.56630000000001,True,True
N#CCc1ccnc(-c2cccnc2)c1-c1cccnc1,3.2716800000000017,0,4,3,62.46,33,80.01600000000003,True,True
O=Cc1cncc(-c2cccc(Br)n2)c1,2.7186000000000012,0,3,2,42.85,22,60.555500000000016,True,True
O=C(O)c1cnc(-c2cccnc2)c(Cl)c1,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
Cc1cc(NCc2cccnc2)c2ccccc2n1,3.550320000000001,1,3,4,37.81,34,78.04370000000004,True,True
O=Cc1ccc(-c2ccncc2)cn1,1.9560999999999995,0,3,2,42.85,22,52.85550000000002,True,True
COC(=O)c1cc(F)ncc1-c1ccncc1,2.0693,0,4,3,52.08,26,58.765500000000024,True,True
O=C(NCc1cccnc1)C(=O)N/N=C/c1ccncc1,0.2430999999999994,2,5,4,96.34,34,76.05740000000002,True,True
O=C(O)c1cn(Cc2cccnc2)c(=O)c2ccccc12,2.143,1,5,3,72.19,33,78.50630000000004,True,True
O=C(O)c1ccc(-c2ccncc2)nc1Cl,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
Fc1ncc(-c2ccncc2)cc1Cl,2.9361000000000015,0,2,1,25.78,20,52.43600000000002,True,True
O=C(O)c1cnc(Cl)c(-c2cccnc2)c1,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
OCc1ccnc(-c2cccnc2)c1-c1cccnc1,2.6979000000000006,1,4,4,58.900000000000006,33,76.62180000000002,True,True
O=Cc1ncc(-c2ccncc2)cc1F,2.0952,0,3,2,42.85,22,52.81350000000002,True,True
O=C(c1cccnc1)c1cccnc1,1.7076,0,3,2,42.85,22,51.90650000000002,True,True
Nc1ccncc1-c1ccncc1,1.7258,1,3,2,51.8,22,51.880400000000016,True,True
Cc1cncc(-c2ccncc2)c1,2.45202,0,2,2,25.78,23,52.20500000000003,True,True
O=c1[nH]c2ccccc2c2nc3ccccn3c12,2.3289999999999997,1,3,0,50.16,27,70.82470000000002,True,True
O=C(O)c1c(Cl)cncc1-c1cccnc1,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
c1ccc(-c2nnc(-c3ccccn3)s2)nc1,2.662100000000001,0,5,2,51.56,25,66.37100000000002,True,True
Cc1c(Br)cnc(Cl)c1-c1ccncc1,3.8679200000000025,0,2,2,25.78,23,64.91500000000002,True,True
Cc1nc2nc(Br)ccc2c(C)c1C,3.317560000000002,0,2,3,25.78,25,61.44900000000003,True,True
Fc1c(CBr)ccnc1-c1cccnc1,3.1776000000000018,0,2,2,25.78,23,60.057000000000016,True,True
OCc1nc(O)ccc1-c1ccncc1,1.3415,2,4,4,66.24000000000001,25,55.05560000000003,True,True
c1ccc(Nc2ccccc2Nc2ccccn2)nc1,3.963800000000002,2,4,4,49.84,34,81.48140000000002,True,True
CCOC(=O)c1c(O)c2ccc(C)nc2n(C(C)C)c1=O,2.16812,1,6,8,81.41999999999999,39,78.74630000000002,True,True
COc1c(-c2ccncc2)cncc1-c1ccncc1,3.214200000000001,0,4,4,47.900000000000006,33,77.25100000000003,True,True
COc1ccc2c(-c3cccnc3)cc(=S)[nH]c2c1,3.967990000000002,1,3,3,37.91,31,78.91570000000002,True,True
Nc1ccc(-c2cccnc2)nc1,1.7258,1,3,2,51.8,22,51.880400000000016,True,True
COc1ccc2nc(-c3ccc(F)nc3)[nH]c2n1,2.1675999999999993,1,4,3,63.690000000000005,27,63.629700000000014,True,True
Cc1cccnc1-c1ncccc1C,2.760440000000001,0,2,3,25.78,26,56.94200000000003,True,True
O=C(O)c1cc2ccc(Cl)nc2[nH]c1=O,1.2746999999999995,2,4,1,83.04999999999998,20,54.333000000000006,True,True
Cc1cc(-c2cc(C)nc(C)c2)cc(C)n1,3.3772800000000016,0,2,5,25.78,32,66.41600000000003,True,True
OCc1cc(-c2ccncc2)ccc1-c1ccncc1,3.302900000000002,1,3,4,46.010000000000005,34,78.82680000000003,True,True
Cc1cc(-c2ccncc2)c(-c2cccnc2)cc1F,4.258120000000003,0,2,3,25.78,33,77.59900000000002,True,True
N#Cc1cnc2ncc([N+](=O)[O-])cc2c1O,1.1152799999999996,1,6,2,112.94,20,52.57220000000002,True,True
Cl.Cl.O=C(O)c1cccc(Nc2cccnc2)n1,2.7620000000000005,2,5,3,75.11,29,73.21200000000003,True,True
Fc1cc(-c2cccnc2)cnc1CBr,3.177600000000001,0,2,2,25.78,23,60.05700000000002,True,True
O=C(O)c1cc(-c2cccnc2)cc(-c2cccnc2)c1,3.5088000000000017,1,4,3,63.08,33,79.86330000000004,True,True
Nc1ccc(-c2cccnc2)c(C(=O)O)n1,1.4240000000000002,2,5,3,89.1,25,58.83970000000001,True,True
COc1cnccc1-c1ncccc1C(=O)O,1.8504,1,5,4,72.31,27,60.97930000000002,True,True
Nc1ncc(CBr)cc1-c1ccncc1,2.6207000000000003,1,3,3,51.8,25,64.51140000000002,True,True
O=C(O)c1ccc(-c2ccccn2)cn1,1.8417999999999997,1,4,2,63.08,23,54.42730000000002,True,True
O=C(c1ccccn1)c1ncc(C(F)(F)F)cc1Cl,3.3798000000000012,0,3,2,42.85,25,61.91850000000001,True,True
N#CCc1ccc(-c2ccncc2)c(O)n1,1.9152799999999996,1,4,3,69.8,25,58.44980000000002,True,True
Clc1ncccc1NCc1ccncc1,2.7421000000000006,1,3,3,37.81,25,60.81070000000002,True,True
O=C(O)c1c(-c2cccnc2)cccc1-c1cccnc1,3.5088000000000017,1,4,3,63.08,33,79.86330000000004,True,True
COc1ccn(Cc2ccc(Cl)nc2)c(=O)c1C#N,1.82528,0,5,4,67.91,29,70.31800000000001,True,True
Cn1c2cccnc2n2c(=O)c3cccnc3c(C#N)c12,1.6060799999999995,0,6,1,75.97999999999999,30,77.95500000000003,True,True
c1cc(-c2cc(-c3ccncc3)[nH]n2)ccn1,2.5336999999999996,1,3,2,54.46,27,65.04970000000002,True,True
c1cnc2nc(-c3ccc4cccnc4n3)ccc2c1,3.240000000000001,0,4,1,51.56,30,78.07000000000002,True,True
Brc1cnc2c(cnn2Cc2ccncc2)c1,2.6371,0,4,2,43.6,26,68.56700000000002,True,True
CN(C)c1ncc(Br)c2ncccc12,2.4583000000000004,0,3,3,29.020000000000003,24,61.565000000000026,True,True
N#CCc1ncc(-c2cccnc2)cc1-c1cccnc1,3.2716800000000017,0,4,3,62.46,33,80.01600000000003,True,True
O=C(O)c1ccc(-c2cccnc2)[nH]c1=O,1.1351,2,4,2,83.04999999999998,24,57.25300000000001,True,True
Ic1cccc(-c2ccncc2)n1,2.7482000000000015,0,2,1,25.78,20,60.18500000000002,True,True
COc1cncc(-c2ccncc2)c1C=O,1.9647,0,4,4,52.080000000000005,26,59.40750000000003,True,True
Fc1cnc(-c2cccnc2)c(CBr)c1,3.1776000000000018,0,2,2,25.78,23,60.05700000000002,True,True
Cc1ccc2c(O)cc(=O)[nH]c2n1,0.9371199999999996,2,3,2,65.97999999999999,21,48.76550000000001,True,True
COc1cccc(-c2ccc(C)cn2)n1,2.4606199999999996,0,3,4,35.010000000000005,27,58.757000000000026,True,True
Nc1ncc(-c2ccncc2)cc1I,2.3304,1,3,2,51.8,22,64.59740000000002,True,True
COc1cncc(-c2ccncc2)c1,2.1521999999999997,0,3,3,35.010000000000005,24,54.02000000000003,True,True
COC(=O)c1cc(F)nc(-c2cccnc2)c1,2.0693,0,4,3,52.08,26,58.765500000000024,True,True
Nc1nc(Br)ccc1OCCc1cccnc1,2.442800000000001,1,4,5,61.03,29,69.78540000000002,True,True
OB(O)c1cnc2cccnc2c1,-0.6904000000000003,2,4,3,66.24000000000001,20,49.36360000000003,True,True
N#Cc1cc(-c2ccncc2)c[nH]c1=O,1.3085799999999992,1,3,1,69.53999999999999,22,55.00870000000001,True,True
O=C(O)c1ccc2nc(-c3cccnc3)cn2c1,2.0945,1,5,2,67.49,27,65.38230000000001,True,True
Cc1ccc(-c2cnccc2N)cn1,2.0342199999999995,1,3,3,51.8,25,56.61740000000002,True,True
FC(F)(F)c1cc(Cl)c2nnc(-c3cccnc3)n2c1,3.4635000000000016,0,4,1,43.08,26,66.23,True,True
NC(Cc1ccccn1)c1cccnc1,1.7191,1,3,4,51.8,28,59.10640000000003,True,True
COC(=O)c1c(-c2cccnc2)cccc1-c1cccnc1,3.5972000000000026,0,4,4,52.08,36,84.24350000000004,True,True
O=Cc1cc(-c2cccnc2)ncc1-c1cccnc1,3.0181000000000013,0,4,3,55.74,31,76.08650000000003,True,True
O=Cc1ccnc(F)c1-c1cccnc1,2.0951999999999993,0,3,2,42.85,22,52.81350000000002,True,True
Fc1cc(CBr)cc(-c2ccncc2)n1,3.1776000000000018,0,2,2,25.78,23,60.057000000000016,True,True
O=Cc1nc(F)ccc1-c1ccncc1,2.0951999999999993,0,3,2,42.85,22,52.81350000000002,True,True
OCC#Cc1cnc2cccnc2c1,0.9735999999999998,1,3,1,46.010000000000005,22,53.50180000000002,True,True
Nc1cc(F)cnc1-c1cccnc1,1.8649,1,3,2,51.8,22,51.838400000000014,True,True
O=Cc1cnc(-c2cccnc2)c(Cl)c1,2.6095000000000006,0,3,2,42.85,22,57.86550000000002,True,True
COC(=O)c1ncc(-c2cccnc2)cc1F,2.0693,0,4,3,52.08,26,58.76550000000002,True,True
COc1ncc(C(=O)O)c2cccnc12,1.3365999999999998,1,5,3,72.31,23,53.04930000000001,True,True
Cc1ccc2[nH]c3nc(C)cc(C)c3c(=O)c2c1,3.0015600000000013,1,2,3,45.75,32,74.08070000000002,True,True
Oc1nccc(CBr)c1-c1ccncc1,2.7441000000000004,1,3,3,46.010000000000005,24,61.763800000000025,True,True
COc1ccnc(-c2ccncc2)c1,2.1521999999999997,0,3,3,35.010000000000005,24,54.020000000000024,True,True
N#CCc1nc(-c2ccncc2)ccc1Cl,2.863080000000001,0,3,2,49.57,24,61.79500000000003,True,True
Cc1cc(C)c2c(C)nn(-c3ccccn3)c2n1,2.7407600000000008,0,4,4,43.6,32,70.87100000000004,True,True
Clc1ccc(-c2ccncc2)cn1,2.7970000000000006,0,2,1,25.78,20,52.47800000000002,True,True
O=Cc1ccc(-c2cccnc2)[nH]c1=O,1.2493999999999996,1,3,2,62.82,23,55.6812,True,True
O=Cc1ccnc(O)c1-c1cccnc1,1.6616999999999995,1,4,3,63.08,23,54.52030000000002,True,True
Cl.O.[Cl-].c1cc[n+](-c2ccncc2)cc1,-2.0405999999999977,0,1,1,48.27,27,56.63080000000003,True,True
Cc1nc2nc(Cl)ccc2c(C)c1C,3.2084600000000014,0,2,3,25.78,25,58.75900000000003,True,True
OCc1ccnc(-c2cccnc2)c1Cl,2.2893,1,3,3,46.010000000000005,24,58.400800000000025,True,True
[O-][n+]1ccc(CCCc2ccncc2)cc1,1.8903,0,2,4,39.83,30,61.66400000000004,True,True
COC(=O)c1cnc2cc(Br)cnc2c1,2.1788999999999996,0,4,2,52.08,22,58.57750000000001,True,True
Cc1ccnc(-c2cncc(CO)c2)c1,1.94432,1,3,4,46.010000000000005,27,58.12780000000003,True,True
O=C(O)c1cc(-c2ccccn2)ccn1,1.8418,1,4,2,63.08,23,54.42730000000002,True,True
COc1nc(C(=O)O)ccc1-c1ccncc1,1.8504,1,5,4,72.31,27,60.97930000000002,True,True
CCOC(=O)c1c[nH]c2cc(Br)cnc2c1=O,1.8622999999999996,1,4,3,72.05000000000001,26,66.0202,True,True
Nc1cc(Cl)cnc1-c1cccnc1,2.3792,1,3,2,51.8,22,56.890400000000014,True,True
c1cncc(-c2cnc3[nH]ccc3c2)c1,2.6249,1,2,1,41.57,24,59.32470000000002,True,True
c1cc(Sc2ccncc2)ccn1,2.6278000000000006,0,3,2,25.78,21,52.59700000000002,True,True
O=Cc1ccc(-c2cccnc2)c(-c2cccnc2)n1,3.0181000000000013,0,4,3,55.74,31,76.08650000000002,True,True
O=C1Cc2cc(-c3cccnc3)cnc2N1,1.6381999999999997,1,3,1,54.88,25,59.80170000000002,True,True
Nc1n[nH]c2nc(-c3ccccn3)ccc12,1.6021,2,4,2,80.48,25,61.532100000000014,True,True
Cc1cc(=O)c2ncccc2[nH]1,1.2315199999999995,1,2,1,45.75,20,47.10070000000002,True,True
CCCCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O,2.681720000000001,0,5,8,61.190000000000005,41,81.60450000000004,True,True
O=C(O)Cc1nc2ccccc2c2ncccc12,2.410100000000001,1,4,2,63.08,28,68.38380000000002,True,True
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)nc21,2.1766000000000005,1,6,4,85.08,35,81.86730000000003,True,True
c1cc(CCc2ccncc2)ccn1,2.2618,0,2,3,25.78,26,55.88200000000003,True,True
CSc1cc(C(=O)O)nc(-c2ccccn2)c1,2.5637000000000008,1,5,4,63.08,27,66.20830000000002,True,True
OCc1cc(Cl)cnc1-c1cccnc1,2.2893,1,3,3,46.010000000000005,24,58.400800000000025,True,True
COC(=O)c1ccc2ccc3cccnc3c2n1,2.5696000000000003,0,4,2,52.08,28,68.38350000000003,True,True
N#CCc1ccc(-c2ccncc2)nc1F,2.3487799999999996,0,3,2,49.57,24,56.74300000000001,True,True
COC(=O)c1ccc(-c2ccc(C(=O)OC)nc2)cn1,1.7168,0,6,5,78.38000000000001,32,70.14700000000002,True,True
Brc1cc2cccnc2c2ncccc12,3.5455000000000014,0,2,0,25.78,22,64.74400000000001,True,True
Cc1cc(O)cc(=O)n1Cc1cccnc1,1.3056199999999998,1,4,4,55.12,28,60.44280000000003,True,True
N#Cc1ccncc1-c1cccnc1,2.0152799999999997,0,3,1,49.57,21,52.18300000000002,True,True
Nc1cnccc1OCCc1ccccn1,1.6803,1,4,5,61.03,29,62.08540000000002,True,True
Cl.Oc1ccc(CNCc2ccc(O)nc2)cn1,1.5993999999999993,3,5,6,78.27,32,69.59530000000002,True,True
Cc1ccncc1-c1ccc(Br)cn1,3.214520000000001,0,2,2,25.78,23,59.90500000000002,True,True
O=C(O)c1cccnc1-c1cccnc1,1.8418,1,4,2,63.08,23,54.42730000000002,True,True
O=C(O)c1cc(C2CC2)nc2c1cnn2Cc1ccncc1,2.4502000000000006,1,6,4,80.89999999999999,36,79.80130000000003,True,True
CCOC(=O)c1cnc2ccncc2c1Cl,2.4599,0,4,3,52.08,25,60.50450000000002,True,True
OCc1ccnc(O)c1-c1cccnc1,1.3415,2,4,4,66.24000000000001,25,55.05560000000003,True,True
O=C(O)c1cnc2c(Br)cncc2c1O,1.7960999999999996,2,5,2,83.31,20,55.86210000000001,True,True
O=C(O)c1cnc(-c2ccncc2)c(F)c1,1.9809,1,4,2,63.08,23,54.385300000000015,True,True
Fc1cc(CBr)c(-c2ccncc2)cn1,3.177600000000002,0,2,2,25.78,23,60.057000000000016,True,True
N#CCc1cc(-c2ccncc2)ccn1,2.2096799999999996,0,3,2,49.57,24,56.785000000000025,True,True
N#CCc1ccnc(-c2cccnc2)c1,2.2096799999999996,0,3,2,49.57,24,56.785000000000025,True,True
N#CCc1cc(-c2cccnc2)ncc1F,2.3487799999999996,0,3,2,49.57,24,56.74300000000001,True,True
Nc1cnccc1C(=O)c1cccnc1,1.2898,1,4,3,68.87,24,56.31890000000001,True,True
OCCc1ccc2cccnc2n1,1.1646,1,3,3,46.010000000000005,23,50.32780000000003,True,True
N#CCc1ccc(-c2cccnc2)nc1F,2.3487799999999996,0,3,2,49.57,24,56.74300000000001,True,True
O.O=C(O)c1ccc2cccnc2n1,0.5032999999999999,1,4,1,94.58,22,50.111100000000015,True,True
CC(=O)c1cccc(-c2ccccn2)n1,2.3461999999999996,0,3,3,42.85,25,57.472500000000025,True,True
N#CCc1nc(-c2ccncc2)ccc1-c1ccncc1,3.2716800000000017,0,4,3,62.46,33,80.01600000000003,True,True
C(=N/Nc1ccccn1)\c1ccncc1,1.9226,1,4,3,50.17,25,59.69070000000003,True,True
Nc1ccc(-c2cccnc2)c(CO)n1,1.2181,2,4,4,72.03,26,57.80320000000002,True,True
Cc1cc(O)nc2nc(N)ccc12,1.2260199999999997,2,4,3,72.03,22,50.35220000000002,True,True
N=C(NNC(=N)c1ccncc1)c1ccncc1,0.9217399999999996,4,4,2,97.54,30,68.40280000000001,True,True
CCOC(=O)c1cccnc1-c1ccncc1,2.3203000000000005,0,4,4,52.08,29,63.42450000000003,True,True
