SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR
COC(=O)c1cncc(-c2cncc(C(=O)OC)c2)c1,1.7168,0,6,5,78.38000000000001,32,70.14700000000002,True,True
N#C/C(=C(/O)c1cccnc1Cl)c1ccccn1,3.079880000000002,1,4,3,69.8,26,68.53980000000001,True,True
CC1(C)OB(c2ccc(-c3ccncc3)nc2)OC1(C)C,2.4428,0,4,6,44.24000000000001,40,83.18400000000004,True,True
COC(=O)c1cnc(-c2ccncc2)c(-c2ccncc2)c1,2.9922000000000013,0,5,4,64.97,35,82.03850000000003,True,True
COC(=O)c1ccc(-c2cccnc2)c(-c2cccnc2)c1,3.5972000000000017,0,4,4,52.08,36,84.24350000000003,True,True
N#Cc1c(-c2cccnc2)cc[nH]c1=S,2.6778700000000004,1,3,1,52.47,22,59.57270000000002,True,True
COc1ccc2nc3c(C=O)cn(C)c(=O)c3cc2c1,1.9078,0,5,4,61.19,32,76.42950000000002,True,True
CCc1ccc2cnccc2n1,2.1921999999999997,0,2,2,25.78,22,48.916000000000025,True,True
OCc1cncc(-c2cccnc2)c1,1.6359,1,3,3,46.010000000000005,24,53.39080000000003,True,True
O=C(O)c1ccc(-c2cccnc2)c(-c2cccnc2)c1,3.5088000000000017,1,4,3,63.08,33,79.86330000000002,True,True
Nc1ccc2c(CC(=O)O)cc(O)nc2n1,0.5447,3,6,4,109.33,25,56.955,True,True
COc1ccc(-c2ccccn2)nc1N,1.7343999999999995,1,4,4,61.03,26,58.432400000000015,True,True
O=Cc1cc(Cl)cnc1-c1ccncc1,2.6095000000000006,0,3,2,42.85,22,57.86550000000002,True,True
Cc1c(-c2ccncc2)cnc(-c2ccncc2)c1[N+](=O)[O-],3.422220000000002,0,5,4,81.81,34,82.09040000000003,True,True
O=C(O)c1ccc(-c2ccncc2)c(-c2ccncc2)n1,2.9038000000000013,1,5,3,75.97,32,77.65830000000003,True,True
Cc1ccc2nc(-c3cccnc3)cc(C(=O)O)c2c1,3.303420000000001,1,4,3,63.08,32,76.67030000000003,True,True
Clc1ccc(-c2cccnc2)cn1,2.7970000000000015,0,2,1,25.78,20,52.478000000000016,True,True
COC(=O)c1cc2c(=O)n(C)ccc2nc1C,1.02852,0,5,4,61.190000000000005,29,63.06050000000002,True,True
O=c1cc(O)c2cccnc2n1Cc1ccccc1,2.150399999999999,1,4,3,55.12,31,73.21180000000004,True,True
Cn1ccc2nc3oc4ccccc4c(=O)c3cc2c1=O,2.1930999999999994,0,5,1,65.1,31,80.53200000000004,True,True
CCOC(=O)CC(=O)c1ccc2cnccc2n1,1.7656999999999998,0,5,5,69.15,30,65.11850000000003,True,True
O=C1C(=Cc2ccncc2)CCCC1=Cc1ccncc1,3.696600000000003,0,3,2,42.85,37,83.28600000000004,True,True
COC(=O)c1ccc2cnccc2n1,1.4164,0,4,2,52.08,22,50.877500000000026,True,True
c1cncc(CNCc2cccnc2)c1,1.7664,1,3,4,37.81,28,59.01770000000003,True,True
OCc1ccnc(-c2cc(CO)ccn2)c1,1.1282,2,4,5,66.24000000000001,28,59.31360000000003,True,True
CC(Nc1ncccc1N)c1ccncc1,2.2318999999999996,2,4,5,63.83,30,64.92410000000002,True,True
OB(O)c1ccc(Oc2cccnc2)nc1,-0.0513000000000005,2,5,5,75.47,25,58.373600000000025,True,True
COc1ccc2ncc(F)cc2n1,1.7775,0,3,2,35.010000000000005,20,46.048000000000016,True,True
Nc1ncc(-c2ccncc2)cc1[N+](=O)[O-],1.6339999999999997,1,5,3,94.94,24,58.53480000000001,True,True
O=C(CC(=O)c1ccncc1)c1ccncc1,1.9323,0,4,4,59.92,27,61.75200000000003,True,True
Cc1ccc(-c2ccc(C)cn2)nc1,2.760440000000001,0,2,3,25.78,26,56.94200000000003,True,True
Cl.Fc1cncc(CNCc2cncc(F)c2)c1,2.4664,1,3,4,37.81,30,66.18170000000002,True,True
Fc1ccc(-c2cccnc2)cc1-c1cccnc1,3.9497000000000018,0,2,2,25.78,30,72.86200000000002,True,True
c1ccc2nc(-c3ccncc3)ccc2c1,3.296800000000001,0,2,1,25.78,26,64.97400000000002,True,True
Cc1cc(-c2ccncc2)nc(-c2ccncc2)c1,3.5140200000000013,0,3,3,38.67,32,75.43600000000002,True,True
Nc1cc(C(=O)O)c(-c2cccnc2)cn1,1.424,2,5,3,89.10000000000001,25,58.83970000000001,True,True
CCOC(=O)c1cnc2c(Br)cncc2c1O,2.2746,1,5,4,72.31,26,64.85930000000002,True,True
O=[N+]([O-])c1cc2cccnc2c2ncccc12,2.6912000000000003,0,4,1,68.92,24,63.69840000000002,True,True
Cc1cccc(NC(=O)CC(=O)Nc2cccc(C)n2)n1,2.06074,2,4,6,83.98,37,79.82440000000003,True,True
C[n+]1ccc(-c2ccccn2)cc1.[I-],-1.4228999999999987,0,1,2,16.77,25,50.84900000000003,True,True
N#Cc1ncc(-c2ccncc2)cc1F,2.1543799999999997,0,3,1,49.57,21,52.14100000000001,True,True
Cc1ccc(N)c(-c2cccnc2)n1,2.03422,1,3,3,51.8,25,56.61740000000002,True,True
OCc1cnc(-c2cccnc2)c(Cl)c1,2.2893,1,3,3,46.010000000000005,24,58.40080000000003,True,True
O=C(Nc1cccc2cccnc12)c1ccncc1,2.8821000000000003,1,3,2,54.88,30,73.93320000000003,True,True
ClCc1ccc(Oc2cccnc2Br)nc1,3.7702000000000018,0,3,3,35.010000000000005,24,65.80500000000002,True,True
COC(=O)c1ccc(-c2cccnc2)nc1-c1cccnc1,2.9922000000000013,0,5,4,64.97,35,82.03850000000003,True,True
COc1ncc(-c2ccncc2)cc1Cl,2.805600000000001,0,3,3,35.010000000000005,24,59.03000000000003,True,True
Clc1nc(-c2ccncc2)cc2cnccc12,3.345200000000001,0,3,1,38.67,25,67.77900000000002,True,True
COC(=O)c1cc2c(=O)[nH]ccc2nc1O,0.4152999999999998,2,5,3,92.28000000000002,24,55.368000000000016,True,True
O=Cc1cnc(F)c(-c2cccnc2)c1,2.0951999999999993,0,3,2,42.85,22,52.81350000000002,True,True
Nc1c(-c2cccnc2)cc(F)cc1-c1cccnc1,3.531900000000002,1,3,3,51.8,32,77.27440000000001,True,True
Fc1cccc(-c2cccc(F)n2)n1,2.4218,0,2,1,25.78,20,47.38400000000001,True,True
Fc1ccc(CBr)c(-c2ccncc2)n1,3.1776000000000018,0,2,2,25.78,23,60.057000000000016,True,True
O=S(=O)=O.c1cncc(-c2cccnc2)c1,1.1395000000000002,0,5,1,76.99,24,57.16520000000003,True,True
CN(C)c1ccc(-c2cccnc2)cn1,2.2096,0,3,4,29.020000000000003,28,61.79500000000003,True,True
OCc1ccnc(-c2ccncc2)c1Cl,2.2893,1,3,3,46.010000000000005,24,58.400800000000025,True,True
CCOC(=O)c1cnc2ccc(OC)nc2c1O,1.5207,1,6,6,81.54,30,63.71130000000003,True,True
COC(=O)c1ccc(-c2ccncc2)[nH]c1=O,1.2234999999999996,1,4,3,72.05,27,61.633200000000016,True,True
COC(=O)c1cc(-c2cccnc2)nc2c1c(C)nn2C,2.125319999999999,0,6,5,69.9,35,77.81650000000002,True,True
NCc1ccc(-c2ccncc2)cc1-c1ccncc1,3.269300000000001,1,3,4,51.8,35,80.79540000000003,True,True
Nc1cnccc1OCc1ccncc1,1.6378,1,4,4,61.03,26,57.21840000000002,True,True
Cc1cc(-c2ccncc2)cnc1N,2.0342199999999995,1,3,3,51.8,25,56.61740000000002,True,True
CCc1c(-c2ccccn2)nn(-c2ccccn2)c1N,2.4738999999999995,1,5,5,69.62,35,78.38040000000002,True,True
COc1c(F)cncc1-c1ccncc1,2.2912999999999997,0,3,3,35.010000000000005,24,53.97800000000002,True,True
c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,1.928699999999999,1,4,2,67.35,26,62.84470000000002,True,True
CCc1ccc2nc(-c3cccnc3)cc(C(=O)O)c2c1,3.5574000000000012,1,4,4,63.08,35,81.31130000000003,True,True
Cc1cc(C)c2[nH]c(=O)c(CNCc3cccnc3)cc2c1,2.829740000000001,2,3,6,57.78,41,88.82340000000003,True,True
c1cncc(-c2cccc(-c3cccnc3)c2)c1,3.810600000000002,0,2,2,25.78,30,72.90400000000004,True,True
Clc1cncc(Cl)c1-c1ccncc1,3.450400000000002,0,2,1,25.78,20,57.488000000000014,True,True
Cc1ccc2ccc(C(=N)N)nc2n1.Cl,1.6440899999999996,2,3,2,75.65,26,62.539100000000005,True,True
O=Cc1cncc(-c2ccc(F)cn2)c1,2.0951999999999997,0,3,2,42.85,22,52.81350000000001,True,True
COc1cnc2c(=O)c(C(=O)O)c[nH]c2c1,0.6298999999999999,2,5,3,92.28,24,55.875,True,True
O=[N+]([O-])c1cc(-c2ccncc2)cnc1F,2.190899999999999,0,4,2,68.92,22,54.08040000000001,True,True
Nc1ncccc1OCc1ccncc1,1.6378,1,4,4,61.03,26,57.21840000000002,True,True
O=C(c1ccncc1)c1ccccn1,1.7075999999999998,0,3,2,42.85,22,51.90650000000002,True,True
COc1cc(-c2ccccn2)nc(/C=N/O)c1SC,2.6822,1,6,7,67.60000000000001,32,75.18150000000001,True,True
CCOC(=O)c1cc(C#N)c2ccccn2c1=O,1.34788,0,5,3,71.57,28,64.33850000000001,True,True
N#Cc1cc(NC(=O)c2ccccc2)c(=O)n2ccccc12,2.4234800000000005,1,4,2,74.37,33,82.77720000000002,True,True
Cc1ccc2c(ccc3ncc(C(=O)O)c(Cl)c32)n1,3.4430200000000015,1,4,2,63.08,28,73.75030000000002,True,True
O=C(O)c1cccn(Cc2cccnc2)c1=O,0.9897999999999998,1,5,3,72.19,27,61.00030000000002,True,True
Cc1cc(C)c2ccc(Br)nc2n1,3.0091400000000013,0,2,2,25.78,22,56.71200000000002,True,True
Oc1cc(CBr)c(-c2ccncc2)cn1,2.7441000000000013,1,3,3,46.010000000000005,24,61.763800000000025,True,True
Cc1cccnc1NCc1cccnc1,2.39712,1,3,4,37.81,28,60.53770000000003,True,True
O=C(O)c1ccc(Cl)c(-c2ccncc2)n1,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
Brc1ccc(-c2ccncc2)cn1,2.906100000000002,0,2,1,25.78,20,55.16800000000001,True,True
Cc1cnc(-c2cccnc2)c(Cl)c1,3.1054200000000014,0,2,2,25.78,23,57.215000000000025,True,True
N#Cc1ncc(-c2ccncc2)cc1[N+](=O)[O-],1.92348,0,5,2,92.71,23,58.83740000000001,True,True
CCN1c2ncccc2C(=O)Nc2c(C)ccnc21,2.5087200000000003,1,4,3,58.120000000000005,33,73.84420000000003,True,True
c1ccc(-c2nc3ncccc3o2)nc1,2.2847999999999997,0,4,1,51.81,22,55.03500000000002,True,True
CC(C)c1noc2nc(-c3cccnc3)cc(C(=O)O)c12,3.1064000000000007,1,6,5,89.11,34,76.08330000000004,True,True
COc1c(F)cncc1-c1cccnc1,2.2912999999999997,0,3,3,35.010000000000005,24,53.97800000000002,True,True
NCc1ccc(-c2ccncc2)nc1,1.6022999999999998,1,3,3,51.8,25,55.35940000000002,True,True
Cc1c(-c2cccnc2)cnc(-c2cccnc2)c1[N+](=O)[O-],3.422220000000002,0,5,4,81.81,34,82.09040000000003,True,True
COc1ncc(-c2ccncc2)cc1[N+](=O)[O-],2.0604,0,5,4,78.15,26,60.67440000000002,True,True
O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1,3.525900000000002,0,3,3,42.85,32,79.34450000000004,True,True
COC(=O)c1ncc(F)cc1-c1cccnc1,2.0693,0,4,3,52.08,26,58.76550000000003,True,True
Cc1cc2cccnc2c2ncccc12,3.091420000000001,0,2,1,25.78,25,61.781000000000034,True,True
Clc1cnccc1CNCc1ccncc1,2.4198000000000004,1,3,4,37.81,28,64.02770000000002,True,True
Cc1nc2[nH]ccc2cc1-c1ccncc1,2.933320000000001,1,2,2,41.57,27,64.06170000000003,True,True
N#Cc1ccc(-c2cccnc2)[nH]c1=O,1.3085799999999992,1,3,1,69.53999999999999,22,55.008700000000005,True,True
OCc1ccc(-c2cccnc2)c(Cl)n1,2.2893,1,3,3,46.010000000000005,24,58.400800000000025,True,True
[O-][n+]1ccccc1SCc1n[nH]c(-c2ccncc2)n1,1.7924,1,5,4,81.39999999999999,31,74.57670000000002,True,True
CCOC(=O)C(F)(F)c1cncc2cccnc12,2.2847,0,4,4,52.08,28,60.065000000000026,True,True
Cn1cc(Nc2ccc(=O)n(C)c2)ccc1=O,0.8275999999999999,1,5,4,56.03,30,66.64870000000002,True,True
CC(C)NC(=O)c1ccc(C#Cc2ccncc2)cn1,2.0145999999999997,1,3,4,54.88,35,77.05620000000003,True,True
Cc1cc(=O)[nH]c2ncccc12,1.23152,1,2,1,45.75,20,47.10070000000002,True,True
Oc1cc(CBr)c(-c2cccnc2)cn1,2.7441000000000013,1,3,3,46.010000000000005,24,61.763800000000025,True,True
O=C(O)c1c(-c2ccncc2)ccc(-c2ccncc2)c1F,3.6479000000000017,1,4,3,63.08,33,79.82130000000005,True,True
O=C(O)c1ccccc1-c1ccc2cnccc2n1,2.995000000000001,1,4,2,63.08,29,71.93330000000002,True,True
Nc1ncc(CBr)cc1-c1cccnc1,2.6207000000000003,1,3,3,51.8,25,64.51140000000002,True,True
Fc1ncccc1-c1cccnc1Cl,2.9361000000000006,0,2,1,25.78,20,52.436000000000014,True,True
CC(Nc1cc(N)ccn1)c1ccccn1,2.2318999999999996,2,4,5,63.83,30,64.92410000000002,True,True
Brc1cnc2[nH]c(-c3ccccn3)nc2c1,2.7824,1,3,1,54.46,23,64.81970000000001,True,True
COC(=O)c1cnc2cnccc2c1,1.4163999999999997,0,4,2,52.08,22,50.87750000000002,True,True
N#Cc1cccc(-c2nc(N)cc3cccnc23)c1,2.750680000000001,1,4,2,75.59,29,74.10140000000001,True,True
O=c1[nH]c2ncccc2c2ccccc12,2.0763,1,2,0,45.75,23,59.86970000000002,True,True
c1ccc(-c2cnc3ccccc3c2)nc1,3.296800000000002,0,2,1,25.78,26,64.97400000000003,True,True
c1ccc(NCc2ccc(CNc3ccccn3)cc2)nc1,3.700800000000002,2,4,6,49.84,40,89.56940000000003,True,True
O=C(O)c1cncc(C(=O)c2ccncc2)c1,1.4058,1,5,3,80.14999999999999,25,58.86580000000002,True,True
Nc1cc(-c2ccncc2)ccn1,1.7258,1,3,2,51.8,22,51.880400000000016,True,True
Oc1ncc(-c2ccncc2)cc1F,1.9882999999999995,1,3,2,46.010000000000005,21,49.090800000000016,True,True
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,3.2056000000000022,0,3,2,38.67,29,70.69900000000003,True,True
COc1ccc2ccc(=O)[nH]c2n1,0.9317,1,3,2,54.98,21,48.915700000000015,True,True
O=C(O)c1ccc2nnc(NCc3ccccn3)n2c1,1.4346,2,7,4,92.41,31,71.51000000000002,True,True
Nc1ncc(C(=O)O)c2cccnc12,0.9102,2,5,2,89.1,21,50.90970000000001,True,True
Nc1cncc(-c2ccc(C(F)(F)F)cn2)c1,2.744600000000001,1,3,2,51.8,25,56.8824,True,True
O=Cc1ccc(-c2cccnc2)c(O)n1,1.6616999999999995,1,4,3,63.08,23,54.52030000000001,True,True
N#Cc1cc(-c2ncc(C(F)(F)F)cc2Cl)cnc1O,3.3930800000000008,1,4,2,69.8,25,63.85980000000001,True,True
Cc1cnc(-c2cccnc2)c(-c2cccnc2)c1,3.5140200000000013,0,3,3,38.67,32,75.43600000000002,True,True
Nc1ccncc1-c1ccc(Cl)nc1,2.3792,1,3,2,51.8,22,56.890400000000014,True,True
O=c1ccc(-c2nc(-c3ccncc3)no2)c[nH]1,1.4869,1,5,2,84.66999999999999,26,63.58570000000001,True,True
Cc1cc2cnccc2nc1C(=O)O,1.6364199999999998,1,4,2,63.08,22,51.23430000000002,True,True
COC(=O)c1cncc(-c2cc(C)ccn2)c1,2.23862,0,4,4,52.08,29,63.54450000000003,True,True
CC(=O)c1cnc2cccnc2c1,1.8324,0,3,2,42.85,21,49.542500000000025,True,True
Clc1cc(-c2ccncc2)ccn1,2.7970000000000015,0,2,1,25.78,20,52.47800000000002,True,True
Fc1cc(-c2nc3cc(Br)ccn3n2)ccn1,2.6929000000000007,0,4,1,43.08,23,63.87600000000002,True,True
COC(=O)c1cc2c(=O)[nH]ccc2nc1C,1.01812,1,4,3,72.05000000000001,26,58.44020000000002,True,True
N#CCc1ccc(-c2ccncc2)c(F)n1,2.3487799999999996,0,3,2,49.57,24,56.74300000000001,True,True
FC(F)(F)c1cnc(NCc2cccnc2)c(Cl)c1,3.7609000000000017,1,3,3,37.81,28,65.81270000000002,True,True
Cl.Cl.Nc1cc(-c2cccnc2)ccn1,2.5694,1,3,2,51.8,26,66.37640000000002,True,True
[O-][n+]1ccc(O)c(O)c1-c1c(O)c(O)cc[n+]1[O-],-0.5572000000000001,4,6,5,134.8,26,56.45720000000002,True,True
Cc1ccc2nccc(C)c2n1,2.24664,0,2,2,25.78,22,49.012000000000015,True,True
O=c1ccc(Br)cn1Cc1cccnc1,2.0541,0,3,2,34.89,24,61.74100000000002,True,True
Cc1c(-c2ccncc2)cnc(F)c1-c1ccncc1,3.653120000000003,0,3,3,38.67,32,75.39400000000002,True,True
O=C(O)c1ccc(-c2cccnc2)c(-c2cccnc2)n1,2.9038000000000013,1,5,3,75.97,32,77.65830000000003,True,True
Cl.Cl.NCc1cccc(-c2ccccn2)n1,2.4459,1,3,3,51.8,29,69.85540000000003,True,True
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.[Na+],-2.9076799999999983,0,5,4,75.02000000000001,29,60.744500000000016,True,True
O=C(NCc1ccccn1)C(=O)NCc1ccccn1,0.4091999999999989,2,4,4,83.98,34,72.16740000000003,True,True
COC(=O)c1cc2ccncc2c(=O)[nH]1,0.7096999999999998,1,4,2,72.05,23,53.70320000000001,True,True
Cc1[nH]c(=O)c(C(N)=O)cc1-c1ccncc1,0.8442200000000002,2,3,3,88.83999999999999,28,63.54860000000001,True,True
CN(C)c1nc2ncc(Cl)cc2cc1C#N,2.22088,0,4,3,52.81,25,63.590000000000025,True,True
OCc1cccc(-c2cccnc2)n1,1.6358999999999997,1,3,3,46.010000000000005,24,53.39080000000002,True,True
Cc1nc2ccn(C(C)C)c(=O)c2cc1C(=O)O,1.98402,1,5,5,72.19,32,68.08430000000003,True,True
O=C(O)c1cnc2ccc3ncccc3c2c1O,2.1868000000000003,2,5,2,83.31,26,65.66810000000001,True,True
CCOC(=O)c1cc2c(=O)[nH]ccc2nc1C,1.40822,1,4,4,72.05000000000001,29,63.05720000000002,True,True
COc1ccc(-c2cnccc2N)cn1,1.7344,1,4,4,61.03,26,58.432400000000015,True,True
Cc1ccc(N)c(-c2ccncc2)n1,2.03422,1,3,3,51.8,25,56.61740000000002,True,True
Fc1cccc(-c2ccc3ccccc3n2)n1,3.435900000000002,0,2,1,25.78,26,64.93200000000003,True,True
Cc1cc(C)c2ccc(N)nc2n1,1.82884,1,3,3,51.8,24,53.42440000000002,True,True
O=c1cccc2n1CCn1c-2cccc1=O,0.6905999999999999,0,4,0,44.0,26,60.39800000000002,True,True
Fc1ncc(C(F)(F)F)cc1-c1ccncc1,3.3015000000000017,0,2,1,25.78,23,52.42800000000002,True,True
O=C(O)Cc1cc(-c2ccncc2)cc(-c2ccncc2)c1,3.437700000000002,1,4,4,63.08,36,84.24380000000004,True,True
O=C(O)c1cc(-c2cccnc2)cnc1-c1cccnc1,2.9038000000000013,1,5,3,75.97,32,77.65830000000004,True,True
OCc1cc(F)nc(-c2ccncc2)c1,1.775,1,3,3,46.010000000000005,24,53.348800000000026,True,True
O=C([O-])c1nc(-c2ccncc2)n2ccccc12.[Na+],-2.2361999999999984,0,5,2,70.32,27,62.75350000000003,True,True
O=C(O)c1cccnc1Oc1cccnc1,1.9671,1,5,3,72.31,24,55.507300000000015,True,True
N#Cc1ccc2ccc3cccnc3c2n1,2.65468,0,3,0,49.57,23,61.759000000000015,True,True
OCc1cncc(-c2ccncc2)c1,1.6359,1,3,3,46.010000000000005,24,53.39080000000003,True,True
FC(F)(F)c1cnc(Cc2ccccn2)c(Cl)c1,3.739600000000001,0,2,2,25.78,26,61.29200000000002,True,True
Cc1cccc(-c2cncc(C#N)c2)n1,2.3236999999999997,0,3,2,49.57,24,56.92000000000002,True,True
Cc1nc(-c2n[nH]cc2-c2ccc3ncnn3c2)ccc1F,2.628920000000001,1,5,3,71.75999999999999,33,78.49470000000004,True,True
Cc1ccc2c(C(=O)O)cc(-c3ccccn3)nc2c1C,3.6118400000000017,1,4,4,63.08,35,81.40730000000003,True,True
COc1c(-c2cccnc2)cncc1-c1cccnc1,3.214200000000001,0,4,4,47.900000000000006,33,77.25100000000003,True,True
c1ccc(-c2ccc3ccccc3n2)nc1,3.296800000000002,0,2,1,25.78,26,64.97400000000002,True,True
O=C(O)c1cncc(Oc2ncccc2Br)c1,2.7296000000000005,1,5,3,72.31,24,63.20730000000002,True,True
c1cc(SSc2ccncc2)ccn1,3.2760000000000016,0,4,3,25.78,22,60.188000000000024,True,True
OCCCc1ccc2cccnc2n1,1.5547,1,3,4,46.010000000000005,26,54.94480000000002,True,True
COc1ncc(-c2cccnc2)cc1C=O,1.9647,0,4,4,52.080000000000005,26,59.40750000000003,True,True
OCc1cc(-c2ccncc2)cnc1-c1ccncc1,2.6979000000000006,1,4,4,58.900000000000006,33,76.62180000000002,True,True
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.O.[Na+],-3.732379999999998,0,5,4,106.52,32,64.35830000000001,True,True
COC(=O)c1ccnc(-c2cccnc2)c1F,2.0693,0,4,3,52.08,26,58.76550000000002,True,True
CCOC(=O)c1c[nH]c2ccncc2c1=O,1.0998,1,4,3,72.05000000000001,26,58.320200000000014,True,True
Cc1ccnc(NCc2cccnc2)c1,2.39712,1,3,4,37.81,28,60.53770000000003,True,True
Nc1c(N)c2cccnc2c2ncccc12,1.9474,2,4,2,77.82000000000001,26,65.86880000000001,True,True
O=[N+]([O-])c1cccc(-c2ccccn2)n1,2.051799999999999,0,4,2,68.92,22,54.12240000000002,True,True
O=C(O)c1cncc(C(=O)c2cccnc2)c1,1.4058,1,5,3,80.14999999999999,25,58.86580000000002,True,True
COC(=O)c1ccc(-c2cccnc2)c(OC)n1,1.9387999999999996,0,5,5,61.31,30,65.35950000000003,True,True
N#CCc1cnc(N)c(-c2cccnc2)c1,1.79188,1,4,3,75.59,26,61.197400000000016,True,True
COC(=O)c1ncc(F)cc1-c1ccncc1,2.0693,0,4,3,52.08,26,58.76550000000003,True,True
CCOC(=O)c1cnc2c(ccc3c(=O)cc[nH]c32)c1,2.253,1,4,3,72.05,32,75.82620000000001,True,True
N#CCc1ccnc(O)c1-c1ccncc1,1.9152799999999992,1,4,3,69.8,25,58.449800000000025,True,True
O=C(O)c1ccnc(-c2cccnc2)c1Cl,2.4952000000000005,1,4,2,63.08,23,59.437300000000015,True,True
O=C(Nc1cccnc1)c1cncc(Br)c1,2.4914000000000005,1,3,2,54.88,24,64.12720000000002,True,True
Cc1nc(N)c2ncccc2c1Br,2.28292,1,3,2,51.8,21,56.387400000000014,True,True
Nc1cc(-c2ccncc2)nn1-c1ccccn1,1.9115,1,5,3,69.62,29,69.00240000000002,True,True
N#Cc1ccc(-c2ccncc2)nc1,2.0152799999999993,0,3,1,49.57,21,52.18300000000002,True,True
N#CCc1ccc(Cl)c(-c2ccncc2)n1,2.863080000000002,0,3,2,49.57,24,61.795000000000016,True,True
CC(=O)Nc1ccc2c(Br)nccc2n1,2.3507,1,3,2,54.88,23,61.54170000000002,True,True
N#Cc1cnc(-c2cccnc2)c(-c2cccnc2)c1,3.077280000000001,0,4,2,62.46,30,75.41400000000002,True,True
CCOC(=O)c1c(O)c2cccnc2[nH]c1=O,0.8053999999999999,2,5,4,92.28,27,59.98500000000001,True,True
CCOC(=O)c1cnc2cccnc2c1Cl,2.4599,0,4,3,52.08,25,60.50450000000002,True,True
ClCc1cccc(-c2cccc(CCl)n2)n1,3.6212000000000018,0,2,3,25.78,26,66.58200000000002,True,True
BrCc1cccc(-c2cccnc2)n1,3.0385000000000018,0,2,2,25.78,23,60.099000000000025,True,True
O=C1C(=O)c2ncccc2-c2cccnc21,1.5226000000000002,0,4,0,59.92,22,56.12900000000002,True,True
Nc1ccc(-c2ccncc2)nc1-c1ccncc1,2.7878000000000007,1,4,3,64.69,31,75.11140000000002,True,True
Nc1c(Cl)cncc1-c1cccnc1,2.3792,1,3,2,51.8,22,56.890400000000014,True,True
O=c1[nH]c2ncccc2cc1CBr,1.818,1,2,1,45.75,20,54.994700000000016,True,True
OB(O)c1ccnc(-c2cccnc2)c1,-0.1766000000000005,2,4,4,66.24000000000001,24,57.293600000000026,True,True
Nc1ncc(F)cc1-c1ccncc1,1.8649,1,3,2,51.8,22,51.838400000000014,True,True
COC(=O)c1nc(-c2cccnc2)ccc1-c1cccnc1,2.9922000000000013,0,5,4,64.97,35,82.03850000000003,True,True
O=C(O)c1c[nH]c2cc(Cl)cnc2c1=O,1.2746999999999995,2,4,1,83.04999999999998,20,54.333000000000006,True,True
c1ccc(CNc2cccnc2)nc1,2.0887,1,3,3,37.81,25,55.80070000000002,True,True
c1cncc(-c2n[nH]c(-c3ccncc3)n2)c1,1.9287,1,4,2,67.35,26,62.84470000000002,True,True
N#Cc1cccnc1N1CCN(c2ncccc2C#N)CC1,1.54656,0,6,2,79.84,36,82.33000000000004,True,True
Oc1ccnc(-c2ccccn2)c1,1.8491999999999995,1,3,2,46.010000000000005,21,49.13280000000002,True,True
COc1ncc(F)cc1-c1cccnc1,2.2912999999999997,0,3,3,35.010000000000005,24,53.97800000000002,True,True
Cc1cccnc1-c1cncc(C(=O)O)c1,2.15022,1,4,3,63.08,26,59.16430000000002,True,True
Brc1ncccc1OCCc1ccccn1,2.8606000000000007,0,3,4,35.010000000000005,27,65.37300000000003,True,True
COc1ccc(-c2cccnc2)cc1-c1cccnc1,3.819200000000002,0,3,4,35.010000000000005,34,79.45600000000003,True,True
Cc1nc(NC(=O)c2cccnc2)ccc1Br,2.7998200000000013,1,3,3,54.88,27,68.86420000000003,True,True
O=C(O)c1cc2c(-c3ccncc3)nccc2[nH]c1=O,1.6832999999999998,2,5,2,95.94,29,72.55400000000002,True,True
CCn1cc(C(=O)Cl)c(=O)c2ccc(C)nc21,2.10382,0,4,4,51.96,28,66.59750000000003,True,True
NC(=O)c1ncccc1-c1ccccn1,1.2424999999999995,1,3,2,68.87,24,55.985900000000015,True,True
COc1ccc2cc(CNCc3cccnc3)c(=O)[nH]c2c1,2.2215,2,4,6,67.00999999999999,39,85.90140000000002,True,True
Cc1cc(SCC(=O)O)c2ccc3cccnc3c2n1,3.2681200000000006,1,5,4,63.08,32,80.14080000000004,True,True
N#CCc1nc(C(F)(F)F)ccc1-c1ccncc1,3.228480000000002,0,3,2,49.57,27,61.78700000000002,True,True
Cl.Clc1cccc(Cc2ccncc2)n1,3.1426000000000025,0,2,2,25.78,25,63.538000000000025,True,True
O=Cc1nc(Cl)ccc1-c1ccncc1,2.6095000000000006,0,3,2,42.85,22,57.86550000000002,True,True
NC(=O)c1ccc(-c2cccnc2)nc1,1.2425,1,3,2,68.87,24,55.985900000000015,True,True
O=C(Cc1ccccn1)c1cccnc1,1.902,0,3,3,42.85,25,56.508500000000026,True,True
c1ccc(-c2ccncc2)nc1,2.1435999999999993,0,2,1,25.78,20,47.468000000000025,True,True
Nc1cnccc1-c1cccnc1,1.7258,1,3,2,51.8,22,51.880400000000016,True,True
O=Cc1ccnc(-c2cccnc2)c1F,2.0952,0,3,2,42.85,22,52.81350000000001,True,True
