Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole
RTTGIGZPZSOSRA-UHFFFAOYSA-N,-36.14806477,7658.982342,201761.8599,138.510955,3.088,2.750780547,0.56685172,0.014184396,0.001939697,0.020861947,-0.023469374,-0.3795512,-0.2784619,0.2423,3.533
RXCPNSZZTUSKGE-UHFFFAOYSA-N,-32.24251727,5888.174036,133184.1891,118.76114,2.512,3.318838042,0.485198799,0.020447843,0.007470236,0.025902115,-0.019678412,-0.355359,-0.233394,0.123,2.885
HABVSSGSPKPJIP-UHFFFAOYSA-N,-31.5129897,5173.569303,118789.2636,111.523515,2.92,3.222489985,0.445606033,0.023796522,0.008131702,0.02190565,-0.019619357,-0.3354533,-0.217029,0.1274,3.363
LLLGEVHAUSKEGA-UHFFFAOYSA-N,-35.39199828,6216.23974,152937.9164,125.603049,2.435,1.937743701,0.561796016,0.037897739,0.004827264,0.018929566,-0.020930146,-0.3742173,-0.3030065,0.5981,3.862
NAJRZBFAOZOKDX-UHFFFAOYSA-N,-40.51437191,7093.675148,168371.0068,131.115089,6.311,2.57279721,0.55487887,0.057048867,0.002541874,0.016188736,-0.021014301,-0.3709984,-0.2764498,0.2497,6.519
GEAQZVYOBYEUPB-UHFFFAOYSA-N,-36.33151591,6453.685215,145242.8058,123.532246,2.793,3.294073304,0.483043669,0.034300872,0.006976349,0.0194921,-0.020941189,-0.3535984,-0.2325434,0.1159,2.278
UPHRHXBEESDMCP-UHFFFAOYSA-N,-38.46998071,7244.86209,164674.4845,130.453552,1.482,3.290848878,0.512723946,0.031922399,0.00500777,0.023241997,-0.023094275,-0.3562652,-0.2353287,0.1319,1.902
AEUYGRJBDIISBC-UHFFFAOYSA-N,-37.55809129,7984.419706,181269.6308,137.277955,2.438,3.283930748,0.546738281,0.016864061,0.009741049,0.028821303,-0.026423094,-0.3593835,-0.2387012,0.1485,3.502
RDOWQLZANAYVLL-UHFFFAOYSA-N,-35.34924743,7820.09996,198063.4917,143.182688,1.668,2.450746741,0.716494897,0.007724543,0.004403229,0.024940516,-0.025475647,-0.3666427,-0.2765794,0.3157,1.879
HNEFFJVOCXSQDB-UHFFFAOYSA-N,-40.35793626,7101.288121,158531.7964,129.071018,2.292,3.316325912,0.483822458,0.054739341,0.003025216,0.019688221,-0.02445323,-0.3672144,-0.2453417,0.1387,2.827
JTPBTNNOXCHJDL-UHFFFAOYSA-N,-36.72936848,6001.283156,142226.8053,119.531954,1.724,3.437601051,0.529907219,0.050147638,0.00391756,0.01743029,-0.021162208,-0.3783153,-0.2519858,0.1163,1.778
LHLXAAYSDMUGEJ-UHFFFAOYSA-N,-34.57801903,5981.259509,155525.4065,120.463361,3.529,3.042915941,0.4511495,0.0281026,0.001687037,0.020888953,-0.019563997,-0.3775089,-0.2656838,0.1581,4.011
BFYPMZJYCXUXFW-UHFFFAOYSA-N,-37.13317497,4803.076938,111582.7686,106.626751,1.216,2.306752766,0.397514578,0.07890876,0.003095605,0.008824095,-0.016869284,-0.3655553,-0.2807837,0.321,1.155
HNDSESMBMGSAFL-UHFFFAOYSA-N,-37.61039438,5502.139977,131375.0331,115.153,3.155,2.940899432,0.457988926,0.061164403,0.003263517,0.019924002,-0.018977114,-0.3830201,-0.2749441,0.1923,2.914
UXVJUWQNQOARLL-UHFFFAOYSA-N,-39.36726053,6632.842424,151721.6045,125.324091,5.163,3.344315049,0.485149074,0.058921885,0.004629818,0.018215672,-0.019251926,-0.369289,-0.2463877,0.1181,5.6
RVSSIWMPYJUUFJ-UHFFFAOYSA-N,-36.2145158,5429.985979,125325.1562,113.793536,6.152,2.733751939,0.42330491,0.06041927,0.005878734,0.014961308,-0.018436175,-0.3629541,-0.2624906,0.2403,7.119
HTSYGJDVLDXZEN-UHFFFAOYSA-N,-39.35618765,7380.98564,186120.9129,132.795296,4.325,2.935694326,0.465337066,0.0472441,0.005744776,0.019533984,-0.02093708,-0.3826381,-0.2747533,0.2014,4.483
UTLDQPSPINRRLM-UHFFFAOYSA-N,-37.64253876,8402.461349,203644.1525,146.429915,2.946,3.184158613,0.66159083,0.017608778,0.007936014,0.027349863,-0.024570649,-0.3535167,-0.236501,0.1777,3.211
WJWXXCWTFHFJFZ-UHFFFAOYSA-N,-40.12224656,7248.933702,171042.9149,133.392582,5.446,3.35902793,0.54270916,0.049352112,0.007495489,0.024386127,-0.021661958,-0.3750252,-0.2515832,0.1473,5.186
BJATUPPYBZHEIO-UHFFFAOYSA-N,-34.21006878,7335.521282,179863.8915,137.397786,1.987,3.070532265,0.63185427,0.00890305,0.0047203,0.026093896,-0.023634728,-0.3634008,-0.2505608,0.1682,2.054
VZEANTSDLFVWCK-UHFFFAOYSA-N,-41.50410482,7442.726634,171753.896,132.370125,4.265,2.648010286,0.516068537,0.054988089,0.005027703,0.016472705,-0.023575155,-0.3754024,-0.2780898,0.2836,5.848
KRLDAUCPMQZKBM-UHFFFAOYSA-N,-38.08652873,6364.483363,149347.3612,122.47821,2.826,2.504854117,0.491700588,0.047410775,0.002441919,0.015487594,-0.021678546,-0.3775399,-0.2854882,0.2855,3.404
HBWGDGHGYGHWKD-UHFFFAOYSA-N,-37.83246071,7733.162936,174215.7893,135.416667,2.875,3.220879003,0.533222669,0.017487316,0.009421998,0.028049902,-0.02548573,-0.344994,-0.2266289,0.1507,3.863
IVALWZXGBXJZPI-UHFFFAOYSA-N,-40.00703735,6238.244264,143496.0334,121.061786,3.167,2.868320224,0.455614775,0.064046799,0.003002164,0.011701297,-0.020063259,-0.3784636,-0.2730548,0.2015,3.479
HLFQATHWIJGRIJ-UHFFFAOYSA-N,-30.24046508,5131.735326,122201.5924,112.830476,2.157,3.292597363,0.494337453,0.016365469,0.005957824,0.019080936,-0.018551875,-0.3588842,-0.2378834,0.1251,2.435
FPAVTJNQFCYODW-UHFFFAOYSA-N,-41.43305239,6393.096695,152679.3896,124.122551,4.311,3.198366719,0.503904606,0.077951566,0.000159245,0.010485973,-0.020965198,-0.3802953,-0.2627575,0.1613,4.425
WKBBDVPPRJLZJN-UHFFFAOYSA-N,-37.82826818,7673.678267,173781.002,134.809203,2.602,3.229505184,0.5257844,0.023235171,0.010351421,0.02746591,-0.02529651,-0.3457341,-0.227052,0.1392,3.506
OOXKSUTUUWFMBF-UHFFFAOYSA-N,-32.77646253,4550.808642,106642.4909,104.350821,2.357,3.157305265,0.407919567,0.055422588,0.001348297,0.015125905,-0.017132458,-0.3755221,-0.2594932,0.1346,2.595
MSOHKODTXOXXEB-UHFFFAOYSA-N,-36.66036755,6729.588286,175968.4353,127.30712,2.088,3.075948912,0.480784213,0.021862682,0.002530596,0.024627389,-0.020719721,-0.3919091,-0.27887,0.1965,2.769
JMRHQVOZTYSPLA-UHFFFAOYSA-N,-40.02261131,6227.713226,143282.3729,120.922709,1.556,2.800099311,0.45687963,0.067513909,0.000332021,0.01189431,-0.018993268,-0.3833398,-0.280438,0.1999,1.907
QSNMCLKISUKAHU-UHFFFAOYSA-N,-32.15861564,4805.849738,111130.5292,106.985091,2.847,3.90894563,0.415781555,0.031720478,0.005192878,0.015625414,-0.017490567,-0.3597334,-0.2160823,0.0786,2.891
ARCSZHIPWBDSGJ-UHFFFAOYSA-N,-28.08799243,4325.698412,100686.8473,102.259376,4.248,3.675098608,0.424631332,0.015267233,0.006740086,0.019235973,-0.017228296,-0.3510795,-0.2160221,0.0969,4.57
OPCQDOJDTZBLEJ-UHFFFAOYSA-N,-32.33817932,6042.274387,146213.7898,123.852915,1.261,2.479213205,0.557357493,0.017733476,0.006021734,0.025144063,-0.021124485,-0.3602125,-0.2691031,0.3041,0.853
JIAKIQWNYAZUJD-UHFFFAOYSA-N,-30.84562282,4678.485512,111772.5423,106.141253,4.799,2.301410262,0.440831227,0.031124624,0.004167642,0.017346289,-0.018074028,-0.3738851,-0.2893098,0.327,5.529
RNGBTNPDWBRNOB-UHFFFAOYSA-N,-36.81593752,5718.016767,147765.9108,116.92179,2.309,2.501432392,0.399654145,0.05344236,-0.001900837,0.014474665,-0.018874852,-0.3880089,-0.2960829,0.2655,2.315
MUKAGFLFIMVSQN-UHFFFAOYSA-N,-41.07735907,9571.893387,229105.9719,155.73455,2.569,3.287612343,0.676923607,0.024573066,0.010270333,0.029432124,-0.02624386,-0.3480547,-0.2272371,0.1858,2.177
OOJIMLXKNINTPP-UHFFFAOYSA-N,-39.3377143,8260.961438,196644.9681,142.723071,0.668,2.888962838,0.61658045,0.026758432,0.004655495,0.020106455,-0.025465951,-0.3658303,-0.2596629,0.2058,0.897
IDSXNIZCHUGIBD-UHFFFAOYSA-N,-32.61211979,5710.949986,136950.3429,119.713527,0.958,2.767115446,0.508366809,0.015472434,0.004366189,0.027539599,-0.019678685,-0.3717708,-0.2700811,0.215,1.244
YXWLMYSYKQXBQE-UHFFFAOYSA-N,-37.62932948,8412.142811,203668.9195,146.54933,1.904,2.898107124,0.653486564,0.01801922,0.006483902,0.029901924,-0.024700108,-0.36206,-0.2555565,0.2169,2.176
RMHVKUAVGSFBTE-UHFFFAOYSA-N,-40.7888076,6697.058548,158529.229,126.494826,2.529,2.455365605,0.506529308,0.063246226,0.002913717,0.019917062,-0.021506651,-0.3833428,-0.2931098,0.3278,2.933
CMZRGZILWKLDMH-UHFFFAOYSA-N,-40.23744076,6054.509288,148248.9094,121.893619,1.649,1.996876126,0.510242773,0.083213466,0.000851459,0.004992733,-0.020977321,-0.4110497,-0.3376658,0.5124,2.704
UKCGIOZOYKFSGN-UHFFFAOYSA-N,-37.31770976,6543.339485,173215.0645,126.988849,4.851,2.830023876,0.492224215,0.043818409,-0.001841134,0.01483788,-0.02156267,-0.3846003,-0.2805988,0.2528,4.928
YESWBAYAPYBVQO-UHFFFAOYSA-N,-39.21022178,7079.119443,173226.5842,132.708003,3.358,2.319127487,0.581334124,0.056296999,0.002645473,0.016956964,-0.023610948,-0.3724879,-0.2872616,0.3222,3.015
MCBVILIYABTIRH-UHFFFAOYSA-N,-35.4103207,7180.723497,161089.796,130.691808,2.792,3.301569594,0.524362228,0.018059856,0.008806971,0.027966949,-0.024364354,-0.357106,-0.2357756,0.1489,2.825
AMYPMYBQPCRMTD-UHFFFAOYSA-N,-32.61379009,5711.580173,136938.0792,119.716427,2.702,3.040035295,0.509112117,0.015040063,0.004981766,0.028036817,-0.019677876,-0.3716555,-0.2599363,0.1868,2.612
QQDYNVVUOHGDLS-UHFFFAOYSA-N,-36.67052536,6974.05447,182761.2854,131.678066,4.147,2.676908189,0.515476068,0.023536836,0.008028873,0.025154023,-0.020347764,-0.369165,-0.2707905,0.263,4.168
SHGIBWPSNUWIMP-UHFFFAOYSA-N,-41.59962499,5609.221996,127161.0073,113.638731,2.785,3.451076727,0.437355641,0.060875342,0.003036555,0.007761556,-0.018831839,-0.3830022,-0.2561775,0.113,2.763
UWFGJQKHZPXWKV-UHFFFAOYSA-N,-32.99658951,5644.293911,137928.6148,119.219468,0.825,2.615684298,0.550329032,0.028554774,0.004768899,0.017707996,-0.019678639,-0.3649541,-0.2688295,0.2486,0.627
RYLMQQMCVLCCOT-UHFFFAOYSA-N,-29.07353477,4777.844074,108375.2224,107.541042,2.86,3.141778921,0.434021981,0.015425694,0.008027265,0.024924495,-0.017801099,-0.3575658,-0.2421076,0.1599,3.43
JBLSSTPVTVGUEG-UHFFFAOYSA-N,-35.50866052,7796.211033,200587.9615,138.339281,0.99,2.946581623,0.478947409,0.022829527,0.009502584,0.024636113,-0.024806555,-0.3545235,-0.2462386,0.1825,1.725
GZRKXKUVVPSREJ-UHFFFAOYSA-N,-34.67731351,6379.157667,145087.0547,123.367402,1.939,3.167806071,0.494301836,0.022205515,0.009266923,0.025721319,-0.022063981,-0.3421403,-0.2257255,0.14,2.344
CVXOQZWXTYPOCJ-UHFFFAOYSA-N,-36.13829823,7663.8877,201760.7099,138.560996,0.161,2.614853075,0.571519653,0.012428953,0.001552281,0.021697468,-0.024094944,-0.3765723,-0.2804782,0.2609,0.97
OMVHYSROYRLNAZ-NYYWCZLTSA-N,-36.93865242,5861.006513,138964.6862,119.366911,2.754,2.704796201,0.48498421,0.040480991,-0.000550654,0.028745998,-0.019297067,-0.3725017,-0.2731023,0.2691,3.337
SUMONQIODPWGJL-UHFFFAOYSA-N,-40.51118162,7100.417809,168450.6434,131.182868,5.313,2.964836704,0.546278513,0.056491828,0.003986122,0.016310067,-0.020830482,-0.3702516,-0.2612958,0.2042,5.011
WECFWBJFIOOXPR-UHFFFAOYSA-N,-32.63249147,5764.904764,139575.6304,121.224918,2.215,2.572629114,0.543027168,0.02814178,0.009903143,0.020977961,-0.019824153,-0.3432836,-0.2487412,0.2719,2.239
YOFNCIVLJRZUKE-UHFFFAOYSA-N,-36.68437995,6244.290343,148904.6497,124.130662,5.187,2.732178504,0.517140983,0.042089786,0.010251085,0.021430451,-0.019592994,-0.3660857,-0.26568,0.2531,4.999
NZSWYXAQUBELKN-OWOJBTEDSA-N,-40.40027083,9068.146606,223812.5031,152.929459,2.846,2.421894183,0.702058276,0.027465109,0.005974409,0.024452961,-0.024526905,-0.3676416,-0.2786386,0.34,3.44
TZWYYFYHSDFIBX-UHFFFAOYSA-N,-31.30963905,6045.156012,162989.6948,123.627384,2.96,2.359908458,0.448706058,0.023793175,0.004820135,0.022449866,-0.019742483,-0.3561952,-0.2694702,0.3724,3.449
CPWKEFDYIVVJHG-UHFFFAOYSA-N,-38.80178305,7203.306589,174772.523,134.654917,2.696,2.242981834,0.575322605,0.04915578,0.002663176,0.027093502,-0.023650958,-0.374662,-0.292234,0.379,3.154
KNNCQFYLDANBIJ-UHFFFAOYSA-N,-39.563179,5417.159149,129524.2106,113.760057,4.432,2.370520308,0.406885848,0.119965461,0.006025622,0.009462791,-0.016822787,-0.3665916,-0.2794766,0.2889,4.39
WIRAQILXOCCSRB-UHFFFAOYSA-N,-39.0368152,8500.593084,211195.0384,147.926873,2.986,2.820756818,0.696139127,0.014941447,0.005323056,0.031057105,-0.025198785,-0.3655969,-0.261936,0.2625,3.053
HGZULNNLLFYOFI-UHFFFAOYSA-N,-37.29043448,6551.13193,166199.7735,125.814365,4.461,3.090869377,0.413692594,0.067856401,-0.006760276,0.020287428,-0.022197942,-0.3914121,-0.2778247,0.1855,4.324
HOHWSLCOEPDQQP-UHFFFAOYSA-N,-42.43253285,6813.245962,158531.7089,127.059964,6.18,2.614782724,0.488980783,0.082966128,0.004739751,0.013819802,-0.020081406,-0.3789617,-0.2828702,0.2468,6.589
ZWMNWHYDZZZKPK-UHFFFAOYSA-N,-32.99198617,5647.176251,137943.5298,119.254576,2.209,2.594908001,0.540042099,0.027697733,0.006054892,0.017639089,-0.020051967,-0.3671129,-0.2717518,0.2697,2.191
ZLEHAUWQPBCLBY-MRVPVSSYSA-N,-35.50197458,7325.881485,175156.9695,135.516546,2.462,2.479700653,0.614815953,0.018906974,0.008513271,0.026738877,-0.024834316,-0.3614801,-0.2703527,0.3012,3.407
ZIBFGGQBAFAKDT-UHFFFAOYSA-N,-31.18687036,5402.454541,124819.805,113.71676,3.005,3.243044638,0.473955097,0.018021307,0.006489518,0.025971219,-0.019740343,-0.3621599,-0.2429802,0.1411,3.345
KMSUSEBNIYINGN-UHFFFAOYSA-N,-33.26488103,5285.197354,128138.0693,114.540963,4.087,2.775917255,0.499361107,0.039721562,0.003816747,0.017687431,-0.018907394,-0.375972,-0.2739589,0.2346,4.137
YZSRICFIQLVSMQ-UHFFFAOYSA-N,-41.59819939,5731.010014,140127.2447,118.366141,5.82,2.541485781,0.522191115,0.049417131,-0.000386138,-0.000414684,-0.019625681,-0.3987127,-0.3053149,0.2555,5.69
ONNSLUVHHJGCMH-UHFFFAOYSA-N,-36.22708638,5420.723675,125257.1656,113.667955,3.786,2.443115292,0.434966199,0.063261217,0.002767691,0.014434951,-0.018552071,-0.3647777,-0.2749949,0.2994,4.938
KWFWIGXYOMVRSA-UHFFFAOYSA-N,-40.32917485,7559.752255,190687.8222,138.612759,1.048,2.439469172,0.657041604,0.046272183,0.002644535,0.017836839,-0.02400289,-0.3892517,-0.2996028,0.3419,1.451
VACTYXKPZCKNRQ-UHFFFAOYSA-N,-41.38449996,6298.673402,149965.47,122.136285,2.46,2.768602521,0.487298001,0.06582877,0.005244208,0.018525624,-0.020319083,-0.4030112,-0.3012669,0.2461,2.414
INURASFKEUGIBK-UHFFFAOYSA-N,-36.8056003,5720.064786,147838.8479,116.966234,2.48,2.30580168,0.403062812,0.049099978,0.000286441,0.013119203,-0.017816992,-0.3911173,-0.3063806,0.3488,3.359
OIGGMXDIIFQEML-UHFFFAOYSA-N,-35.5062018,7350.025689,175337.5056,135.788659,1.513,2.400389857,0.618778085,0.014968599,0.006741857,0.027378009,-0.023642158,-0.3562474,-0.2680347,0.3362,0.769
IGLWJWFLOBKURR-UHFFFAOYSA-N,-41.75846976,5333.01409,121253.3822,110.918773,5.245,2.897339373,0.42406735,0.056461895,0.003400289,0.002595702,-0.017760248,-0.3803901,-0.2739148,0.1968,5.544
QHJIDQGIAPCVMU-BQYQJAHWSA-N,-41.32830605,8132.87986,201440.7971,143.610859,4.182,2.013257558,0.656041936,0.057032269,0.001136654,0.019342944,-0.023295193,-0.3798565,-0.3058706,0.4841,4.961
FEWQWMKPPJZYCQ-UHFFFAOYSA-N,-32.33486323,6052.766312,146322.2424,123.957738,2.609,2.531198344,0.56178313,0.017278603,0.008149755,0.025210591,-0.021279078,-0.3634061,-0.2703863,0.2973,2.606
DPCMPFLXANRCAX-UHFFFAOYSA-N,-39.68386057,8800.298206,202469.7369,143.596354,2.514,2.986379409,0.586622022,0.01640109,0.009876844,0.028658773,-0.027439603,-0.3440908,-0.2343433,0.1877,2.633
HVXFVEWJXSOMST-UHFFFAOYSA-N,-35.91114154,5692.762901,131495.3052,116.368651,4.15,2.30473371,0.46771253,0.041869778,0.005638396,0.016263431,-0.018880144,-0.3771829,-0.2924855,0.3397,5.028
HQTBIZDUNOAXTD-UHFFFAOYSA-N,-36.63421136,6240.120768,148915.1641,124.207167,2.057,2.795631957,0.505001525,0.027527226,0.006289841,0.029858288,-0.019650333,-0.371426,-0.2686884,0.2219,2.813
PQZYBIDFVZSHNO-UHFFFAOYSA-N,-38.56605413,7508.902086,182295.7907,137.155674,4.804,2.596047502,0.618413835,0.047457435,0.00655594,0.021727527,-0.024687388,-0.3645602,-0.2691572,0.254,5.277
YGYLLYDTWSIIGT-UHFFFAOYSA-N,-32.60811277,5487.348711,131241.4122,114.932801,7.678,3.044556841,0.510269985,0.022195966,0.006878458,0.033407144,-0.01912546,-0.3727603,-0.2608749,0.1906,8.444
QJAIURPMYMHDCD-UHFFFAOYSA-N,-42.56412931,7954.849482,181322.2494,136.725435,1.061,2.765803513,0.537051404,0.066659674,0.006429035,0.018365575,-0.024627751,-0.3696594,-0.268018,0.2204,1.687
JTTXRWHPIGJPGF-UHFFFAOYSA-N,-39.22582009,7984.530084,187201.1775,140.161912,2.471,2.9640001,0.573472228,0.02967359,0.006238371,0.031782042,-0.024602983,-0.3683147,-0.2593897,0.2346,2.753
USBYKQLQDLTNGK-UHFFFAOYSA-N,-44.14157916,5461.980539,127461.9453,112.020091,4.291,2.157146668,0.385660739,0.112469135,0.00543711,0.000618006,-0.017872717,-0.4203176,-0.3410439,0.4287,5.379
FKDRDUIRSZRBSN-UHFFFAOYSA-N,-36.21719644,5419.280838,125109.7733,113.680413,2.585,2.582229912,0.44075743,0.059945319,0.005391248,0.014527915,-0.017457583,-0.3665536,-0.2716584,0.2566,1.96
URPWHVAXGCXZOR-UHFFFAOYSA-N,-38.4532791,7245.753332,164643.4778,130.46184,3.72,3.339416014,0.503971146,0.029801434,0.006121446,0.024280454,-0.022898979,-0.3609688,-0.2382475,0.1338,4.633
KOOILEZKMARTEI-UHFFFAOYSA-N,-43.73289392,7082.89793,163445.0323,128.926891,2.099,3.059599879,0.451044552,0.11782994,0.004855464,0.00990131,-0.021302158,-0.3745253,-0.262087,0.1594,2.078
GJJYWHIVFFPTGV-UHFFFAOYSA-N,-33.76636727,5528.939098,141291.2453,114.801255,1.618,3.211441272,0.399634748,0.036262039,0.003657473,0.015608027,-0.020570678,-0.3843443,-0.266326,0.1337,1.808
YMYXYGWPFNZEET-UHFFFAOYSA-N,-36.41815857,6624.910935,158954.6894,128.761526,3.033,2.481403353,0.559361858,0.029892248,0.008856539,0.018734673,-0.022249439,-0.3496875,-0.2584976,0.3,3.954
YGMONDDQCZRCOO-UHFFFAOYSA-N,-32.87561789,6191.752256,156558.6904,121.814521,0.276,3.313747496,0.44272308,0.014199142,0.001778576,0.020965864,-0.021273143,-0.3763554,-0.2545774,0.118,0.779
LKPBISFDAYGQHF-UHFFFAOYSA-N,-39.35768663,7300.789246,183071.1704,131.29995,3.954,3.700848216,0.44891585,0.034441849,0.005069733,0.015624746,-0.022907693,-0.3763023,-0.2402987,0.1105,4.517
QJKGWLHMWFVSND-UHFFFAOYSA-N,-38.53922773,5768.279134,134193.8838,115.944494,4.644,2.004169902,0.426165576,0.066691568,0.00518007,0.014074157,-0.020309435,-0.3909252,-0.3172734,0.4772,7.655
WBEVIMZYSNHMAN-UHFFFAOYSA-N,-32.13478271,4792.145337,111022.0601,106.824764,2.18,3.284117831,0.428265098,0.031671645,0.007523693,0.019038538,-0.018383075,-0.3610146,-0.2403255,0.1362,2.576
DBOBOPSSKJMSSY-UHFFFAOYSA-N,-32.36408725,6043.150027,146329.6214,123.817756,1.638,2.703287813,0.565379621,0.019019371,0.007242785,0.021813549,-0.020698152,-0.3570346,-0.2576906,0.2459,1.936
LDCBQRZNYYAODD-UHFFFAOYSA-N,-33.26324281,5382.521318,131443.152,116.710619,4.374,2.683536636,0.524881914,0.035747071,0.006457686,0.017067886,-0.018937998,-0.3598959,-0.2612778,0.2584,4.578
PQJSKRANCYSNLG-UHFFFAOYSA-N,-31.25476082,5399.260448,124842.1933,113.632707,2.059,3.579331513,0.469997093,0.02031344,0.007693671,0.020238332,-0.02037708,-0.3543121,-0.2227741,0.0942,2.16
PKPPDVWBOZAEBR-UHFFFAOYSA-N,-36.06058807,6660.062307,157802.9957,128.721182,2.154,2.944964473,0.533877445,0.022049762,0.006991173,0.026932234,-0.021730268,-0.3633028,-0.2550773,0.2024,2.713
CILJSZLWPHTUIP-UHFFFAOYSA-N,-39.20136938,7093.727667,173026.5227,132.977324,2.684,2.195778251,0.575273818,0.050075247,0.001637663,0.017452714,-0.021628301,-0.3774175,-0.2967242,0.3684,2.541
ULNTVPBXVATJMS-UHFFFAOYSA-N,-39.19837225,7093.177082,173428.526,132.878557,4.069,2.25723577,0.586814503,0.050328558,0.00474076,0.016075763,-0.022612371,-0.383647,-0.3006951,0.4043,5.489
ADWAAXYMXLDLFQ-UHFFFAOYSA-N,-44.12864,5447.174696,127344.6937,111.764244,10.292,2.338964073,0.405163153,0.12594599,0.00547291,-0.001377897,-0.018128312,-0.405104,-0.3191487,0.3603,11.59
OUJMVVWGIGNJER-UHFFFAOYSA-N,-35.79391716,6942.601314,164491.4183,131.071998,4.941,2.771036292,0.564048309,0.0200631,0.011186699,0.026727306,-0.021505462,-0.3610015,-0.2591678,0.2407,5.448
MCQWPQSPVCNQAJ-UHFFFAOYSA-N,-42.52609851,7948.171935,181118.2651,136.753764,2.799,3.224945094,0.540398916,0.062962789,0.00448878,0.022993709,-0.026325547,-0.3674633,-0.2489487,0.1547,3.122
XZFYVUSVVAWJGM-UHFFFAOYSA-N,-29.35404883,4495.030131,102333.4557,104.463967,1.798,3.633003119,0.42076806,0.030838581,0.009701232,0.022545815,-0.016865529,-0.3531445,-0.2196341,0.102,1.831
TXCFZDPPFKCWNV-UHFFFAOYSA-N,-40.46160854,7010.280887,166006.8938,128.932547,2.796,2.871850022,0.519386168,0.060140493,0.003530045,0.031530256,-0.020026826,-0.390825,-0.2852865,0.1879,2.418
JAJVYESKUNMYPN-UHFFFAOYSA-N,-40.2136575,7546.000642,179712.6768,136.314761,1.88,2.710350491,0.566581878,0.034057906,0.006231677,0.015817897,-0.023589292,-0.3622903,-0.2626867,0.2355,2.575
NGSXJRCHFJDUGD-UHFFFAOYSA-N,-33.93843622,6002.853254,142857.1211,120.641371,1.627,2.904341592,0.553527321,0.034036715,0.006563713,0.022342225,-0.017992718,-0.37102,-0.2642874,0.1667,2.246
ZLXXGCGRNLCQDN-UHFFFAOYSA-N,-33.39863944,6332.371025,148887.1768,124.634887,1.764,3.206917519,0.541832164,0.0156115,0.007273323,0.021622509,-0.021666745,-0.3611219,-0.2432699,0.1342,2.431
OVEIBLKKCHUOFY-UHFFFAOYSA-N,-40.8067606,9939.393711,237886.2472,158.417135,3.399,2.77411179,0.702314267,0.014917036,0.007554638,0.030160031,-0.028370558,-0.3457242,-0.2437775,0.2275,2.271
JRSQAZFZVOWWTO-UHFFFAOYSA-N,-40.0217748,6224.90224,143567.1903,120.766759,2.373,2.651839502,0.453249119,0.071378517,0.002781119,0.012264869,-0.019175026,-0.3817139,-0.2842606,0.2254,2.104
ZXQTZSMIBLLDGW-UHFFFAOYSA-N,-34.77990133,7019.324404,185884.7771,132.669317,5.37,2.442418621,0.451849935,0.035779117,0.004848569,0.022196319,-0.020391869,-0.3503871,-0.2606299,0.3246,6.309
HHUNWJWOJPWLNK-UHFFFAOYSA-N,-32.77880748,4549.853577,106366.7178,104.447169,2.327,2.548768568,0.418483207,0.05147976,0.000521447,0.014177596,-0.015566949,-0.3801583,-0.2864928,0.2271,2.728
SBLYITPOINEJHG-UHFFFAOYSA-N,-42.68559457,4731.579546,107961.1828,104.012036,7.28,3.819986699,0.365937051,0.073950364,0.004345089,-0.006921679,-0.016997468,-0.3890669,-0.2486849,0.0831,7.282
BGWLZCXLMXVDDI-UHFFFAOYSA-N,-39.28297808,5466.790368,128356.0945,113.265998,6.011,2.693277888,0.425223105,0.076092678,0.003103193,0.009723038,-0.019626344,-0.3740096,-0.2750334,0.233,6.684
NUVCRWNHZFZISU-UHFFFAOYSA-N,-30.16876032,5075.125541,120262.4771,110.867681,3.548,3.243851717,0.463365858,0.016498345,0.006279303,0.035410299,-0.018995882,-0.3775678,-0.2583584,0.121,3.719
FVIXXCVQJCFIJC-UHFFFAOYSA-N,-37.85409391,6092.240999,153787.8407,119.698919,2.79,3.390983574,0.400070978,0.046249788,0.00466955,0.01170826,-0.019136245,-0.3822229,-0.2576065,0.1152,2.944
UPOCZVXEQZKZKE-UHFFFAOYSA-N,-39.35752988,7389.14413,186183.7613,132.859889,2.12,3.070216779,0.474042379,0.049115814,0.003504271,0.017855329,-0.021323089,-0.3924443,-0.2796159,0.1926,2.054
MRTOHUHOZODBIP-UHFFFAOYSA-N,-42.55063913,7959.284668,181390.9535,136.732835,3.524,3.190169457,0.526548237,0.062727552,0.011348161,0.018059014,-0.024312979,-0.3645596,-0.2473231,0.1535,3.632
QWSGUMOZIVWFFX-UHFFFAOYSA-N,-36.04462892,6732.765507,152258.0005,125.946573,3.143,3.295437745,0.510435791,0.034064328,0.007467169,0.021282145,-0.02088566,-0.3639054,-0.2428003,0.1136,3.603
TXYTXTGLTHEDPC-UHFFFAOYSA-N,-37.12366735,4813.231906,111709.1298,106.767582,3.284,2.68403027,0.399721706,0.07710438,0.005729716,0.008713947,-0.01712842,-0.3686598,-0.2700235,0.2519,4.036
