Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole
CVIUCMADIABJJL-UHFFFAOYSA-N,-32.24074079,5890.35295,133209.0972,118.788894,0.937,3.189943248,0.480974408,0.019529417,0.007632842,0.026255707,-0.021470834,-0.3635084,-0.2462801,0.1407,1.59
LXCFBXJAERRYNS-UHFFFAOYSA-N,-32.36463825,6038.649002,146301.6431,123.766477,1.263,2.677462899,0.568133884,0.019991871,0.00683343,0.021872167,-0.021053054,-0.3545158,-0.2561208,0.2454,1.346
IQNRGWGUXUGTOT-UHFFFAOYSA-N,-32.42861001,4645.70873,107841.3738,106.193478,5.703,3.27956574,0.425735104,0.054745141,0.006632552,0.016714928,-0.015948489,-0.3644772,-0.2439553,0.1313,5.884
NEDHXUZHZBDWPK-UHFFFAOYSA-N,-35.53030497,7360.574922,175509.0322,135.886031,2.58,2.688721952,0.592025716,0.01592578,0.006816794,0.023351446,-0.023581809,-0.3510377,-0.252229,0.2587,3.134
YBTAVFRLOHQFEL-UHFFFAOYSA-N,-35.3229226,5960.326611,136574.4405,118.696135,3.281,3.194385722,0.458145785,0.030801047,0.005974388,0.017379877,-0.020819476,-0.3439833,-0.2265918,0.1253,3.585
LFRUMUISPVSUDI-UHFFFAOYSA-N,-39.2837934,5562.541051,131265.1473,115.085214,4.901,2.225069822,0.460680305,0.088043428,-0.002811357,0.011749598,-0.018448248,-0.3832661,-0.3014963,0.3584,4.476
VGOWSNRVKZXKNM-UHFFFAOYSA-N,-37.50230532,7015.716245,173570.9305,132.550494,5.777,2.313751856,0.628293585,0.027250464,0.005143215,0.032476949,-0.02260139,-0.383877,-0.2988482,0.3675,7.233
IBQDXBQQWQLBAD-UHFFFAOYSA-N,-34.89582972,5184.033438,123130.1165,110.820652,3.509,2.537282432,0.45089147,0.055271753,0.004331084,0.015183546,-0.017539386,-0.3765328,-0.2832894,0.244,3.814
HWNZTODJRKBPAO-UHFFFAOYSA-N,-38.95178118,8030.121663,188742.7715,137.90127,3.058,3.01121709,0.622376416,0.029626837,0.008625237,0.03485442,-0.026214111,-0.3738376,-0.2631774,0.1844,3.872
ODMQOUGQMITDQH-UHFFFAOYSA-N,-40.13908334,5852.024769,135221.5274,116.811428,3.704,2.499192965,0.460320326,0.052067267,0.003516136,0.010553797,-0.018549708,-0.3998373,-0.3079937,0.2941,5.331
CDTHKXWPZVCHBX-UHFFFAOYSA-N,-29.07897095,4741.358068,108105.3098,107.066232,1.266,3.388615503,0.446064163,0.020781453,0.007836532,0.024136455,-0.016681342,-0.3590575,-0.2345282,0.1232,1.129
XYRUNIAHPKBUJT-UHFFFAOYSA-N,-37.35312389,5842.092567,140151.2312,119.559937,1.702,2.960898669,0.495496723,0.058251847,0.000208052,0.014501542,-0.019414025,-0.3799283,-0.2711173,0.1776,1.541
BTHSSYLQNVNWJG-UHFFFAOYSA-N,-38.71458488,6613.523821,173144.9039,126.961235,7.16,3.13177139,0.421476775,0.082121988,-0.006682592,0.017692936,-0.021964442,-0.3980225,-0.282932,0.1848,7.08
CZCNNACKTTUWQA-UHFFFAOYSA-N,-39.4874727,6775.841107,165911.6595,130.081276,1.085,2.261361808,0.571619723,0.067643932,0.00201708,0.015573375,-0.022359675,-0.3735754,-0.2904719,0.4005,1.203
LZKZDAMNFOVXBN-UHFFFAOYSA-N,-32.7920002,4524.833785,106420.7807,104.01191,2.543,2.666081751,0.413784046,0.059111361,0.001210754,0.013400997,-0.016477256,-0.375404,-0.2774273,0.2089,2.609
WPEQJEGNZGMHEZ-UHFFFAOYSA-N,-39.21074568,7074.136014,173180.2742,132.673036,3.621,2.178738653,0.586527882,0.054913778,0.002970968,0.016678426,-0.022207028,-0.3751701,-0.295103,0.3826,4.459
CMFQXPIZAKBRCG-UHFFFAOYSA-N,-32.84739901,5507.984554,125487.1812,114.313298,4.691,3.296699562,0.461768502,0.041288459,0.003753161,0.013363765,-0.02061246,-0.3785799,-0.2574284,0.1387,5.354
TZMYWLDEGHJHDI-UHFFFAOYSA-N,-35.18038114,7156.866829,199353.9932,136.452456,3.642,2.073669502,0.527686263,0.029540721,0.000156726,0.019328896,-0.020565739,-0.3848011,-0.3085951,0.4828,4.664
JTNLGKYCLKRESN-UHFFFAOYSA-N,-36.82630908,5077.078918,117442.3396,109.604423,4.808,3.334072957,0.413975236,0.059881898,0.004215233,0.012052852,-0.015674463,-0.3744959,-0.251971,0.1289,5.046
MHTVGGZESFVQIQ-UHFFFAOYSA-N,-38.7833185,8943.858131,223067.3559,152.430587,3.361,2.588038689,0.715086901,0.011896929,0.007134703,0.025489233,-0.025810363,-0.3616388,-0.2665301,0.2807,3.526
BKKKHCJYHYPKBC-UHFFFAOYSA-N,-32.94974351,5654.196102,138035.5528,119.370047,4.347,2.443096849,0.542368159,0.037636842,0.001523583,0.012955137,-0.020451439,-0.3716798,-0.2818976,0.2846,4.831
SQBNTCHIDQWPDE-UHFFFAOYSA-N,-38.7695759,7046.302672,160513.1532,129.656845,5.2,3.37762689,0.498256866,0.057123999,0.01335986,0.019460922,-0.02109873,-0.3509084,-0.2267829,0.1184,5.196
YNLWMAAGRSJGCB-UHFFFAOYSA-N,-40.20725112,7529.836125,179821.6028,136.093533,2.626,2.752607273,0.587007278,0.045135599,0.005793956,0.01619931,-0.023073613,-0.3663648,-0.2652083,0.213,3.217
GSAHGZPXIFULGM-UHFFFAOYSA-N,-39.45094159,6448.318079,156759.5683,123.496006,3.391,2.747519422,0.549489258,0.060345216,0.00397649,0.027433575,-0.021376169,-0.401351,-0.3003815,0.2926,4.085
SNICXCGAKADSCV-MNYIHESISA-N,-34.39316961,6664.27023,151926.9757,125.855738,2.779,3.101376778,0.515960719,0.013135743,0.007599321,0.027212393,-0.023844167,-0.3572624,-0.2432889,0.1766,3.394
JGNIYFRSFZEFCQ-UHFFFAOYSA-N,-35.39969863,6210.899012,152813.8894,125.529022,5.305,2.39186734,0.566705072,0.045628217,0.00457838,0.019993756,-0.021549809,-0.3768285,-0.288929,0.3144,5.451
WCMJRFNURGOUQZ-UHFFFAOYSA-N,-38.37576421,6107.90778,142806.7366,120.191701,4.477,2.864647707,0.453738207,0.058656177,0.003112362,0.014736347,-0.020475595,-0.3752482,-0.2699743,0.2178,5.112
JVRBJJCNDSCZJV-UHFFFAOYSA-N,-40.02156254,6067.3537,145747.7128,121.400395,3.461,3.039930671,0.468513026,0.070061294,0.001779636,0.024477217,-0.02072017,-0.402027,-0.2903116,0.2304,3.202
ZJGCRAJCKXIEKQ-UHFFFAOYSA-N,-32.24765595,5882.513748,133163.0389,118.701649,2.719,3.261779731,0.481342814,0.020251966,0.009174702,0.025771206,-0.020214834,-0.3595386,-0.2396704,0.1405,2.31
IQLIVLJINUELSH-UHFFFAOYSA-N,-36.19926071,6084.312967,156291.7904,120.991428,6.53,3.208829511,0.428387603,0.052929667,0.002750506,0.015928371,-0.019994864,-0.3840265,-0.2661042,0.1578,6.778
ROABVPUTZKBCHZ-UHFFFAOYSA-N,-39.04465733,7839.045151,197896.4384,137.891802,3.832,3.77311585,0.511563911,0.026839211,0.003004734,0.020339904,-0.021763412,-0.3875585,-0.248899,0.099,4.387
ZLWJSLSMYNDWPA-UHFFFAOYSA-N,-37.59989032,5498.564501,130985.8311,115.212221,1.281,2.550148834,0.465521288,0.056146252,0.004604047,0.019443057,-0.018053538,-0.3838256,-0.2901094,0.2647,0.855
FLDRUPSZWQXUDD-UHFFFAOYSA-N,-40.61512987,8173.048206,188437.1013,138.957631,2.574,2.424428345,0.562454571,0.037954906,0.005438393,0.022133333,-0.02650972,-0.3699855,-0.2808894,0.329,4.198
WUFPYZKTCPFHJV-UHFFFAOYSA-N,-37.75489772,6521.799263,151169.7014,124.672083,4.638,3.292243462,0.482699841,0.055359162,0.005493344,0.020738017,-0.022256202,-0.3633487,-0.242361,0.1303,5.064
UWRUWZDFNMUVHJ-UHFFFAOYSA-N,-39.45005623,8630.550394,211160.8308,143.182883,3.204,3.230286332,0.512446077,0.01829865,0.008214458,0.028383137,-0.025020028,-0.3596439,-0.2409331,0.1566,4.135
GJSLIWQSMSAADF-UHFFFAOYSA-N,-35.56205784,7432.773239,187566.7459,138.602686,4.286,2.636892855,0.682234813,0.01464194,0.003546905,0.039089843,-0.022290481,-0.3844392,-0.2875352,0.252,4.519
PPEJLOXOMBAXES-UHFFFAOYSA-N,-28.92075067,5141.509375,126210.1826,114.771591,2.331,2.621554847,0.531192737,0.008131472,0.004633058,0.02141445,-0.018609545,-0.3661523,-0.2698119,0.2354,2.848
BIEBJJPKQITPSL-UHFFFAOYSA-N,-36.141434,7665.638532,201779.4354,138.572798,0.155,2.599614361,0.570214263,0.013108477,0.001691569,0.021753377,-0.023476893,-0.375599,-0.2800649,0.2517,0.419
GJTYFRPFRJIZPX-UHFFFAOYSA-N,-36.38788437,7063.887069,183216.8373,131.505274,3.493,3.26099207,0.450451689,0.041506296,0.006831161,0.019833886,-0.021437975,-0.3604994,-0.2406602,0.1499,3.744
RGIIAYDCZSXHGL-UHFFFAOYSA-N,-37.9437645,6151.496594,157694.6722,121.17652,3.989,3.285681667,0.402592069,0.078837977,-0.004583129,0.014460524,-0.02120243,-0.3720411,-0.2512945,0.1097,3.944
QIELQJJSSZTEJW-UHFFFAOYSA-N,-37.828292,7698.324077,173920.8297,135.062323,3.397,3.529267802,0.529253106,0.021915964,0.009527401,0.028054339,-0.026054913,-0.3515791,-0.2218809,0.131,4.092
UAVKFUCNJPJKMI-UHFFFAOYSA-N,-38.5570371,7631.404307,186262.3352,139.416216,1.165,2.814846543,0.623406879,0.038572185,0.008055672,0.021077396,-0.023041857,-0.356771,-0.2533273,0.2375,0.778
FUHKPDCCMOJJAZ-UHFFFAOYSA-N,-37.36485178,5815.416078,140201.9962,119.147814,2.372,2.995930393,0.513875532,0.064067015,0.002384699,0.013700042,-0.020667643,-0.3774847,-0.2673863,0.1798,2.137
WJFXVTBMJUVLAX-UHFFFAOYSA-N,-32.15465743,4803.052806,111066.5309,106.950405,2.617,3.219512743,0.418350568,0.030477018,0.004918511,0.016212911,-0.017444132,-0.3473741,-0.2290592,0.1197,2.69
VXLZVELXYBOECH-UHFFFAOYSA-N,-40.23462785,7493.139252,179494.0436,135.68603,2.116,2.85674458,0.577069797,0.044253361,0.005391728,0.015491255,-0.023427935,-0.3612784,-0.2562949,0.2023,1.949
CKCBQXQNAUHBDX-UHFFFAOYSA-N,-40.51922238,7094.171267,168383.4046,131.108143,1.853,2.528718673,0.541846835,0.057500369,0.002543044,0.016127507,-0.022097696,-0.3764867,-0.283558,0.2788,1.155
UWTUZYMWUNEDQL-UHFFFAOYSA-N,-39.21244764,7063.311945,173047.637,132.556271,2.039,2.113777091,0.579339824,0.056780014,-0.00017294,0.016719503,-0.023016698,-0.3784051,-0.3007252,0.4039,3.232
LWIWISPHEYROCV-UHFFFAOYSA-N,-29.07895651,4735.862956,108051.0496,106.99896,3.007,3.318408935,0.434028614,0.02048649,0.00776749,0.023913925,-0.018238742,-0.3564251,-0.2344758,0.1232,3.307
FATNUJIDKOPJRF-UHFFFAOYSA-N,-38.58897456,7242.515561,175068.2469,132.690569,7.536,2.587603093,0.56861085,0.038634508,0.007619737,0.018643732,-0.024016673,-0.3606846,-0.2655919,0.2715,7.822
GNURDPNECHIYFK-UHFFFAOYSA-N,-41.60068768,5727.009826,140062.5548,118.3226,4.583,2.474665265,0.513837085,0.048921454,-0.00097215,-0.000153811,-0.019676433,-0.3958524,-0.3049102,0.267,4.429
UFLYYBRFEVSXQR-UHFFFAOYSA-N,-43.18634669,7536.232779,172002.1185,132.636267,2.958,2.896435117,0.493921597,0.067855243,0.004471144,0.013707571,-0.022186562,-0.3803266,-0.2738846,0.1863,2.873
UBEWQOSTWIOOIX-UHFFFAOYSA-N,-37.62625711,5480.939224,130455.0722,114.859438,3.612,2.47538048,0.468626292,0.063180317,0.004313741,0.016731309,-0.018139468,-0.3791624,-0.2881939,0.2724,3.319
NPBRDFPBRHOBAK-UHFFFAOYSA-N,-39.26834538,5575.324147,131352.0923,115.293363,3.396,2.528395911,0.444844208,0.089180375,0.00157094,0.0123904,-0.017766124,-0.3886193,-0.2957025,0.3241,2.551
MJXYFLJHTUSJGU-UHFFFAOYSA-N,-36.44631512,6587.781944,158952.1586,128.260426,2.971,2.877992229,0.560293175,0.04131221,0.00701761,0.017821208,-0.022140355,-0.3587672,-0.253003,0.2139,3.113
XXVRMRBHYBYEJW-UHFFFAOYSA-N,-39.82253999,7356.144797,172205.5528,131.854504,5.26,2.829201023,0.563042709,0.036813854,0.008227271,0.032116436,-0.023391912,-0.379403,-0.2754318,0.2229,6.625
OKUXSALAQVZSJX-UHFFFAOYSA-N,-32.51421096,5637.988932,126927.7555,116.466502,5.199,3.657564659,0.460967992,0.026608013,0.009942923,0.025672956,-0.019941682,-0.3478719,-0.2134589,0.0991,5.643
WIFHLSYUKVVFMK-UHFFFAOYSA-N,-40.58697254,5796.880251,135172.311,116.894787,1.995,3.589185357,0.399203529,0.111078106,0.006011427,0.007551592,-0.01843874,-0.3747442,-0.2428441,0.1093,2.122
FVBLFJODKIHJMW-UHFFFAOYSA-N,-32.51756156,5651.61551,127059.2798,116.653999,3.245,3.403618056,0.453944221,0.025488459,0.009749276,0.024416104,-0.019610099,-0.3452294,-0.2201487,0.1199,3.483
AWXKELKLQHQERR-UHFFFAOYSA-N,-36.4628756,7736.167968,180761.7996,136.95257,1.485,3.167234785,0.605438324,0.018521233,0.008517703,0.030291388,-0.020655769,-0.3502856,-0.2338918,0.1628,1.612
FAMGKQZHWCKDFM-UHFFFAOYSA-N,-34.93351275,5182.114561,123092.1602,110.780357,3.881,3.327592563,0.452307633,0.055981342,0.00183578,0.014852693,-0.019231457,-0.373228,-0.2509412,0.1236,3.937
QMZPLCOKXAKKSW-UHFFFAOYSA-N,-36.31921665,6454.314223,145255.6058,123.559984,1.643,3.506352384,0.474626544,0.037024717,0.006569145,0.02239723,-0.020181115,-0.3665985,-0.2377424,0.1092,1.704
GYVUMHXXXAATFQ-UHFFFAOYSA-N,-28.92064541,5141.623489,126210.8037,114.773103,2.259,2.608495557,0.53879965,0.008034997,0.004459238,0.021427867,-0.018605876,-0.3661532,-0.2702927,0.239,2.702
UBKZVOHCUNIYPL-UHFFFAOYSA-N,-38.35940601,6883.153194,180940.9523,129.062453,8.09,2.736914757,0.499359191,0.075724966,-0.001119959,0.031361266,-0.023042585,-0.4066925,-0.3061127,0.2469,7.997
AQTPUKCCECLBDV-UHFFFAOYSA-N,-37.03279499,6962.364447,184532.9196,132.010923,0.738,2.547639299,0.514915559,0.022487579,0.004015568,0.016934844,-0.021648659,-0.371206,-0.277582,0.2784,0.212
IEMIVKVJKMZTOE-UHFFFAOYSA-N,-43.91782902,6607.212249,153868.1821,123.86873,5.798,2.963741769,0.42626834,0.110876576,0.005931577,0.007936697,-0.019788417,-0.370696,-0.2617805,0.1576,6.043
UBTCQWZHRBDQBV-UHFFFAOYSA-N,-36.15599066,6910.101582,166048.1734,131.236573,0.751,2.599140182,0.581354305,0.022460263,0.005292122,0.019082745,-0.022494605,-0.3609826,-0.2654659,0.2481,1.227
SXYQKNZFBKJRMY-UHFFFAOYSA-N,-34.93435142,5173.158958,123006.1166,110.680043,2.637,3.355016667,0.453320126,0.055755833,0.000819238,0.014959115,-0.018598906,-0.3731276,-0.249833,0.1281,2.622
DCWFZFNVIDBWHB-UHFFFAOYSA-N,-42.0154263,5071.708627,115136.7559,108.29508,3.162,3.083655072,0.385168378,0.058524833,0.002764795,0.004000554,-0.019162178,-0.3794196,-0.2660974,0.1526,2.888
DIZHKKYVLBSXAW-UHFFFAOYSA-N,-39.11535215,6900.340253,158591.3059,127.577754,1.884,3.021129364,0.494969011,0.054623509,0.002170613,0.017631118,-0.021882324,-0.3729117,-0.2618872,0.151,2.165
UMVFRRJTPKYVAY-UHFFFAOYSA-N,-37.8084038,5418.009203,122828.2147,112.378167,5.831,3.256503126,0.407038893,0.065366912,0.004982044,0.003117494,-0.019176853,-0.3643827,-0.2447084,0.1476,6.18
MYKGGGPMKINROD-UHFFFAOYSA-N,-38.26272857,7950.107356,193965.583,142.065419,1.908,3.296107252,0.637397681,0.031494647,0.004582977,0.023767374,-0.025167704,-0.3714301,-0.2503004,0.1472,2.205
MUHMOPBFQRSENZ-UHFFFAOYSA-N,-36.0471255,6634.972373,157501.2436,128.443331,3.938,3.155386011,0.539696977,0.028513858,0.007790671,0.028633237,-0.022260088,-0.3591145,-0.2431562,0.1716,4.254
UBHIEEUGUQXEBO-UHFFFAOYSA-N,-40.40957248,8914.023919,219291.3628,150.530485,2.784,2.160067621,0.681322344,0.034367717,0.001680307,0.025116859,-0.025329054,-0.3723671,-0.2929861,0.4035,3.182
WANNRDGKWMDIPE-UHFFFAOYSA-N,-38.35836484,6226.726115,146218.7291,122.576658,1.718,3.481426773,0.51319307,0.051220478,0.006344655,0.012470624,-0.020547706,-0.3683819,-0.2404418,0.1116,1.628
LPDJXUUDOSPDTQ-UHFFFAOYSA-N,-32.41033266,4635.663654,107810.5921,106.09076,6.899,3.057797221,0.422585153,0.055670106,0.009957516,0.016851459,-0.016582374,-0.3589968,-0.2466249,0.1769,7.026
RGGLAPZYXTXDGZ-UHFFFAOYSA-N,-35.40162259,6208.685115,152777.2427,125.501644,2.662,2.453563175,0.566718964,0.046318381,0.004624968,0.019685793,-0.02073192,-0.3779475,-0.2877807,0.3162,2.548
UYDGECQHZQNTQS-UHFFFAOYSA-N,-35.5972253,5751.408785,132834.2296,117.536426,3.316,3.072772097,0.466032825,0.062537535,0.010637856,0.017277357,-0.020399337,-0.3619047,-0.2489824,0.1694,3.429
XKPZKJCXLVXCRE-UHFFFAOYSA-N,-35.94964177,5656.71679,131119.788,115.937263,4.032,2.758476753,0.453287595,0.054061857,0.001295158,0.015267314,-0.019054023,-0.3748876,-0.2735154,0.1916,4.316
HPXKNLCQHHPJFS-UHFFFAOYSA-N,-42.33769451,5641.219142,134745.1625,115.098597,3.027,2.901031275,0.425901786,0.100208523,0.003229177,0.006695289,-0.018864366,-0.4014177,-0.2948067,0.2205,3.073
XVRXNTWRNWGGMB-UHFFFAOYSA-N,-28.8237794,4998.700778,114100.9563,109.689888,2.562,3.364513886,0.455262914,0.010172342,0.006730651,0.021595319,-0.018353438,-0.3611052,-0.2374616,0.1047,2.915
MCBPMUHKVUPWEH-UHFFFAOYSA-N,-36.01289368,6265.719215,167261.7767,124.304289,3.05,2.344370751,0.405281672,0.051376979,-0.000330793,0.017016945,-0.018268819,-0.3776232,-0.2914692,0.3447,3.839
JGEIWLQNEUAPQK-UHFFFAOYSA-N,-39.99474323,6954.773436,176689.0575,128.387243,2.198,2.661352228,0.444335229,0.05384853,0.001401304,0.014733602,-0.019713645,-0.387798,-0.2899951,0.2278,1.973
SHCDHIRSCJOUBW-UHFFFAOYSA-N,-32.7792513,4555.178631,106684.4155,104.409898,2.389,2.570944823,0.419285677,0.05542034,0.002526549,0.013976568,-0.016070147,-0.3792878,-0.2848073,0.2265,3.234
BBJLWUHYWOHHFF-UHFFFAOYSA-N,-32.88357805,5500.484858,125359.2923,114.253361,2.36,3.345195033,0.465624379,0.034257898,0.006300041,0.018371256,-0.019356639,-0.366114,-0.2431803,0.1084,2.411
RDIJVEJSTUYLCI-UHFFFAOYSA-N,-39.37607721,6720.294568,163485.3816,128.63915,3.861,2.056193846,0.553355674,0.057613924,0.005565664,0.014273923,-0.023435645,-0.3964295,-0.3208658,0.468,4.41
GQPZESOQPFQUAE-UHFFFAOYSA-N,-39.82404943,7324.681998,171879.8151,131.466893,2.803,2.502725622,0.5655085,0.038561646,0.004437261,0.035836779,-0.02176746,-0.3752577,-0.2832842,0.2834,4.805
XABBGOOYQSZFMM-UHFFFAOYSA-N,-36.06261464,6723.76246,152207.2499,125.800623,3.107,3.328231696,0.496267096,0.030584321,0.007464618,0.020380706,-0.023593962,-0.3638116,-0.2415013,0.1103,3.026
NVXFTULJPIFMJJ-UHFFFAOYSA-N,-37.83867623,7670.456659,173740.2407,134.760388,2.513,3.315970974,0.522672056,0.025950433,0.008525471,0.026911072,-0.023954647,-0.3404165,-0.2185568,0.1301,2.636
WKIVLYSBCFMIPY-UHFFFAOYSA-N,-36.85163811,5029.520456,117328.2247,108.842548,9.576,2.634301427,0.433746278,0.086776844,0.00219655,0.006567106,-0.01806594,-0.3690027,-0.2721939,0.2383,10.182
JIHRBWWNIBSKEM-UHFFFAOYSA-N,-39.0376609,8500.495502,211196.4752,147.925967,2.535,2.666397362,0.682794595,0.015005346,0.005658267,0.030963102,-0.02514688,-0.3685397,-0.2705514,0.2842,2.376
RPVGLMKJGQMQSN-UHFFFAOYSA-N,-32.99914723,5651.382575,138051.7411,119.29759,2.644,2.680481836,0.54351715,0.027462451,0.002405199,0.017803633,-0.020382397,-0.3701526,-0.2716467,0.2436,2.656
KOZMKKDQRHAAIG-OWOJBTEDSA-N,-28.01980477,4515.650702,105980.1577,106.569175,3.396,2.698272468,0.469895359,0.017643765,0.007721969,0.024581281,-0.015398871,-0.3646949,-0.2655352,0.2327,3.91
RYXAGNHPWGDUPR-UHFFFAOYSA-N,-33.26910969,5396.257938,131691.647,116.853792,1.416,2.520893416,0.510206589,0.037905167,0.007575911,0.016816153,-0.019253082,-0.3502812,-0.2576401,0.2636,1.146
KXYNLLGPBDUAHW-UHFFFAOYSA-N,-32.97636181,5657.473211,138082.6333,119.440537,1.573,2.524944751,0.54602806,0.031445809,0.004221149,0.018012603,-0.020252684,-0.3699409,-0.2771509,0.2527,1.764
JXKIACFCCSSPTM-VIFPVBQESA-N,-35.28394817,5979.902185,136758.4785,118.967359,2.445,3.190253978,0.464233223,0.032118642,0.005981415,0.022192818,-0.021390639,-0.3647231,-0.2474834,0.1574,3.289
VMULISRTALNYDG-UHFFFAOYSA-N,-34.30412522,5670.698242,133813.7588,117.774812,2.859,3.276216168,0.492074197,0.029218087,0.003852931,0.015627064,-0.019355166,-0.3613184,-0.2409196,0.1406,2.672
IZQMRNMMPSNPJM-UHFFFAOYSA-N,-43.35102054,6123.053691,143730.6933,119.924049,2.444,2.762471469,0.455433555,0.107857877,-0.002541114,0.009338773,-0.019445266,-0.3829425,-0.2814235,0.2199,2.586
UYQRPQPMWPDCQB-UHFFFAOYSA-N,-43.39774107,7265.74735,165029.1342,130.537903,3.98,3.20788501,0.477770912,0.067491895,0.003745136,0.015884958,-0.021795409,-0.3762547,-0.2583671,0.1373,4.181
PVNWEOVFNTVVPU-UHFFFAOYSA-N,-32.26431647,5895.140712,133357.4494,118.796286,1.821,3.527716321,0.478618742,0.021709358,0.010494999,0.02246188,-0.020858748,-0.3547766,-0.2251354,0.0968,1.484
OHJARNLNPHKLKA-UHFFFAOYSA-N,-36.03673119,6243.659508,167297.6567,123.935854,1.909,2.706428669,0.411239382,0.060087397,0.00027261,0.014964282,-0.019344621,-0.3807434,-0.281284,0.2499,2.408
DTHKQKHZXPCLSG-UHFFFAOYSA-N,-33.4724313,6927.005687,186775.3812,132.422683,4.303,2.830803443,0.485485221,0.020624588,0.005995931,0.02016681,-0.022303496,-0.3527284,-0.2486983,0.2125,4.633
SNRZFINAACEZKZ-WYMLVPIESA-N,-40.6279332,8626.135885,211955.1648,148.473908,1.335,2.523766826,0.662306779,0.028128005,0.001615493,0.03227768,-0.025877559,-0.3743674,-0.2816207,0.3123,1.75
YFGRUERUDFISJK-UHFFFAOYSA-N,-32.34441461,6082.585191,146588.6992,124.305087,2.382,3.221676996,0.543241011,0.010527072,0.00506204,0.024742526,-0.019719623,-0.3680109,-0.2496164,0.1721,1.701
AYSKNDXTWPNRKG-UHFFFAOYSA-N,-33.15336255,5274.153839,129640.4663,115.046914,3.707,2.540496774,0.524837841,0.020700948,0.002427703,0.015541561,-0.018551526,-0.3744407,-0.2810791,0.2461,3.752
NGPNULCLKRZORF-UHFFFAOYSA-N,-36.00373455,5836.118501,144190.0316,121.327631,2.975,2.277476154,0.53442781,0.035980552,0.003306192,0.016872731,-0.018328619,-0.3850475,-0.3013518,0.4029,4.692
VCLGAZSRYZRTSE-UHFFFAOYSA-N,-36.2154805,5432.695832,125374.8415,113.824953,6.335,2.58853681,0.427521671,0.060437116,0.00581688,0.014459697,-0.018481153,-0.3643348,-0.2692079,0.2632,7.562
WZQDOLOYWHGHMY-UHFFFAOYSA-N,-34.04616409,5295.401637,134726.6209,112.619206,4.658,3.487505233,0.378308007,0.034171248,0.006028564,0.013208779,-0.017732599,-0.3670755,-0.238912,0.107,5.058
VWHKEYXRRNSJTN-UHFFFAOYSA-N,-36.0267285,5846.707076,144783.7545,121.379152,3.786,2.245998251,0.537745455,0.04882721,0.004189445,0.014928646,-0.019882058,-0.3871242,-0.3045853,0.3972,4.561
YKKGUSHYAFNZLB-UHFFFAOYSA-N,-37.78296386,6739.039664,165641.7869,130.22351,3.453,1.680139164,0.561321222,0.040894077,0.002918017,0.028400606,-0.020193533,-0.3814664,-0.3197224,0.7715,5.431
BRACWWFOQZIZQC-UHFFFAOYSA-N,-41.00251236,9104.118689,205118.7904,146.365461,2.24,3.468162066,0.573988001,0.0255925,0.010497648,0.030064214,-0.026796669,-0.3526522,-0.2251996,0.1187,2.38
UHHKGFKPYDOLNG-UHFFFAOYSA-N,-33.16061483,5263.273317,119130.8605,111.988244,2.433,3.582806526,0.434676272,0.03383652,0.009393713,0.017676504,-0.017717778,-0.3553601,-0.2236944,0.0969,2.88
FKYXIGUDCJRHRB-UHFFFAOYSA-N,-36.85437533,5056.412325,117563.2583,109.229372,2.422,2.678769558,0.423332894,0.069583287,0.004770754,0.010599866,-0.01625423,-0.3846489,-0.2862059,0.2172,2.156
ONXOWYYRLFDMBK-UHFFFAOYSA-N,-37.55683751,5502.443971,131271.3411,115.252191,3.356,2.558537966,0.448353526,0.050860387,0.008032866,0.023653384,-0.017345076,-0.3828575,-0.288833,0.2519,3.117
MHWIDTQQBWGUCD-UHFFFAOYSA-N,-35.27168196,6209.210311,154369.2688,126.160563,3.636,2.779797776,0.573193493,0.019138574,0.001911636,0.018735194,-0.019946678,-0.3744857,-0.27233,0.2121,3.457
XQFVNNPWOOKFLJ-UHFFFAOYSA-N,-36.67588623,6029.241748,143361.4772,119.690061,2.789,3.026314267,0.520491511,0.043982681,0.008498129,0.028003303,-0.020882697,-0.3842583,-0.2730433,0.1882,3.241
UKWMNFHGYXRSFQ-UHFFFAOYSA-N,-36.15906433,6887.544234,166096.4546,130.905939,2.239,2.556100244,0.572592192,0.028214391,0.008169695,0.018662567,-0.02329185,-0.3562842,-0.2623492,0.2764,2.9
HXZSWTOYGXUJDG-UHFFFAOYSA-N,-43.92265718,6629.337922,154346.831,124.123424,6.114,3.505855374,0.444920884,0.109653007,0.008166948,0.007755952,-0.01998459,-0.389908,-0.2610702,0.1048,6.387
JIRBMQKEIRZPAV-UHFFFAOYSA-N,-32.14308084,4798.398056,111052.8225,106.921002,0.904,3.346764096,0.417682407,0.032226027,0.002854388,0.019202474,-0.017531924,-0.3629384,-0.2399471,0.1217,0.829
CIKOLVHCNTXPCL-UHFFFAOYSA-N,-42.71266891,7409.265036,169035.0175,130.72177,5.502,3.399525416,0.507089952,0.051435173,0.003904105,0.013988791,-0.023848708,-0.3593352,-0.2344049,0.1034,5.937
