SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS
Cc1cc2c(cn1)OCC2=O.Cl,1.3869199999999997,0,3,1,39.19,20,46.04750000000002,True,False,True
CCC(C)(N)COc1ncccc1Cl.Cl,2.6630000000000007,1,3,7,48.14,31,64.87340000000003,True,False,True
Cl.O=C(OCC1CCNC1)c1cc(Cl)ccn1,1.9231,1,4,3,51.22,31,67.75420000000003,True,False,True
Cc1cc(C)nc([B-]23OCC(C)(CO2)CO3)c1.[Li+],-2.0683599999999966,0,4,4,40.58,35,65.06200000000004,True,False,True
Cc1ccc(N2CCC(C(=O)O)CC2)nc1.Cl,2.1128200000000006,1,4,3,53.43000000000001,34,68.79480000000002,True,False,True
Cl.c1cncc(OC2CCCNC2)c1,1.6342,1,3,2,34.15,29,58.004700000000035,True,False,True
COC(=O)c1ccc([C@H](C)N)nc1.Cl,1.3097,1,4,5,65.21000000000001,27,55.426900000000025,True,False,True
Cl.O=C(O)C(F)=Cc1cccnc1,1.8983999999999996,1,3,2,50.19,20,48.20580000000002,True,False,True
Cc1nn(C)c(Oc2cccnc2)c1N.Cl.Cl,2.3416200000000007,1,5,5,65.96,31,71.16440000000001,True,False,True
Cl.Fc1ccc2ccc(CCl)nc2c1,3.5345000000000013,0,1,1,12.89,22,58.50600000000003,True,False,True
Cl.Cl.Cl.NCc1cccc(N)n1,1.3879,2,3,3,64.93,24,58.28480000000001,True,False,True
C1=C(c2ccncc2)CCNC1.Cl.Cl,2.3019000000000007,1,2,1,24.92,28,64.19670000000004,True,False,True
COc1ccc([C@@H](C)N)nc1.Cl,1.5317,1,3,5,48.14,25,50.63940000000002,True,False,True
COC(=O)C(CN)Cc1ccncc1.Cl.Cl,1.2155999999999991,1,4,6,65.21000000000001,32,66.99740000000001,True,False,True
Cl.Cl.NCc1cccnc1Cl,2.0373,1,2,2,38.91,20,51.63440000000002,True,False,True
Cl.ClCc1cnc2ccccn12,2.4949000000000003,0,2,1,17.3,20,51.99700000000002,True,False,True
CSC(=N)c1ccncc1.I,2.3879700000000006,1,3,2,36.74,20,59.99570000000002,True,False,True
Cl.Cl.c1cc(CNCCCn2ccnc2)ccn1,2.3015999999999996,1,4,6,42.74,36,77.28370000000004,True,False,True
Cl.O=C(OC1CCNCC1)c1cccnc1,1.4122,1,4,2,51.22,31,62.79220000000004,True,False,True
Cc1ccc(/C=C/C(=O)O)cn1.Cl,1.90962,1,3,3,50.19,23,52.89180000000002,True,False,True
Cc1cccc([C@@H](C)N)n1.Cl,1.83152,1,2,4,38.91,24,48.824400000000026,True,False,True
Cl.ClCc1nc(-c2ccncc2)no1,2.2922,0,4,2,51.81,21,54.33400000000002,True,False,True
COc1ccnc(OC2CCCNC2)c1.Cl,1.6427999999999998,1,4,4,43.38,33,64.55670000000003,True,False,True
Cl.Cl.NCCSc1ccccn1,1.976,1,3,4,38.91,24,58.51140000000002,True,False,True
O.O=C(O)c1cc(=O)cc2n1CCNC2=O,-1.5347999999999995,2,5,1,119.9,26,53.608300000000014,True,False,True
Cl.Cl.NCc1ccc(Br)nc1,2.1464,1,2,2,38.91,20,54.32440000000002,True,False,True
Cc1cccc(CNCc2ccccc2)n1.Cl,3.101620000000002,1,2,5,24.92,34,73.20770000000003,True,False,True
Cl.O=C(c1ccncc1)N1CCNCC1,0.5488,1,3,1,45.23,29,60.25820000000003,True,False,True
Cl.O=C(NC1CCNCC1)c1ccncc1,0.9852,2,3,2,54.02,32,64.84290000000003,True,False,True
Cc1cc(CCl)c2ccccc2n1.Cl,3.7038200000000017,0,1,2,12.89,25,63.285000000000025,True,False,True
Cl.c1ccc(OC2CCNC2)nc1,1.2440999999999998,1,3,2,34.15,26,53.387700000000024,True,False,True
COc1ncccc1CN.O=C(O)C(=O)O,-0.2954999999999992,3,7,4,122.74000000000002,28,53.95200000000001,True,False,True
Cl.Cl.O=C(Nc1cccnc1)C1CCNCC1,1.8632999999999993,2,3,2,54.02,34,72.95640000000003,True,False,True
Cl.Cl.NCCCC(=O)c1cccnc1,1.8468,1,3,5,55.98,28,61.35190000000003,True,False,True
Cc1ncc(COP(=O)(O)O)c(CO)c1O.Cl,0.6190199999999997,4,7,9,120.11,30,60.64270000000003,True,False,True
Cl.NCCCCn1cc(Br)ccc1=O,1.7715,1,3,5,48.02,28,63.93840000000002,True,False,True
Cl.Cl.Cn1nc(C2CCNC2)c2cccnc21,1.8887999999999996,1,4,2,42.74,33,73.23270000000004,True,False,True
Cl.Clc1ccc2nc(C(Cl)Cl)cn2c1,3.885700000000001,0,2,1,17.3,20,61.89700000000002,True,False,True
Cl.Cl.NCCc1csc(-c2ccncc2)n1,2.5499,1,4,4,51.8,29,72.59940000000002,True,False,True
Cl.c1ccc(-c2cccnc2C2CCNCC2)cc1,3.6374000000000017,1,2,2,24.92,38,81.76570000000004,True,False,True
Cl.Cl.Clc1ccc([C@H]2CC3CCC2N3)cn1,3.1865000000000023,1,2,1,24.92,31,71.04670000000003,True,False,True
Br.BrCCCc1ccncc1,2.987000000000001,0,1,3,12.89,22,56.67400000000003,True,False,True
Cl.Cl.NC1(Cc2ccccn2)CCC(F)(F)CC1,3.374500000000002,1,2,3,38.91,36,72.77040000000002,True,False,True
Cl.NCCc1c(-c2ccccn2)[nH]c2ccc(F)cc12,3.2920000000000016,2,2,4,54.7,35,81.4941,True,False,True
CN(CC(=O)O)c1ccccn1.Cl,1.0242,1,4,4,53.43000000000001,24,52.39080000000003,True,False,True
CCc1c(C)cnc(CCl)c1C.Cl,3.4214400000000027,0,1,5,12.89,28,59.894000000000034,True,False,True
Cl.NCCOc1ncccc1F,0.9800000000000002,1,3,4,48.14,22,45.99240000000002,True,False,True
Cl.Cl.Nc1cn2ccccc2n1,1.7600999999999998,1,3,1,43.32,21,54.10040000000002,True,False,True
CC(=O)c1sc(-c2cccnc2)nc1C.Cl.Cl,3.5597200000000013,0,4,4,42.85,29,74.58250000000001,True,False,True
Cl.Cn1ccc2c(N)nccc21,1.5773,1,3,2,43.84,22,52.374400000000016,True,False,True
Cl.Cl.c1cnc2c(c1)CCNC2,1.5708999999999995,1,2,0,24.92,24,54.143700000000024,True,False,True
Cc1ccc(N2CCC(N)CC2)nc1.Cl,1.7393199999999998,1,3,3,42.15,33,65.64440000000002,True,False,True
CC(=O)c1ccc(C)cn1.Cl,2.0144200000000008,0,2,3,29.96,21,46.22650000000002,True,False,True
Cl.Cl.NC1CCN(Cc2cccnc2)CC1,1.8483,1,3,3,42.15,35,71.21940000000004,True,False,True
Cl.N#Cc1cccnc1N1CCCC1,1.9752799999999997,0,3,1,39.92,26,57.647000000000034,True,False,True
Cl.Cl.NCC1CCN(C(=O)c2ccncc2)CC1,1.7361000000000002,1,3,3,59.22,37,76.41490000000003,True,False,True
Cl.Cl.NCc1nc(-c2ccccn2)no1,1.4338999999999995,1,5,3,77.83,25,59.91640000000002,True,False,True
Cl.Cl.c1cncc(C2CCC3CCN2CC3)c1,3.472100000000001,0,2,1,16.130000000000003,37,75.00500000000004,True,False,True
CC(C)[C@H](N)c1ccccn1.Cl,2.1592000000000007,1,2,5,38.91,27,53.25140000000003,True,False,True
Cl.ClCc1nc(-c2cccnc2)cs1,3.3657000000000012,0,3,2,25.78,22,62.15000000000003,True,False,True
Cl.Cl.c1ccc(C2CCCN2)nc1,2.3496999999999995,1,2,1,24.92,27,58.71070000000003,True,False,True
Cl.Cl.NCc1cccnc1-c1ccccc1,3.0509000000000013,1,2,3,38.91,30,72.06040000000003,True,False,True
Cl.O=C(OCCC1CCCCN1)c1ccncc1,2.1924,1,4,4,51.22,37,72.02620000000005,True,False,True
Cl.Clc1ccc(CNCC2CCCN2)cn1,1.9983999999999995,2,3,4,36.95,33,69.22640000000003,True,False,True
Cl.Cl.Cn1nc(-c2ccnc(N)c2)nc1N,0.8850999999999996,2,6,4,95.64,28,67.55480000000001,True,False,True
Cc1cnc(CO)c(C)c1.Cl,1.61254,1,2,4,33.120000000000005,23,46.88180000000003,True,False,True
Cl.O=C(Nc1ccccn1)C1CCNC1,1.0514,2,3,2,54.02,29,61.09140000000003,True,False,True
Cl.O=C(NCc1ccncc1)c1n[nH]c2c1CNCC2,0.8021999999999997,3,4,3,82.7,36,76.65360000000003,True,False,True
Cl.NC(C(=O)O)c1ccncc1,0.5878000000000001,2,4,3,76.21000000000001,21,46.04920000000001,True,False,True
Cl.O=[N+]([O-])c1cccnc1OCC1CCNCC1,1.7899999999999998,1,5,4,77.29,34,69.22810000000004,True,False,True
Cc1ccn2cc(C(=O)O)nc2c1.Cl,1.7627199999999998,1,4,2,54.6,23,54.13630000000002,True,False,True
Cl.Cl.O=C(c1ccccn1)C1CCNC1,1.7173999999999996,1,3,2,41.99,29,64.04020000000003,True,False,True
CC(C)C(N)c1cccnc1.Cl.Cl,2.5810000000000013,1,2,5,38.91,29,60.49940000000004,True,False,True
Cl.O=C(O)c1nc(C2CC2)n2ccccc12,2.3317000000000005,1,4,2,54.599999999999994,27,61.374300000000034,True,False,True
Cl.O=C(NCc1ccccn1)C1CCCCN1,1.2616999999999998,2,3,3,54.02,35,68.97340000000003,True,False,True
Cl.Cl.Nc1ccnc(OC(F)F)c1,2.1087999999999996,1,3,3,48.14,21,49.777400000000014,True,False,True
Cl.Cl.NCCCCc1ccncc1,2.2066,1,2,5,38.91,29,60.72540000000003,True,False,True
Nc1c(C(=O)O)cnc2c(F)cccc12.O.O,0.0049,2,4,2,139.21,28,60.300300000000014,True,False,True
Cl.Cl.c1cncc(OC2CCNCC2)c1,2.055999999999999,1,3,2,34.15,31,65.25270000000003,True,False,True
Cl.N=C(N)CCc1ccccn1,1.37197,2,2,3,62.760000000000005,24,51.720100000000016,True,False,True
Cl.Cl.NCCc1cccnc1,1.4264,1,2,3,38.91,23,51.49140000000002,True,False,True
Cl.Cl.Nc1ccc(Br)c2cccnc12,3.4231000000000016,1,2,1,38.91,23,68.35140000000001,True,False,True
COc1ccnc([C@@H](C)N)c1.Cl,1.5317,1,3,5,48.14,25,50.63940000000002,True,False,True
COc1c(N)ccnc1Cl.Cl.O,0.9228999999999998,1,3,3,79.64,22,51.07320000000002,True,False,True
Cl.OB(O)c1ccc2ncccc2c1,0.3364,2,3,3,53.35,23,58.81660000000004,True,False,True
Cl.Cl.NCCc1cncc(Br)c1,2.1889000000000003,1,2,3,38.91,23,59.19140000000002,True,False,True
Cl.Clc1ccc(CNC2CCNC2)cn1,1.6082999999999998,2,3,3,36.95,30,64.60940000000002,True,False,True
Cl.c1cnc2c(OCCC3CCNCC3)cccc2c1,3.425100000000002,1,3,4,34.15,41,84.69670000000005,True,False,True
CNCCOc1cc(C)n(C)c(=O)c1.Cl,0.7137199999999995,1,4,7,43.26,32,63.08970000000003,True,False,True
Cl.ClCc1ccc(-n2ccnc2)nc1,2.4279,0,3,2,30.71,23,58.16400000000002,True,False,True
CC(C)CNCc1cccnc1.Cl,2.249000000000001,1,2,6,24.92,30,58.02970000000004,True,False,True
Cl.NC(c1ccccn1)C1CCC1,2.3033,1,2,3,38.91,28,55.75440000000003,True,False,True
COc1cc(N)cc2c(C)cc(=O)[nH]c12.Cl,1.84912,2,3,4,68.11,29,67.5181,True,False,True
Cc1cc(=O)c(C(=O)O)c(C)[nH]1.O,-0.1347600000000001,2,3,3,101.66,24,47.109800000000014,True,False,True
Cl.O=[N+]([O-])c1ccc(OCC2CCNC2)nc1,1.3998999999999997,1,5,4,77.29,31,64.61110000000004,True,False,True
O.O=C(O)c1cc2c(nc1Cl)CCC2,1.0972,1,3,1,81.69,24,51.84510000000002,True,False,True
CCCNCc1ccccn1.Cl,2.003000000000001,1,2,5,24.92,27,53.48270000000004,True,False,True
CC(N)C(=O)NCc1ccccn1.Cl,0.4667999999999997,2,3,5,68.01,28,56.981100000000026,True,False,True
Cl.Clc1ccc(CNC2CC2)cn1,2.4088000000000003,1,2,3,24.92,25,56.356700000000025,True,False,True
CNc1ncccc1CN.Cl,1.0037999999999998,2,3,4,50.94,23,48.92310000000002,True,False,True
Cl.c1cc(O[C@H]2CCNC2)ccn1,1.2440999999999998,1,3,2,34.15,26,53.387700000000024,True,False,True
Cl.Cl.Nc1ccc(OC(F)F)cn1,2.1087999999999996,1,3,3,48.14,21,49.77740000000001,True,False,True
COc1ccnc(OC2CCNC2)c1.Cl.Cl,1.6745,1,4,4,43.38,32,67.18770000000002,True,False,True
Cl.ClCc1ccc(OCc2cccnc2)cc1,3.821200000000003,0,2,4,22.12,30,71.81600000000003,True,False,True
CNCc1nc(-c2ccccn2)no1.Cl.Cl,1.6945999999999994,1,5,4,63.84,28,64.78870000000002,True,False,True
F[B-](F)(F)F.c1cc[n+](Cn2nnc3ccccc32)cc1,2.5246000000000004,0,3,2,34.59,32,69.74900000000004,True,False,True
CCc1cccc(C(=N)N)n1.Cl,1.34987,2,2,3,62.760000000000005,24,51.87910000000002,True,False,True
CCCC(C(=O)[O-])c1ncccc1OC.[Na+],-2.272199999999997,0,4,7,62.25,30,53.44500000000003,True,False,True
Cl.O=[N+]([O-])c1cccnc1OC1CCNCC1,1.5423999999999995,1,5,3,77.29,31,64.65910000000004,True,False,True
Cl.O=[N+]([O-])c1cccnc1N1CCC(O)CC1,1.3726999999999996,1,5,3,79.5,31,65.59320000000004,True,False,True
Cl.Cl.NC1CCc2ncccc21,1.8712,1,2,1,38.91,24,53.98240000000003,True,False,True
COc1cc(OC2CCNCC2)ccn1.Cl,1.6427999999999998,1,4,4,43.38,33,64.55670000000003,True,False,True
Cl.Cl.O=C(O)Cn1ncc2ncccc21,1.3595,1,5,2,68.00999999999999,24,59.65980000000001,True,False,True
CCOc1ccnc(C(=N)N)c1.Cl,1.18617,2,3,4,71.99,25,53.67010000000001,True,False,True
Cl.Clc1cnc2c(c1)CNCC2,1.8025,1,2,0,24.92,22,51.905700000000024,True,False,True
Cl.O=C(O)CCS(=O)(=O)Cc1cccnc1,0.8929,1,5,5,84.33,28,61.22860000000003,True,False,True
CNc1ccc(N)cn1.Cl,1.1272999999999995,2,3,3,50.94,20,45.44410000000001,True,False,True
Cl.O=C(O)c1cc(N2CCNCC2)nc2ccccc12,1.7644,2,5,2,65.46000000000001,36,81.03300000000003,True,False,True
CN(C)c1cc(C(=O)O)ccn1.Cl,1.2675999999999998,1,4,4,53.43000000000001,24,52.77130000000002,True,False,True
COC(=O)c1cnccc1CCl.Cl,2.0288,0,3,3,39.19,22,52.381500000000024,True,False,True
CCC(C)NCc1ccncc1.Cl,2.391500000000001,1,2,6,24.92,30,58.07770000000004,True,False,True
Cl.NC(c1ccccc1)c1ccccn1,2.5515000000000008,1,2,3,38.91,28,63.95740000000003,True,False,True
COc1cc(C(=O)O)ncc1C.Cl,1.51862,1,4,4,59.42,23,49.73330000000002,True,False,True
COC(=O)C(Cl)c1cccnc1.Cl,1.9563,0,3,3,39.19,22,52.09500000000003,True,False,True
C[n+]1c(N)ccc2ccccc21.F[B-](F)(F)F,2.546500000000001,1,1,2,29.9,28,59.7224,True,False,True
C1=C(c2ccccn2)CCNC1.Cl.Cl,2.3019000000000007,1,2,1,24.92,28,64.19670000000004,True,False,True
Cl.NCCCOc1ccc(C(F)(F)F)cn1,2.2498000000000005,1,3,5,48.14,28,55.65340000000001,True,False,True
Cc1cc(C)n(N)c(=O)c1.Cl,0.6007399999999998,1,3,3,48.02,22,47.57440000000002,True,False,True
Cl.Cl.N=C(N)c1ccc(Oc2ccccc2)nc1,3.001570000000001,2,3,3,71.99000000000001,31,76.26510000000003,True,False,True
Cl.Cl.NCc1cc2ccccc2cn1,2.537100000000001,1,2,2,38.91,26,64.13040000000002,True,False,True
Cl.Cl.NC(Cc1ccncc1)CC1CCCC1,3.375300000000002,1,2,5,38.91,39,76.98740000000004,True,False,True
CCc1ccnc(C(=O)O)c1.Cl,1.7639999999999998,1,3,3,50.19,22,47.82230000000002,True,False,True
Cc1cnn(-c2ccncc2)c1.Cl,1.99752,0,3,2,30.71,23,53.34400000000003,True,False,True
CC(C)Oc1ccc(C(=N)N)cn1.Cl,1.5746699999999998,2,3,5,71.99,28,58.26510000000002,True,False,True
O=C(O)C(=O)O.c1coc(CNCc2ccncc2)c1,1.1199999999999992,3,7,4,112.66,34,68.76030000000003,True,False,True
C(#CC1CCNCC1)c1cccnc1.Cl.Cl,2.276300000000001,1,2,0,24.92,32,71.20470000000002,True,False,True
Cl.NC(c1ccccn1)C1CC1,1.9132,1,2,3,38.91,25,51.13740000000003,True,False,True
Cl.ClCc1ccnc2[nH]ccc12,2.7235000000000005,1,1,1,28.68,20,52.89870000000003,True,False,True
Cl.OCc1ccc(O)c(CO)n1,0.1936000000000002,3,4,5,73.58,22,44.995400000000025,True,False,True
CC[C@@H](N)c1ccc(OC)nc1.Cl,1.9217999999999995,1,3,6,48.14,28,55.25640000000003,True,False,True
CNCC(=O)NCc1cccnc1.Cl,0.3389999999999993,2,3,5,54.02,28,57.25840000000003,True,False,True
Cl.NCCCCC/C(=N/O)c1ccncc1,2.2008,2,4,8,71.5,34,67.33090000000003,True,False,True
Cc1cccn2cc(CC(=O)O)nc12.Cl,1.69162,1,4,3,54.6,26,58.516800000000025,True,False,True
Cl.N[C@H](c1ccccn1)C(F)(F)F,2.0655,1,2,2,38.91,21,44.46840000000001,True,False,True
Cl.Cl.c1cncc(OC2CCCNC2)c1,2.055999999999999,1,3,2,34.15,31,65.25270000000003,True,False,True
Br.BrCCCc1cccnc1,2.987000000000002,0,1,3,12.89,22,56.67400000000003,True,False,True
COC(=O)c1ccc(N)cn1.Cl,0.8721999999999999,1,4,3,65.21000000000001,21,47.23690000000001,True,False,True
Cl.Cl.Nc1ccc(O)c2ncccc12,2.3662,2,3,2,59.14,24,62.316200000000016,True,False,True
CCCC[n+]1ccc(C)cc1.[I-],-0.9133799999999984,0,0,5,3.88,28,46.282000000000025,True,False,True
Cc1cncc(B(O)O)c1.O,-1.7548800000000004,2,3,4,84.85000000000001,21,42.41340000000002,True,False,True
Cl.Cl.Cl.c1cncc(C2CNCCN2)c1,1.5809000000000004,2,3,1,36.95,31,69.59440000000004,True,False,True
COC(=O)C(N)c1ccccn1.Cl.Cl,1.0979999999999996,1,4,4,65.21000000000001,26,57.67740000000003,True,False,True
Cl.c1cnc2[nH]c3c(c2c1)CCNC3,1.6303999999999996,2,2,0,40.71,26,58.75240000000002,True,False,True
C[n+]1cccc2cc(N)ccc21.[I-],-1.749499999999999,1,1,2,29.9,24,49.536400000000015,True,False,True
Cl.O=C(Cl)c1ccc(N2CCOCC2)nc1,1.719,0,4,2,42.43000000000001,28,64.70050000000003,True,False,True
O=C(O)c1cccc(Cl)c1.[O-][n+]1cccc2cc[nH]c21,2.839500000000001,2,3,1,80.03,31,75.67000000000003,True,False,True
Cl.O=C(O)Cc1cnc2ccccc2c1,2.2837000000000005,1,3,2,50.19,25,60.33080000000002,True,False,True
CC(C)c1ccc(C(=O)O)nc1.Cl,2.3250000000000006,1,3,4,50.19,25,52.533300000000025,True,False,True
Cl.FC(F)(F)c1ccc(OC2CCNCC2)nc1,2.6530000000000005,1,3,2,34.15,32,63.00670000000003,True,False,True
Cl.Cl.NCc1ccnc(F)c1,1.523,1,2,2,38.91,20,46.582400000000014,True,False,True
Cc1cn2cc(CN)ccc2n1.Cl.Cl,1.9450200000000004,1,3,3,43.32,27,62.31640000000003,True,False,True
Br.Br.NCc1ccnc(O)c1,1.4017,2,3,3,59.14,21,54.43720000000002,True,False,True
CC1CCC(C(N)c2ccccn2)CC1.Cl,3.3295000000000017,1,2,4,38.91,37,69.53540000000004,True,False,True
CC1(C)COB(c2cnccc2Cl)OC1.Cl,1.9250000000000005,0,3,3,31.35,30,67.56800000000003,True,False,True
Cl.Cl.c1ccc(C2CNCCO2)nc1,1.5860999999999994,1,3,1,34.15,28,60.29570000000003,True,False,True
Cc1ncccc1CN.Cl.Cl,1.69232,1,2,3,38.91,23,51.361400000000025,True,False,True
Cl.O=C(NCc1cccnc1)N[C@@H]1CCNC1,0.6645,3,3,3,66.05,34,68.13110000000003,True,False,True
NCCO.O=C(O)c1nc(Cl)ccc1Cl,1.024,3,5,4,96.44,25,57.35650000000002,True,False,True
COc1ccc(N)c(N)n1.Cl.Cl,1.0981999999999996,2,4,4,74.16,23,54.10980000000001,True,False,True
Cl.O=C(O)CCNc1ccccn1,1.3899999999999997,2,4,4,62.22,24,52.22750000000002,True,False,True
Cl.Cl.Clc1ccc([C@@H]2CC3CCC2N3)cn1,3.1865000000000023,1,2,1,24.92,31,71.04670000000003,True,False,True
Cl.Cl.c1cc2c(cn1)NCCC2,2.2832999999999997,1,2,0,24.92,24,55.54370000000002,True,False,True
Cl.Cl.Nc1ccc2[nH]nc(-c3ccncc3)c2c1,3.050700000000001,2,3,2,67.59,30,78.23310000000001,True,False,True
Cl.O=C(OCC1CCNCC1)c1cc(Cl)ccn1,2.3132,1,4,3,51.22,34,72.37120000000003,True,False,True
CC(C)C(N)C(=O)NCc1ccccn1.Cl,1.1028999999999995,2,3,7,68.01,34,66.14510000000003,True,False,True
Cl.Cl.O=c1ccccn1CCN1CCNCC1,0.5970999999999997,1,4,3,37.27,36,74.50770000000004,True,False,True
Cl.c1cncc(C(C2CNC2)n2nccn2)c1,0.9037,1,5,3,55.63,31,66.00570000000002,True,False,True
Cc1ccc(OC2CCNCC2)cn1.Cl.Cl,2.364420000000001,1,3,3,34.15,34,69.98970000000003,True,False,True
C=CCC(N)c1ccncc1.Cl.Cl,2.501100000000001,1,2,4,38.91,27,60.47540000000003,True,False,True
Cl.Fc1ncccc1C1CNC1,1.3293,1,2,1,24.92,22,47.05370000000002,True,False,True
Cl.c1cncc(C2CNCCO2)c1,1.1643,1,3,1,34.150000000000006,26,53.04770000000003,True,False,True
Cl.O=C(c1ccncc1)C1CNC1,0.9055000000000002,1,3,2,41.99,24,52.175200000000025,True,False,True
COc1cccc(C(=N)N)n1.Cl,0.7960699999999998,2,3,3,71.99,22,49.053100000000015,True,False,True
Cc1ccc(B(O)O)cn1.O,-1.7548800000000004,2,3,4,84.85,21,42.41340000000001,True,False,True
BrCc1ccc(-c2ccccn2)cc1.Cl,4.065300000000003,0,1,2,12.89,26,69.55200000000002,True,False,True
C[C@@H](N)c1ncccc1Br.Cl,2.285600000000001,1,2,3,38.91,21,51.78740000000002,True,False,True
Cl.c1ccc(OCC2CCNCC2)nc1,1.8818,1,3,3,34.15,32,62.57370000000003,True,False,True
CN(Cc1ccc(Cl)nc1)C1CCCNC1.Cl,2.3406000000000007,1,3,4,28.160000000000004,36,73.85370000000003,True,False,True
CC(C)(C)Sc1ccc(C(=N)N)cn1.Cl,2.6780699999999995,2,3,2,62.760000000000005,31,68.11110000000002,True,False,True
O=C(O)C(=O)O.c1cc(CNC2CCCC2)ccn1,1.2693999999999994,3,6,3,99.52,37,68.60430000000002,True,False,True
Cl.c1cncc(OCC2CCCNC2)c1,1.8818,1,3,3,34.15,32,62.57370000000004,True,False,True
Cl.O=C(NC1CCNCC1)c1cccnc1,0.9852000000000004,2,3,2,54.02,32,64.84290000000003,True,False,True
Cl.Cl.c1cc2c(cn1)OCCNC2,1.4071999999999998,1,3,0,34.15,25,55.93470000000003,True,False,True
Cl.Cl.NCCc1nc(-c2ccccn2)cs1,2.549900000000001,1,4,4,51.8,29,72.59940000000003,True,False,True
Cl.O=C(O)c1cc2ccccc2nc1N1CCCC1,2.955000000000001,1,4,2,53.43,34,77.39730000000003,True,False,True
Cl.Cl.Oc1cc(Br)cn2ccnc12,2.646000000000001,1,3,1,37.53,20,59.05280000000001,True,False,True
Cl.Cl.NCc1cc(Cl)ccn1,2.0372999999999997,1,2,2,38.91,20,51.634400000000014,True,False,True
Cl.N=C(N)c1ccnc(-n2cnc3ccccc32)c1,2.1263699999999996,2,4,2,80.58,31,77.12910000000001,True,False,True
CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,3.0716000000000014,0,3,8,19.37,42,87.53100000000005,True,False,True
COC(=O)C(N)Cc1ccc(Cl)cn1.Cl.Cl,1.6213999999999995,1,4,5,65.21000000000001,29,67.43840000000002,True,False,True
COc1cncc(CCl)c1.Cl,2.2508000000000004,0,2,3,22.12,20,47.59400000000002,True,False,True
Cl.OB(O)c1ccc2cnccc2c1,0.3363999999999998,2,3,3,53.35,23,58.81660000000004,True,False,True
Cl.Cl.NC(C(=O)O)c1cccnc1,1.0096,2,4,3,76.21000000000001,23,53.29720000000002,True,False,True
O.O=c1cc(-c2ccncc2)c2ccc(O)cc2o1,1.7358999999999998,1,4,2,94.83,30,70.99360000000003,True,False,True
CC(=O)/C=C/c1cccc[n+]1C.[I-],-1.8826999999999976,0,1,4,20.95,25,47.33300000000003,True,False,True
CC[n+]1ccc(C)c2ccccc21.[I-],-0.5403799999999999,0,0,3,3.88,28,54.55400000000003,True,False,True
CCOCc1ccc(O)c2ncccc12.Cl,2.898700000000002,1,3,5,42.35,30,65.98580000000003,True,False,True
COc1cccnc1N1CCC(N)CC1.Cl,1.4394999999999998,1,4,4,51.379999999999995,34,67.45940000000003,True,False,True
Cl.O=[N+]([O-])c1cccnc1NC1CCCNC1,1.5754999999999997,2,5,3,80.09,32,67.65380000000003,True,False,True
Cl.NCCc1c(-c2ccncc2)[nH]c2ccc(F)cc12,3.2920000000000016,2,2,4,54.7,35,81.49410000000002,True,False,True
CNc1cn2ccccc2n1.Cl.Cl,2.2196000000000007,1,3,2,29.33,24,59.23470000000003,True,False,True
O[B-](O)(O)c1cc(C(F)(F)F)ccn1.[Li+],-3.7727999999999993,3,4,4,73.58,21,41.28340000000002,True,False,True
CC(N)Cc1cccnc1.Cl.Cl,1.8149000000000008,1,2,4,38.91,26,56.08640000000003,True,False,True
Cl.ClCc1ccccc1Oc1cccnc1,4.034500000000002,0,2,3,22.12,27,67.55800000000004,True,False,True
Cl.O=C(O)c1ccc(CNc2ccncc2)cc1,2.8137000000000008,2,4,4,62.22,31,72.21300000000002,True,False,True
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccncc2)CN1.Cl,0.5636999999999999,1,6,4,77.52000000000001,34,69.11220000000003,True,False,True
Cl.NCCNS(=O)(=O)c1cccc2cnccc12,0.8935999999999997,2,4,5,85.08,32,73.23390000000002,True,False,True
Cl.Cl.O=C(c1ccccn1)N1CCCNCC1,1.3606999999999998,1,3,1,45.23,34,72.12320000000004,True,False,True
Cl.NCc1ccc2cccnc2c1,2.1153,1,2,2,38.91,24,56.88240000000002,True,False,True
CCOC(=O)c1ccnc(C)c1.Cl,1.98852,0,3,4,39.19,25,52.17850000000003,True,False,True
CC[C@H](N)c1ccccn1.Cl,1.9132,1,2,4,38.91,24,48.70440000000003,True,False,True
Br.O=C(Cc1ccncc1)c1ccc(O)cc1,2.7905000000000006,1,3,4,50.19,29,70.70030000000003,True,False,True
Cl.Cl.c1cncc(C2CCCN2)c1,2.3496999999999995,1,2,1,24.92,27,58.71070000000003,True,False,True
Cl.Cl.Fc1cc(N2CCNCC2)ccn1,1.4739,1,3,1,28.16,29,63.773700000000034,True,False,True
O=C(O)C(F)(F)F.c1ccc(CN2CCNCC2)nc1,1.1201,2,5,2,65.46000000000001,36,66.07450000000003,True,False,True
Cc1ccnc(O[C@H]2CCNC2)c1.Cl,1.55252,1,3,3,34.15,29,58.12470000000003,True,False,True
Cl.Cl.O=C(c1ccncc1)C1CCCNC1,2.107499999999999,1,3,2,41.99,32,68.65720000000003,True,False,True
Cc1cc(C(=O)O)cnc1C.Cl,1.81844,1,3,3,50.19,22,47.918300000000016,True,False,True
Cc1cc2c(cn1)[C@@H](N)CC2.Cl,1.7578200000000002,1,2,2,38.91,25,51.471400000000024,True,False,True
