SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS
O=C(O)C(O)C(O)C(=O)O.c1cncc(C2CCCN2)c1,-0.6164999999999998,5,8,6,139.98000000000002,39,71.49990000000004,True,False,True
O=S(=O)(O)O.c1ccc2ncccc2c1,1.582,2,5,2,87.49000000000001,24,55.92040000000002,True,False,True
COc1cnc(OC)c2[nH]ccc12.Cl,2.0018999999999996,1,3,4,47.14,25,56.44570000000003,True,False,True
COC(=O)[C@H](N)Cc1cncc(Cl)c1.Cl,1.1995999999999996,1,4,5,65.21000000000001,27,60.190400000000025,True,False,True
Cl.Cl.c1cncc(CNC2CCCCC2)c1,3.347500000000001,1,2,3,24.92,36,72.44570000000004,True,False,True
Cl.Cl.N#Cc1ccc(N2CCNCC2)cn1,1.2064799999999998,1,4,1,51.95,30,68.53070000000002,True,False,True
Cl.Cl.Cl.c1ccc(N[C@H]2CCNC2)nc1,2.1208,2,3,2,36.95,31,70.87840000000003,True,False,True
Cl.NCc1cccnc1-n1cccn1,1.1478,1,4,3,56.73,25,56.498400000000025,True,False,True
Cc1cccc(C(N)CC(C)C)n1.Cl,2.857720000000002,1,2,7,38.91,33,62.60540000000003,True,False,True
COc1cc(B(O)O)ccn1.Cl,-0.8082000000000005,2,4,5,62.58,21,47.86260000000002,True,False,True
Cl.Nc1ccc(-c2ccccn2)cc1,2.7526,1,2,2,38.91,25,61.333400000000026,True,False,True
Cc1cccc(OC2CCNCC2)n1.Cl.Cl,2.364420000000001,1,3,3,34.15,34,69.98970000000003,True,False,True
COc1cccc(-c2cccc(C(=N)N)n2)c1.Cl,2.4630699999999996,2,3,4,71.99,32,74.48910000000001,True,False,True
C=CCNCc1cccnc1.Cl,1.779,1,2,4,24.92,25,53.38870000000003,True,False,True
C[C@@H](N)c1ccnc(Cl)c1.Cl,2.1765000000000003,1,2,3,38.91,21,49.09740000000002,True,False,True
CN(C)c1cc[n+](C#N)cc1.F[B-](F)(F)F,1.66928,0,2,3,30.91,26,52.16100000000001,True,False,True
Cc1ccc(F)c2cccnc12.Cl,3.1041200000000013,0,1,1,12.89,22,53.68600000000002,True,False,True
Cl.Cl.NC1CCCN(Cc2cccnc2)C1,1.8483,1,3,3,42.15,35,71.21940000000004,True,False,True
Br.OCc1ccnc2ccccc12,2.3049999999999997,1,2,2,33.120000000000005,23,57.98780000000002,True,False,True
Cl.O.O=C(O)c1cc(-c2ccncc2)n[nH]1,0.7669999999999999,2,4,2,110.37,26,59.639800000000015,True,False,True
Cl.Cl.NCCNc1ccc(Br)cn1,2.0582999999999996,2,3,4,50.94,25,63.977100000000014,True,False,True
CC(C)CCC(N)c1ccccn1.Cl,2.9394000000000013,1,2,7,38.91,33,62.48540000000004,True,False,True
Cl.Cl.N[C@@H](CC(=O)O)Cc1ccncc1,1.2697,2,4,5,76.21000000000001,29,62.66520000000002,True,False,True
Cc1ccc(N2CCCC(N)C2)nc1.Cl,1.7393199999999998,1,3,3,42.15,33,65.64440000000002,True,False,True
C[n+]1ccc(N=[N+]=[N-])c2ccccc21.F[B-](F)(F)F,3.9061000000000017,0,1,2,52.64,28,64.116,True,False,True
Cl.Cl.NCC(CO)Cc1ccncc1Cl,1.6883,2,3,6,59.14,30,67.07720000000002,True,False,True
Cc1cc2cc(CN)c(=O)[nH]c2cc1C.Cl,2.02544,2,2,4,58.88,31,69.18210000000002,True,False,True
Cl.O=[N+]([O-])c1cccnc1N1CCN(CCO)CC1,0.5258999999999996,1,6,5,82.74000000000001,36,73.87820000000004,True,False,True
Cl.c1cc(C2CNC2)ccn1,1.1902,1,2,1,24.92,22,47.09570000000002,True,False,True
Cl.O=C(NCc1ccccn1)C1CCNCC1,1.1192,2,3,3,54.02,35,68.92540000000004,True,False,True
CC(C)CC(N)c1nnc2ccccn12.Cl,2.1970000000000005,1,4,6,56.209999999999994,33,66.61840000000002,True,False,True
Cl.Cl.O=C(O)C1CCN(Cc2cccnc2)CC1,2.2218,1,4,3,53.43,36,74.36980000000004,True,False,True
COc1cccc(OC2CCNC2)n1.Cl.Cl,1.6745,1,4,4,43.38,32,67.18770000000002,True,False,True
Cl.Cl.NCCNC(=O)c1cccnc1,0.6136999999999999,2,3,4,68.00999999999999,27,60.12060000000002,True,False,True
CCCNCc1ccncc1.Cl.Cl,2.424800000000001,1,2,5,24.92,29,60.73070000000004,True,False,True
Cl.NC(c1ccncc1)C1CCCCCC1,3.473600000000002,1,2,3,38.91,37,69.60540000000005,True,False,True
Cl.O=C(O)CCc1ccc(Cl)nc1,2.1739999999999995,1,3,3,50.19,22,52.45180000000002,True,False,True
CNCc1cccc(-c2ccncc2)c1.Cl,2.8898000000000015,1,2,4,24.92,31,69.68470000000002,True,False,True
Cl.NCCN1C(=O)SC(=Cc2cccnc2)C1=O,1.4984000000000002,1,5,4,76.28999999999999,30,73.21640000000002,True,False,True
Cl.c1cc(SCC2CCNC2)ccn1,2.205,1,3,3,24.92,29,63.18570000000003,True,False,True
CC[C@H](N)c1ccc2[nH]ccc2n1.Cl,2.3945000000000003,2,2,4,54.7,28,60.561100000000025,True,False,True
Cl.NCCC(=O)NCc1cccnc1,0.4683999999999997,2,3,5,68.01,28,57.003100000000025,True,False,True
Cl.Nc1cc(CCc2ccccc2)ccn1,2.870800000000001,1,2,4,38.91,31,69.74740000000003,True,False,True
Cl.O=C(OCC1CCNCC1)c1cccnc1,1.6598,1,4,3,51.22,34,67.36120000000004,True,False,True
Brc1cc(CNC2CC2)ccn1.Cl,2.517900000000002,1,2,3,24.92,25,59.04670000000002,True,False,True
COc1cccnc1N1CCNCC1.Cl.Cl,1.3433999999999997,1,4,3,37.39,33,70.36770000000003,True,False,True
Cl.N=C(N)c1cc(C(F)(F)F)ccn1,1.80627,2,2,1,62.760000000000005,21,47.5031,True,False,True
Cl.NC(=O)c1cc(Oc2ccc(N)cc2)ccn1,1.9768,2,4,4,91.23,30,70.93130000000001,True,False,True
Cl.Cl.NNCc1ccncc1,0.8885000000000001,2,3,3,50.94,22,49.760100000000016,True,False,True
COc1c(C)cnc(CNCC(C)C)c1C.Cl.Cl,3.2962400000000027,1,3,10,34.15,42,81.30370000000003,True,False,True
CC(=O)c1sc(Nc2ccccn2)nc1C.Cl,3.2145200000000016,1,5,5,54.88,29,71.62320000000001,True,False,True
CC(C)[C@@H](N)c1ccncc1.Cl.Cl,2.5810000000000013,1,2,5,38.91,29,60.49940000000004,True,False,True
CC(C)(CO)c1ccc2c(n1)NCCC2.Cl,2.1314000000000006,2,3,5,45.150000000000006,35,68.40750000000003,True,False,True
Cl.Cl.NC1(c2cccnc2)CC1,1.873,1,2,2,38.91,24,53.83240000000003,True,False,True
Cl.O=C(O)c1cc(N2CCCCC2)ccn1,2.1919000000000004,1,4,2,53.43,31,64.50830000000003,True,False,True
Cc1cc(N)cnc1N1CCCCC1.Cl.Cl,2.8061200000000017,1,3,3,42.15,35,73.94640000000003,True,False,True
Cl.Cl.NNC(=O)CSc1ccncc1,1.0072,2,4,4,68.00999999999999,25,61.78710000000002,True,False,True
Cl.O=C(Nc1ccccn1)c1ccccc1,2.755700000000001,1,2,2,41.99,27,65.88020000000003,True,False,True
Cl.O=C(O)Cc1c[nH]c2ncccc12,1.6118,2,3,2,65.97999999999999,23,54.681500000000014,True,False,True
Cl.N=C(N)c1cc2ccccc2c(Cl)n1,2.5940700000000003,2,2,1,62.760000000000005,24,65.0171,True,False,True
COc1ccc2nc(C)cc(NN)c2c1.Cl,2.2592199999999996,2,4,5,60.17,30,68.09010000000002,True,False,True
[Br-].c1ccc(C[n+]2cccc3cc[nH]c32)cc1,-0.4922999999999982,1,0,2,19.67,30,64.03770000000003,True,False,True
Cc1cc(CN)cc(C)n1.Cl.Cl,2.0007400000000004,1,2,4,38.91,26,56.09840000000003,True,False,True
COc1cccnc1OC1CCNCC1.Cl,1.6427999999999996,1,4,4,43.38,33,64.55670000000003,True,False,True
Cl.O=C(O)Cc1ccc2ccccc2n1,2.2836999999999996,1,3,2,50.19,25,60.330800000000025,True,False,True
Cl.NC(CO)Cc1cccnc1,0.3654999999999998,2,3,5,59.14,25,50.25020000000003,True,False,True
Cl.NCc1ccnc2[nH]ccc12,1.4434,2,2,2,54.7,22,51.233100000000015,True,False,True
CCc1nc2ccc(Cl)cn2c1C(=O)[O-].[Na+],-2.082399999999999,0,4,3,57.43000000000001,24,53.91050000000001,True,False,True
CC(N)c1nc(-c2cccnc2)cs1.Cl.Cl,3.0684000000000022,1,4,4,51.8,29,72.44340000000003,True,False,True
Cl.N=C(N)c1cc(NC2CC2)ccn1,1.36177,3,3,3,74.79,27,59.145800000000015,True,False,True
CCC(N)c1ccc(C)cn1.Cl.Cl,2.6434200000000008,1,2,5,38.91,29,60.689400000000035,True,False,True
Cl.NCCc1cc(C(F)(F)F)ccn1,2.0233999999999996,1,2,3,38.91,24,49.24540000000002,True,False,True
Cl.Cl.c1ccc2ncc(CC3CCNCC3)cc2c1,3.6205000000000007,1,2,2,24.92,39,85.53670000000004,True,False,True
Cl.Cl.c1ccc(CNCc2ccco2)nc1,2.808,1,3,4,38.06,30,67.98470000000003,True,False,True
Cl.NC1(c2ncc(F)cc2F)CC1,1.7294,1,2,2,38.91,22,46.50040000000002,True,False,True
COC(=O)c1ccnc(N2CCC(N)CC2)c1.Cl,1.2174999999999996,1,5,4,68.45,36,72.24690000000004,True,False,True
Cc1cc(C(=O)O)c(N)cn1.Cl,1.09222,2,4,3,76.21,21,47.593700000000005,True,False,True
Cl.[2H]C([2H])(O)c1cnc(C)c(O)c1C([2H])([2H])O,0.5020199999999999,3,4,6,73.58000000000001,25,49.73240000000003,True,False,True
Cc1cnc(CCl)c(C)c1.Cl,2.8590400000000016,0,1,3,12.89,22,50.51600000000003,True,False,True
Nc1cc[n+](/C=C/C(=O)c2ccc(Cl)cc2)cc1.[Cl-],-0.4327000000000001,1,2,4,46.97,31,72.16190000000002,True,False,True
Cl.N=C(N)c1ccc(C(F)(F)F)nc1,1.8062699999999996,2,2,1,62.760000000000005,21,47.5031,True,False,True
COc1cc(OC)c2nc(C)cc(N)c2c1.Cl,2.5644200000000006,1,4,6,57.370000000000005,32,71.24440000000001,True,False,True
Cl.Cl.O=C(O)[C@H]1CNC[C@@H]1c1cccnc1,1.3127999999999995,2,4,2,62.22,30,65.46950000000002,True,False,True
Brc1cccc(N[C@@H]2CCNC2)n1.Cl,2.0397000000000003,2,3,2,36.95,27,64.08240000000002,True,False,True
Cl.Cl.c1cnc2sc(N3CCNCC3)nc2c1,1.9444999999999997,1,5,1,41.05,31,76.99370000000002,True,False,True
CCOC(=N)c1cc[n+](C)cc1.[I-],-2.1230299999999973,1,2,4,36.96,26,46.072700000000026,True,False,True
CN1CCCC1c1ccc(N)nc1.Cl.Cl,2.2741000000000007,1,3,3,42.15,32,67.75040000000001,True,False,True
CC[C@H](N)c1ccncc1.Cl.Cl,2.335000000000001,1,2,4,38.91,26,55.95240000000003,True,False,True
Cl.Cl.c1ccc([C@H]2CCCN2)nc1,2.3496999999999995,1,2,1,24.92,27,58.71070000000003,True,False,True
Br.Oc1cc(Cl)cc2cccnc12,3.1717000000000013,1,2,1,33.120000000000005,20,58.73980000000002,True,False,True
COc1ccc(C(=O)/C=C/[n+]2ccc(N)cc2)cc1.[Cl-],-1.077499999999998,1,3,6,56.2,35,73.70390000000002,True,False,True
Cc1cc(C)c(N)c(C)n1.Cl,2.0108600000000005,1,2,4,38.91,24,50.10840000000002,True,False,True
Cl.N=C(N)c1ccc2cc(C(F)(F)F)ccc2n1,2.9594700000000005,2,2,1,62.760000000000005,27,65.00909999999999,True,False,True
Cl.Cl.c1ccc(C2CNCCN2)nc1,1.1590999999999994,2,3,1,36.95,29,62.34640000000003,True,False,True
Cl.Cl.NCc1ncc(F)cc1F,1.6621,1,2,2,38.91,20,46.54040000000001,True,False,True
O=C([O-])Cc1nc(-c2cccnc2)no1.[Na+],-3.571999999999999,0,6,3,91.94,22,46.240000000000016,True,False,True
Cc1cnc(CN)c(Br)c1.Cl,2.03302,1,2,3,38.91,21,51.813400000000016,True,False,True
Cl.Cl.O=C(O)c1cncc2c1CNCC2,1.2690999999999997,2,4,1,62.22,27,61.10300000000002,True,False,True
Cl.Nc1c[nH]c(=O)c2ccccc12,1.5321,2,2,1,58.88,22,56.22910000000001,True,False,True
Cc1cc(C)c2ncccc2c1.Cl,3.273440000000002,0,1,2,12.89,25,58.46500000000004,True,False,True
Cc1cc(NN)c2ccc(Br)cc2n1.Cl,3.013120000000001,2,3,3,50.94,26,69.23810000000002,True,False,True
Cl.Cl.NC1(c2ncccc2C(F)(F)F)CC1,2.891800000000001,1,2,2,38.91,27,58.83440000000002,True,False,True
Cc1ccnc(C(N)C2CC2)c1.Cl.Cl,2.6434200000000008,1,2,4,38.91,30,63.122400000000034,True,False,True
CNCc1ncccc1C(F)(F)F.Cl,2.2416000000000005,1,2,3,24.92,24,49.25070000000002,True,False,True
Cc1cccnc1Nc1nc(-c2ccoc2)cs1.Cl,4.271920000000002,1,5,4,50.95,31,79.32070000000002,True,False,True
Cl.O=C(NC1CCNC1)c1nccc2ccccc12,1.7482999999999995,2,3,2,54.02,35,77.73190000000002,True,False,True
CCCOc1ccnc(C(=N)N)c1.Cl,1.5762699999999998,2,3,5,71.99,28,58.287100000000024,True,False,True
Cl.Cl.N=C(N)Cc1ccccn1,1.4036700000000002,2,2,2,62.760000000000005,23,54.35110000000002,True,False,True
Cl.Cl.OC1(c2cccnc2)CCNCC1,1.4961999999999993,2,3,2,45.150000000000006,31,64.73350000000003,True,False,True
Cl.Cl.Nc1ccc2ncccc2c1,2.6606000000000005,1,2,1,38.91,23,60.65140000000003,True,False,True
Cc1ncc(CO)c(CN)c1O.Cl,0.4684199999999999,3,4,6,79.37,26,51.70100000000002,True,False,True
Cl.Cl.NCc1cccnc1-n1cnc2ccccc21,2.722800000000001,1,4,3,56.73,33,81.25240000000002,True,False,True
CNc1ccc(C(F)(F)F)cn1.Cl,2.5639000000000007,1,2,2,24.92,21,46.03370000000002,True,False,True
Cl.NCc1ncc(Br)cc1C(F)(F)F,2.7434000000000003,1,2,2,38.91,21,52.0784,True,False,True
Cl.c1ccc(CCNCc2ccccn2)cc1,2.835700000000001,1,2,5,24.92,34,73.33770000000004,True,False,True
Cl.NCc1ccnc(C(F)(F)F)c1,1.9809,1,2,2,38.91,21,44.37840000000001,True,False,True
N.O=S(=O)(O)Cc1ccccn1,0.6314,2,5,3,102.26,22,44.51170000000001,True,False,True
Cl.NCc1ccc(O)c2ncccc12,1.8208999999999995,2,3,3,59.14,25,58.54720000000002,True,False,True
O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1.[Na+],-1.2138999999999995,0,4,3,66.16,30,67.58750000000002,True,False,True
Brc1cccc(NC2CCNCC2)n1.Cl,2.4298000000000006,2,3,2,36.95,30,68.69940000000001,True,False,True
Cl.O=C(c1cccnc1)C1CC2CCC(C1)N2,2.216699999999999,1,3,2,41.99,34,68.48520000000003,True,False,True
Cl.Cl.c1cc(-c2noc([C@@H]3CCCN3)n2)ccn1,2.3996999999999993,1,5,2,63.84,32,72.00270000000002,True,False,True
CCC(CO)NCc1ccncc1.Cl,1.3639,2,3,7,45.15,31,59.48950000000004,True,False,True
Cl.Cn1ccnc1Sc1cc(C(=N)N)ccn1,1.6721699999999995,2,5,4,80.58,29,69.83210000000001,True,False,True
CNC1CN(c2ccc(C#N)cn2)C1.Cl.Cl,1.2048799999999995,1,4,3,51.95,30,68.50870000000002,True,False,True
Cl.OC1(Cc2ccccn2)CCNCC1,1.1604,2,3,3,45.150000000000006,32,62.24250000000004,True,False,True
Cl.Cl.Nc1cnc2ccc(F)cc2c1,2.7997000000000005,1,2,1,38.91,23,60.609400000000015,True,False,True
O.O=C(O)c1ccnc(C(=O)O)c1,-0.3466999999999998,2,5,2,118.99,20,41.76940000000001,True,False,True
Cl.Cl.c1ccc(OCC2CCNCC2)nc1,2.3036000000000003,1,3,3,34.15,34,69.82170000000005,True,False,True
Cc1ncc(CO)c(CN)c1O.Cl.O,-0.3562799999999999,3,4,6,110.87,29,55.31480000000003,True,False,True
Cl.Cl.c1cc(OC2CNC2)ccn1,1.2757999999999996,1,3,2,34.15,25,56.018700000000024,True,False,True
Cl.O=C(c1cccnc1)N1CCNCC1,0.5488,1,3,1,45.23,29,60.25820000000003,True,False,True
Cl.Cl.NNCCc1ccccn1,0.931,2,3,4,50.94,25,54.62710000000002,True,False,True
CNCc1cn2cc(C)ccc2n1.Cl.Cl,2.2057200000000012,1,3,4,29.33,30,67.18870000000003,True,False,True
Cc1cccnc1OC1CCCNC1.Cl,1.94262,1,3,3,34.15,32,62.74170000000004,True,False,True
COC(=O)c1ccc2ccccc2[n+]1C.F[B-](F)(F)F,2.7509000000000015,0,2,3,30.18,32,66.64950000000002,True,False,True
Cl.O=C(O)CCC(=O)c1cccnc1,1.5509,1,4,4,67.25999999999999,24,52.68530000000002,True,False,True
Cc1ccn2c(F)c(C(=O)O)nc2c1.Cl,1.9018199999999992,1,4,2,54.6,23,54.09430000000002,True,False,True
Cl.c1cnc2c(OCC3CCNC3)cccc2c1,2.6449000000000007,1,3,3,34.15,35,75.46270000000004,True,False,True
Cl.NCc1ccc(N2CCCCC2=O)nc1,1.4790000000000003,1,3,3,59.22,32,65.58040000000003,True,False,True
O=C(O)C(=O)O.c1cncc(CC2CCNC2)c1,0.3891999999999996,3,6,2,99.52,34,64.18930000000003,True,False,True
Cl.N#CC1(c2ccccn2)CCNCC1,1.6481799999999998,1,3,1,48.71,29,60.879700000000035,True,False,True
Cc1cc(Br)cnc1C(=N)N.Cl,1.8583899999999995,2,2,2,62.760000000000005,21,54.938100000000006,True,False,True
Cl.NC(=O)c1cc2c([nH]c1=O)CCC(N)C2,-0.2884000000000002,3,3,2,101.97,30,62.82900000000001,True,False,True
Cl.Cl.NCC(O)c1ccncc1,0.9173,2,3,4,59.14,24,52.74720000000003,True,False,True
C[C@H](N)c1ncccc1F.Cl.Cl,2.0840000000000005,1,2,3,38.91,23,51.29340000000003,True,False,True
Cl.Cl.NCc1nc(-c2cccnc2)n[nH]1,1.1689999999999998,2,4,3,80.47999999999999,26,62.001100000000015,True,False,True
Cl.O=C(CCl)Nc1ccc(Cl)cn1,2.3341000000000003,1,2,2,41.99,20,55.84470000000002,True,False,True
Cl.Cl.c1ccc(O[C@@H]2CCNC2)nc1,1.6658999999999995,1,3,2,34.15,28,60.63570000000003,True,False,True
Cl.O=C(c1ccccn1)C1CCNCC1,1.6856999999999998,1,3,2,41.99,30,61.409200000000034,True,False,True
Cl.Cl.Clc1cccnc1N1CCNCC1,1.9882,1,3,1,28.160000000000004,29,68.82570000000004,True,False,True
C[n+]1cccc2ccccc21.[O-][Cl+3]([O-])([O-])[O-],-3.0916999999999977,0,4,1,96.12,26,45.124000000000024,True,False,True
CCNC(C)c1ccncc1.Cl.Cl,2.5957000000000017,1,2,5,24.92,29,60.82470000000004,True,False,True
CC(C)[C@@H](N)c1ccccn1.Cl.Cl,2.5810000000000013,1,2,5,38.91,29,60.49940000000004,True,False,True
CCCC[n+]1ccc(CN)cc1.[I-],-1.7630999999999974,1,1,6,29.9,30,49.43640000000003,True,False,True
Cl.Cl.NCC1(c2ccccn2)CCC1,2.305600000000001,1,2,3,38.91,30,63.31640000000003,True,False,True
COc1ccc(NN)cn1.Cl.Cl,1.2193999999999996,2,4,4,60.17,23,53.095100000000016,True,False,True
Cl.Cl.NCCCn1cccc2ccnc1-2,2.1803,1,3,4,43.84,30,67.01640000000003,True,False,True
Cl.N=C(N)c1cc(COc2ccccc2)ccn1,2.3664700000000005,2,3,4,71.99000000000001,32,73.27510000000002,True,False,True
COc1c(Cl)ccnc1C.Cl,2.4738200000000012,0,2,3,22.12,20,47.78400000000002,True,False,True
Brc1cccc(OCC2CCNC2)n1.Cl,2.2542000000000004,1,3,3,34.15,29,65.65670000000001,True,False,True
COc1cccn2cc(CCN)nc12.Cl.Cl,1.6876999999999995,1,4,5,52.55,31,68.99840000000002,True,False,True
COc1ccc(C(=O)/C=C/[n+]2ccc(C)cc2)cc1.[Cl-],-0.3512799999999996,0,2,6,30.18,36,74.02850000000004,True,False,True
Br.Cc1cn2cc(N)ccc2n1,1.80282,1,3,2,43.32,22,54.66340000000002,True,False,True
CCN.COc1cc(=O)n2c(c1C(=O)O)CCCC2,0.8564,2,6,5,94.55,39,71.87970000000003,True,False,True
Cl.Cl.c1ccn2c(C3CCNCC3)nnc2c1,2.0398999999999994,1,4,1,42.22,33,72.32770000000002,True,False,True
Cl.Cl.NC(c1ccccc1)c1ccccn1,2.973300000000001,1,2,3,38.91,30,71.20540000000003,True,False,True
O=C(C[n+]1ccccc1)c1ccccc1.[O-][Cl+3]([O-])([O-])[O-],-2.898999999999998,0,5,3,113.19,32,57.40950000000004,True,False,True
CNC(C)c1ccccn1.Cl,1.7837999999999998,1,2,4,24.92,24,48.95970000000003,True,False,True
CN(C)c1cc[n+](/C=C/C(=O)c2ccccc2)cc1.[Cl-],-0.6022999999999987,0,2,6,24.19,37,77.06650000000003,True,False,True
Cl.N#Cc1cccnc1N1CCNCC1,0.7846799999999996,1,4,1,51.95,28,61.282700000000034,True,False,True
O[B-](O)(O)c1ncc(C(F)(F)F)cc1Cl.[Li+],-3.1193999999999997,3,4,4,73.58,21,46.29340000000002,True,False,True
Cl.ClCCCc1ccccn1,2.6748000000000003,0,1,3,12.89,22,50.526000000000025,True,False,True
Cl.FC(F)(F)c1ccc(OC2CCNC2)nc1,2.2629,1,3,2,34.15,29,58.389700000000026,True,False,True
Cl.NCc1cc2ccccn2n1,1.2148,1,3,2,43.32,22,50.331400000000016,True,False,True
Cl.O=[N+]([O-])c1cccnc1NC1CCNCC1,1.5754999999999997,2,5,3,80.09,32,67.65380000000003,True,False,True
Cl.O=[N+]([O-])c1ccc(OC2CCNC2)nc1,1.1522999999999994,1,5,3,77.29,28,60.042100000000026,True,False,True
Cl.Cl.N=C(N)c1cc(N2CCCC2)ccn1,1.80947,2,3,2,66.0,32,71.19610000000003,True,False,True
Br.Cc1cncc(C(=O)CBr)c1,2.5455200000000007,0,2,3,29.96,21,57.42050000000002,True,False,True
CC(NC1CC1)c1ccccn1.Cl,2.3164,1,2,4,24.92,28,56.05770000000004,True,False,True
Br.CC(Br)Cc1ccncc1,2.985400000000001,0,1,3,12.89,22,56.65200000000003,True,False,True
O.O=C(O)Cc1nc(-c2ccncc2)n[nH]1,-0.3309000000000003,2,5,3,123.26,26,54.56730000000002,True,False,True
COC(=O)c1cncc(CCl)c1.Cl,2.0288,0,3,3,39.19,22,52.381500000000024,True,False,True
Cl.Cl.O=C(c1cccnc1)C1CNC1,1.3272999999999997,1,3,2,41.99,26,59.42320000000003,True,False,True
COC(=O)c1cccc[n+]1OC.[O-][Cl+3]([O-])([O-])[O-],-4.936899999999998,0,7,4,131.65,27,40.48050000000002,True,False,True
Cc1cc2ccccc2nc1CN.Cl.Cl,2.8455200000000014,1,2,3,38.91,29,68.86740000000002,True,False,True
CN1CCc2nccc(C(=O)O)c2C1.Cl.Cl,1.6113,1,4,2,53.43000000000001,30,65.73030000000003,True,False,True
Cl.N=C(N)c1cccc(-c2cccc(F)c2)n1,2.5935700000000006,2,2,2,62.760000000000005,28,67.8951,True,False,True
CNCc1cccc2ncccc12.O=C(O)C(=O)O,1.1098,3,6,3,99.52,33,69.77830000000003,True,False,True
Cl.Cl.NCCNc1ncccc1C(F)(F)F,2.3146000000000004,2,3,4,50.94,28,61.279100000000014,True,False,True
Cl.c1cnc2ccc(OCC3CNC3)cc2c1,2.2548000000000004,1,3,3,34.15,32,70.84570000000004,True,False,True
Br.Nc1cccn2cc(-c3ccccc3)nc12,3.1614000000000013,1,3,2,43.32,29,75.36240000000002,True,False,True
Cl.Cl.N[C@H]1CC[C@H](NCc2ccccn2)CC1,2.2847,2,3,4,50.94,38,75.80410000000003,True,False,True
Cl.N=C(N)c1ccnc(N2CCCCC2)c1,1.77777,2,3,2,66.0,33,68.56510000000003,True,False,True
Cc1nc2ccccc2n1-c1ncccc1N.Cl,2.7329200000000005,1,4,3,56.73,31,75.26240000000001,True,False,True
Cl.O=C(O)c1cnccc1Oc1ccccc1,2.993900000000001,1,4,3,59.42,27,64.96030000000003,True,False,True
CC(=O)Cc1ccncc1.Cl,1.6348999999999998,0,2,3,29.96,21,45.870000000000026,True,False,True
Cl.O=C(O)C(O)c1cccnc1,0.6214,2,4,3,70.42,20,44.08060000000002,True,False,True
Cc1ccncc1NN.Cl,1.0974199999999998,2,3,3,50.94,20,44.032100000000014,True,False,True
CCC(C)NCc1ccccn1.Cl.Cl,2.8133000000000017,1,2,6,24.92,32,65.32570000000004,True,False,True
CCOC(=O)c1cn2c(N)cccc2n1.O,0.2685000000000002,1,5,4,101.12,29,59.17470000000002,True,False,True
Cl.Cl.O=C(O)CNCc1ccncc1,1.0994,2,4,4,62.22,26,58.07550000000003,True,False,True
Cl.O=C(O)c1cc(-c2ccncc2)n[nH]1,1.5916999999999992,2,4,2,78.87,23,56.02600000000001,True,False,True
C[C@H](N)c1ccnc(Br)c1.Cl,2.285600000000001,1,2,3,38.91,21,51.78740000000002,True,False,True
CCOC(=O)c1cnccc1C.Cl,1.98852,0,3,4,39.19,25,52.17850000000003,True,False,True
Cl.c1cc2ccsc2c(N2CCNCC2)n1,2.1277,1,4,1,28.16,30,71.95070000000003,True,False,True
COc1ccc2nccc(C)c2c1.Cl,2.9736200000000017,0,2,3,22.12,26,60.28000000000004,True,False,True
COc1cc(C(=O)O)cc(C)n1.Cl,1.51862,1,4,4,59.42,23,49.73330000000002,True,False,True
Cl.Cl.NCc1cc(Cl)c2cccnc2c1O,2.896100000000001,2,3,3,59.14,27,70.80520000000001,True,False,True
Cl.Sc1cccc2cccnc12,2.945300000000002,1,2,1,12.89,20,56.24300000000002,True,False,True
Cl.OCc1cnc2ccccc2c1,2.1488999999999994,1,2,2,33.120000000000005,23,54.91380000000003,True,False,True
COC(=O)C(N)c1ccncc1.Cl.Cl,1.0979999999999994,1,4,4,65.21000000000001,26,57.67740000000003,True,False,True
CC(C)CNCc1ccccn1.Cl,2.249000000000001,1,2,6,24.92,30,58.02970000000004,True,False,True
Cl.Cl.NC1CCN(c2ccc(C(=O)O)cn2)CC1,1.5509000000000002,2,5,3,79.45,35,75.11470000000003,True,False,True
CC(NN)c1ccccn1.Cl.Cl,1.4494999999999998,2,3,4,50.94,25,54.47110000000003,True,False,True
CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C.O,1.53008,2,3,3,104.6,40,76.57420000000002,True,False,True
Cc1cc(SCC(=O)O)c2ccccc2n1.Cl,3.1417200000000016,1,4,4,50.19,29,72.08780000000003,True,False,True
C[n+]1cc(O)cc2ccccc21.[I-],-1.6261,1,1,2,24.11,23,46.78880000000003,True,False,True
Cl.O=C(O)C1(c2cccnc2)CCCC1,2.399800000000001,1,3,2,50.19,29,59.26680000000003,True,False,True
O.OB(O)c1cnccc1C(F)(F)F,-1.0445000000000002,2,3,3,84.85000000000001,21,42.67840000000002,True,False,True
[Cl-].c1ccc(C[n+]2cccc3ccccc32)cc1,0.1796000000000015,0,0,2,3.88,32,69.68700000000004,True,False,True
Cl.Clc1ccc(OC2CCNCC2)c2ncccc12,3.440800000000001,1,3,2,34.15,35,80.52070000000003,True,False,True
Cc1cc(C)nc(N2CCNCC2)c1.Cl,1.5298399999999996,1,3,3,28.160000000000004,33,66.04170000000003,True,False,True
Cc1cc(CN)cnc1Cl.Cl,1.9239200000000003,1,2,3,38.91,21,49.12340000000002,True,False,True
