SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE
COc1ccc(S(=O)(=O)Cl)c(C(F)(F)F)n1,2.0365,0,4,3,56.260000000000005,21,48.829800000000006,True,False,False,False,275.6349999999999,True
COc1ccc(S(=O)(=O)Cl)c(C)n1,1.32612,0,4,4,56.260000000000005,21,48.56480000000002,True,False,False,False,221.66500000000005,True
COc1ccc(S(=O)(=O)Cl)c2ncccc12,2.1708999999999996,0,4,3,56.260000000000005,24,61.333800000000025,True,False,False,False,257.698,True
Cc1sc2ncccc2c1S(=O)(=O)Cl,2.5322200000000015,0,4,2,47.03,20,57.39580000000002,True,False,False,False,247.72800000000004,True
CN1CCOc2cc(S(=O)(=O)Cl)cnc21,0.8377000000000001,0,5,2,59.5,24,56.040800000000026,True,False,False,False,248.6910000000001,True
Cc1ccc(CS(=O)(=O)Cl)nc1,1.45862,0,3,3,47.03,20,47.450800000000015,True,False,False,False,205.66600000000005,True
CCc1noc2ncc(S(=O)(=O)Cl)cc12,1.7127,0,5,3,73.06,22,54.220800000000025,True,False,False,False,246.67500000000004,True
O=S(=O)(Cl)c1cccnc1N1CCOCC1,0.8457,0,5,2,59.5,27,60.30780000000003,True,False,False,False,262.7179999999999,True
O=S(=O)(Cl)c1cc2ccccc2cn1,2.1623,0,3,1,47.03,20,54.78180000000001,True,False,False,False,227.67200000000005,True
O=c1[nH]c(=O)c2cc(S(=O)(=O)Cl)cnc2[nH]1,-0.4610999999999998,2,5,1,112.75,20,56.0232,True,False,False,False,261.6459999999999,True
CC(C)COc1ccc(S(=O)(=O)Cl)c2cccnc12,3.1971000000000016,0,4,6,56.260000000000005,33,75.11480000000003,True,False,False,False,299.7789999999997,True
CCCCOc1ccc(S(=O)(=O)Cl)c2cccnc12,3.3412000000000015,0,4,6,56.260000000000005,33,75.18480000000004,True,False,False,False,299.7789999999997,True
Cc1ccnc(C)c1S(=O)(=O)Cl,1.6259400000000002,0,3,3,47.03,20,46.74980000000002,True,False,False,False,205.66600000000005,True
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)c2ncccc12,2.0705,0,5,2,90.17,22,61.436200000000014,True,False,False,False,272.66899999999987,True
CCc1cc2cc(S(=O)(=O)Cl)ccc2[nH]c1=O,2.018,1,3,3,67.0,27,66.98550000000002,True,False,False,False,271.7249999999998,True
O=S(=O)(Cl)c1ccc(OC2CCCC2)nc1,2.3305000000000007,0,4,3,56.260000000000005,28,60.159800000000025,True,False,False,False,261.7299999999999,True
Cc1cncc2c(S(=O)(=O)Cl)cccc12,2.470720000000001,0,3,2,47.03,23,59.51880000000003,True,False,False,False,241.69900000000004,True
Cc1ccc2nc(S(=O)(=O)Cl)nn2c1,0.96522,0,5,2,64.33,20,50.76280000000001,True,False,False,False,231.66400000000004,True
Cc1c(S(=O)(=O)Cl)cnn1-c1ccccn1,1.50322,0,5,3,64.85,24,59.13480000000003,True,False,False,False,257.702,True
CCOc1ccncc1S(=O)(=O)Cl,1.4078,0,4,4,56.26,21,48.44480000000002,True,False,False,False,221.66500000000005,True
O=C(c1cccnc1S(=O)(=O)Cl)N1CCCCC1,1.6352,0,4,2,67.33999999999999,31,67.03030000000003,True,False,False,False,288.75599999999974,True
O=C(c1cccnc1S(=O)(=O)Cl)N1CCCC1,1.2451,0,4,2,67.33999999999999,28,62.41330000000003,True,False,False,False,274.72899999999976,True
Cc1nc(C(F)(F)F)ccc1S(=O)(=O)Cl,2.3363200000000006,0,3,2,47.03,20,47.01480000000002,True,False,False,False,259.63599999999997,True
O=S(=O)(Cl)c1ccc2ccncc2c1,2.1623,0,3,1,47.03,20,54.78180000000001,True,False,False,False,227.67200000000005,True
COC(=O)c1cc(S(=O)(=O)Cl)cnc1Cl,1.4490999999999998,0,5,3,73.33000000000001,20,53.62530000000002,True,False,False,False,270.0929999999999,True
O=S(=O)(Cl)c1cnoc1-c1cccnc1,1.6640999999999997,0,5,2,73.06,20,52.77280000000001,True,False,False,False,244.659,True
COc1cc2ccc(Cl)nc2cc1S(=O)(=O)Cl,2.824300000000001,0,4,3,56.26,24,66.34380000000002,True,False,False,False,292.14299999999986,True
O=S(=O)(Cl)Cc1cc2ccccc2nc1O,2.009,1,4,3,67.26,24,61.88460000000003,True,False,False,False,257.698,True
O=S(=O)(Cl)c1cccnc1N1CCc2ccccc21,2.703300000000002,0,4,2,50.27,30,74.42780000000003,True,False,False,False,294.7629999999998,True
Cc1cc(C)c2c(S(=O)(=O)Cl)n[nH]c2n1,1.5022399999999998,1,4,3,75.71000000000001,23,56.40150000000001,True,False,False,False,245.6910000000001,True
O=C(c1ccncc1)c1cccc(S(=O)(=O)Cl)c1,2.2401,0,4,3,64.1,26,67.15030000000003,True,False,False,False,281.71999999999986,True
O=S(=O)(Cl)CCCOc1cccnc1,1.4191,0,4,5,56.260000000000005,24,53.988800000000026,True,False,False,False,235.6920000000001,True
Cc1cc(C)c(S(=O)(=O)Cl)c(Cl)n1,2.2793400000000004,0,3,3,47.03,20,51.75980000000002,True,False,False,False,240.11100000000005,True
Cc1nn(Cc2ccccn2)c(C)c1S(=O)(=O)Cl,1.87074,0,5,5,64.85,30,68.07880000000003,True,False,False,False,285.75599999999974,True
O=S(=O)(Cl)c1ccc(F)c2ncccc12,2.3014,0,3,1,47.03,20,54.73980000000002,True,False,False,False,245.662,True
O=S(=O)(Cl)c1cnc2onc(C3CC3)c2c1,2.0277,0,5,2,73.06,23,56.81780000000001,True,False,False,False,258.686,True
COC(=O)c1ncccc1S(=O)(=O)Cl,0.7957000000000001,0,5,3,73.33,20,48.61530000000002,True,False,False,False,235.64800000000005,True
