SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN
Cc1ccc(-c2nc3ccc(C)cn3c2C(=O)O)cc1,3.316340000000001,1,4,4,54.60000000000001,34,77.06130000000003,True,False,False,True
O=c1cc(O)c2cccc3c2n1-c1ccccc1CC3,2.7949,1,3,1,42.23,33,78.61780000000003,True,False,False,True
CCOC(=O)c1nc2ccccn2c1C=O,1.3235,0,5,4,60.669999999999995,26,56.53600000000002,True,False,False,True
CCOC(=O)c1cn2cc(F)cc(Br)c2n1,2.412600000000001,0,4,3,43.6,24,58.806500000000014,True,False,False,True
Cc1nc(CCC(=O)O)n2ccccc12,1.6599199999999998,1,4,4,54.599999999999994,27,55.885800000000025,True,False,False,True
O=[N+]([O-])c1cccc(-c2cn3ccccc3n2)c1,2.9095000000000004,0,4,2,60.44,27,67.28240000000002,True,False,False,True
Cc1ccc(C)n1-c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,2.7883400000000007,0,4,8,36.28,45,88.75400000000006,True,False,False,True
Cc1cccn2c(=O)cc(CN(C)c3ccccc3)nc12,2.639320000000001,0,4,5,37.61,38,84.74800000000005,True,False,False,True
Nc1ccc2ncn(-c3cncc(Br)c3)c2c1,2.765200000000001,1,4,2,56.73,26,70.9774,True,False,False,True
Cc1cccc2ncc([N+](=O)[O-])n12,1.55092,0,4,2,60.44,20,46.58340000000001,True,False,False,True
COc1ccc(-c2nc(C(C)=O)c3ccccn23)cc1,3.2125000000000012,0,4,5,43.599999999999994,34,77.18450000000003,True,False,False,True
CCCCOC(=O)Cc1c(O)nc2ccccn2c1=O,1.2858999999999998,1,6,7,80.9,36,72.69780000000003,True,False,False,True
COc1ccc(-c2nnc3c(C(=O)O)cccn23)cc1,2.1031,1,6,4,76.72,31,71.93430000000002,True,False,False,True
CCCCc1nnc2ccc(C(=O)O)cn12,1.7701,1,5,5,67.49,29,58.558300000000024,True,False,False,True
O=C(O)c1cccn2c(CN3CCCC3)cnc12,1.6283,1,5,3,57.84,33,66.66230000000002,True,False,False,True
COC(=O)c1cccn2ccnc12,1.1208999999999998,0,4,2,43.6,21,46.53150000000002,True,False,False,True
CN(C)c1nc(C=O)c2ccccn12,1.2128,0,4,4,37.61,25,54.90650000000002,True,False,False,True
CCOC(=O)c1nc2ccccn2c1N,1.0932,1,5,4,69.61999999999999,26,55.56090000000002,True,False,False,True
CC(C)(N)Cc1cn2ccccc2n1,1.6141,1,3,5,43.32,29,57.162400000000034,True,False,False,True
Cc1nnc2cc(B(O)O)ccn12,-1.2824800000000005,2,5,4,70.65,21,47.54960000000002,True,False,False,True
c1ccn2c(CNC3CCCC3)nnc2c1,1.7614999999999998,1,4,3,42.22,32,62.08270000000004,True,False,False,True
c1cc(-c2cn3ccsc3n2)ccn1,2.4578,0,4,1,30.19,21,56.300000000000026,True,False,False,True
COc1ccc(-n2cnc3ncccc32)cc1,2.4291,0,4,3,39.94,28,65.41700000000003,True,False,False,True
O=C(O)c1ccc(-n2cnnc2)nc1,0.3604999999999999,1,6,2,80.89999999999999,20,46.11330000000001,True,False,False,True
Cc1cc(C)c2c(-n3cccc3)c(C(=O)O)sc2n1,3.4020400000000013,1,5,4,55.120000000000005,31,75.38030000000003,True,False,False,True
CNCc1nnc2cc(C(F)(F)F)ccn12,1.4674999999999998,1,4,3,42.22,25,50.75270000000002,True,False,False,True
O=C(O)C1CCCN(Cc2cn3ccccc3n2)C1,1.6309,1,5,3,57.84,36,70.82880000000003,True,False,False,True
NNC(=O)c1cccn2ccnc12,-0.0622000000000009,2,4,2,72.42,21,46.845600000000005,True,False,False,True
c1cnc2nc(-c3ccncc3)cn2c1,1.7913,0,4,1,43.08,23,56.218000000000025,True,False,False,True
COc1ccn2c(C=O)cnc2c1,1.1554,0,4,3,43.6,21,47.13150000000001,True,False,False,True
NCc1ccc2nnc(-c3cccc(F)c3)n2c1,1.9941,1,4,3,56.209999999999994,29,66.2724,True,False,False,True
Brc1cnc2c(-c3ccccc3)cccn12,3.7638000000000025,0,2,1,17.3,25,68.32800000000002,True,False,False,True
O=C(O)CSc1nnc2ccccn12,0.906,1,6,3,67.49,21,51.34680000000001,True,False,False,True
O=[N+]([O-])c1cccc(-c2nc(/C=N/O)c3ccccn23)c1,2.7176,1,6,4,93.03,31,76.66290000000001,True,False,False,True
Cc1nc2ccccn2c1-c1csc(N)n1,2.34842,1,5,3,56.21,26,65.44940000000001,True,False,False,True
Cc1cc(=O)n2ccccc2n1,1.00292,0,3,1,34.370000000000005,20,46.19900000000003,True,False,False,True
O=C(O)Cc1cn2cc(C(F)(F)F)ccc2n1,1.9802,1,4,2,54.599999999999994,24,51.53380000000002,True,False,False,True
Cc1cccc(-n2cnc(C(=O)O)c2)n1,1.27392,1,5,3,68.01,24,53.05530000000001,True,False,False,True
CCOC(=O)c1cn2ccc(C)cc2n1,1.81942,0,4,4,43.6,27,55.88550000000002,True,False,False,True
O=C(O)c1c(-c2ccccc2F)nc2ccccn12,2.8386000000000005,1,4,2,54.599999999999994,28,67.54530000000001,True,False,False,True
CCOC(=O)c1cn2cc(C)ccc2n1,1.81942,0,4,4,43.6,27,55.88550000000002,True,False,False,True
O=S(=O)(Cl)Cc1cn2ccccc2n1,1.4029,0,4,2,51.44,21,53.66880000000002,True,False,False,True
O=c1oc(=O)n(-c2ccccc2)c2ncccc12,1.3388999999999998,0,5,1,65.1,26,65.87600000000002,True,False,False,True
COc1ccc(-n2cn[nH]c2=S)cn1,1.3334899999999998,1,5,3,55.73,22,53.09570000000001,True,False,False,True
c1csc(CNCCc2cn3ccccc3n2)c1,2.7281000000000004,1,4,5,29.33,33,74.92170000000004,True,False,False,True
CCOC(=O)c1ncn2ccc(Br)cc12,2.2735000000000003,0,4,3,43.599999999999994,24,58.84850000000003,True,False,False,True
NCC1(Cc2nnc3ccccn23)CCCCC1,2.181,1,4,4,56.209999999999994,38,71.26340000000003,True,False,False,True
Cc1nc2cc(Br)ccn2c1C(=O)O,2.10342,1,4,2,54.60000000000001,21,54.58830000000001,True,False,False,True
Cc1noc(-c2ccn3c(CCl)nnc3c2)n1,1.8265199999999997,0,6,3,69.11,25,60.573000000000015,True,False,False,True
N/N=C/c1nc(-c2cccs2)n2ccccc12,2.3554000000000004,1,5,3,55.67999999999999,27,70.28640000000001,True,False,False,True
N/C(=N/O)c1ccc(-n2cnc3ccccc32)nc1,1.515,2,5,3,89.32000000000001,30,71.37590000000002,True,False,False,True
O=Cc1cn(-c2ccccc2)cc2c(Cl)nnc1-2,2.838000000000001,0,4,2,47.78,26,68.37850000000002,True,False,False,True
Cc1c(C=O)c2ccccn2c1C#N,1.9319,0,3,2,45.27,22,52.23650000000002,True,False,False,True
CCOC(=O)c1c(-c2ccccc2)nc2c(C)cccn12,3.4864200000000025,0,4,5,43.599999999999994,37,81.32150000000004,True,False,False,True
O=C(O)c1cccn(-c2ccccc2Cl)c1=O,2.1891,1,4,2,59.3,25,64.0083,True,False,False,True
O=C(O)c1cccn(-c2ccc3c(c2)OCO3)c1=O,1.2643999999999995,1,6,2,77.75999999999999,28,65.12130000000002,True,False,False,True
CCc1ccc(-n2cccc(C(=O)O)c2=O)cc1,2.0980999999999996,1,4,4,59.3,31,68.37630000000003,True,False,False,True
O=c1[nH]c2ccccc2n1-c1cncc(Br)c1,2.4763,1,3,1,50.68,25,69.39070000000001,True,False,False,True
CCOC(=O)c1c(C)nc2c(N)cccn12,1.40162,1,5,5,69.61999999999999,29,60.29790000000002,True,False,False,True
COC(=O)c1cc(N)c2nnc(C)n2c1,0.4065199999999999,1,6,4,82.51,25,53.47590000000001,True,False,False,True
C=CCOc1c(C(=O)O)ccn2cccc12,2.2023,1,4,4,50.94,27,60.04830000000002,True,False,False,True
Clc1nc2sccn2c1/C=N/Cc1cccnc1,3.063300000000001,0,5,3,42.55,27,73.61400000000002,True,False,False,True
COC(=O)c1cnc2ccccn2c1=O,0.4810999999999997,0,5,2,60.669999999999995,23,52.80150000000001,True,False,False,True
CC(C)Cc1nc(C(=O)O)c2ccccn12,2.231,1,4,5,54.599999999999994,30,60.69330000000002,True,False,False,True
N#Cc1c(CSC(=N)N)cn2ccccc12,1.93765,2,4,2,78.07,26,65.32110000000002,True,False,False,True
O=Cc1cccn1-c1cccnc1,1.6848,0,3,2,34.89,21,48.95150000000002,True,False,False,True
COC(=O)c1cc(Br)cn2ccnc12,1.8833999999999995,0,4,2,43.6,21,54.23150000000001,True,False,False,True
O=c1[nH]nc2ccc(S(=O)(=O)N3CCCC3)cn12,-0.1929000000000003,1,5,2,87.53999999999999,30,63.80550000000002,True,False,False,True
CCOC(=O)c1ccc(-c2cnc3ccccn23)cc1,3.1780000000000017,0,4,4,43.599999999999994,34,76.58450000000003,True,False,False,True
O=Cc1cccn1-c1cccnc1Cl,2.3382000000000005,0,3,2,34.89,21,53.961500000000015,True,False,False,True
CCOc1ccccc1-n1c(S)nnc1-c1cccnc1,3.016700000000001,1,6,6,52.83,35,83.01100000000002,True,False,False,True
Cc1cn2c(-c3cccnc3)nnc2s1,2.16122,0,5,2,43.08,23,58.83200000000002,True,False,False,True
Cc1ccc2nc(O)c(CC(C)C(=O)O)c(=O)n2c1,0.9717199999999996,2,6,6,91.9,33,68.36760000000002,True,False,False,True
ClCCc1cn2ccccc2n1,2.1155999999999997,0,2,2,17.3,21,49.61600000000003,True,False,False,True
O=c1c(-c2ccccc2)c(O)nc2ccccn12,2.0670999999999995,1,4,2,54.599999999999994,28,68.56280000000002,True,False,False,True
Cc1nnc2c(CCl)cccn12,1.77652,0,3,2,30.19,20,47.28100000000002,True,False,False,True
CCOC(=O)c1c(C)nc2cccc(N)n12,1.40162,1,5,5,69.61999999999999,29,60.29790000000001,True,False,False,True
S=C(NCc1cn2ccccc2n1)Nc1ccccc1,2.820900000000001,2,3,3,41.36,34,84.69440000000002,True,False,False,True
Cc1cc(=O)nc2ccccn12,1.0029199999999998,0,3,1,34.370000000000005,20,46.19900000000002,True,False,False,True
NCCc1ncn2ccccc12,0.8354999999999994,1,3,3,43.31999999999999,23,47.950400000000016,True,False,False,True
Cc1cc(Br)cn2cc(C=O)nc12,2.21772,0,3,2,34.370000000000005,20,53.01650000000001,True,False,False,True
Cc1cc(C)n2c(S)nnc2c1,1.6348399999999998,1,4,3,30.19,21,49.71300000000002,True,False,False,True
Cc1nc2c(C)cc(Br)cn2c1N,2.2958399999999997,1,3,3,43.32,23,56.77840000000001,True,False,False,True
CCOC(=O)c1cc(Cl)cn2ccnc12,2.1643999999999997,0,4,3,43.6,24,56.15850000000002,True,False,False,True
CCc1noc(-c2ccn3c(=O)n(CC(=O)O)nc3c2)n1,0.1929999999999997,1,9,5,115.52,32,69.75780000000002,True,False,False,True
COc1ccc(-n2cc(C#N)c3c(C)cc(C)nc32)cc1,3.5226200000000025,0,4,5,50.84,36,81.81100000000004,True,False,False,True
O=S(=O)(c1cccn2c(=S)[nH]nc12)N1CCCCC1,1.56649,1,5,2,70.46999999999998,33,72.98650000000002,True,False,False,True
CCOC(=O)Cc1cnc2ccccn12,1.4399,0,4,4,43.599999999999994,27,55.529000000000025,True,False,False,True
Nc1ncccc1-n1ccnc1,0.8494999999999999,1,4,2,56.73,20,45.771400000000014,True,False,False,True
Brc1ccc2nnc(-c3ccccc3)n2c1,3.158800000000002,0,3,1,30.19,24,66.12300000000002,True,False,False,True
c1csc(-c2cc3ccccn3c2)c1,3.6678000000000024,0,2,1,4.41,23,60.71000000000003,True,False,False,True
ClCc1cc(-n2ccnc2)ccn1,2.006099999999999,0,3,2,30.71,21,50.91600000000002,True,False,False,True
CNC(=O)NCc1nnc2cc(C(F)(F)F)ccn12,1.1771,2,4,3,71.32,29,59.2844,True,False,False,True
Cn1ccc(-n2cc(C(=O)O)ccc2=O)n1,0.2691999999999998,1,6,3,77.11999999999999,25,55.76430000000001,True,False,False,True
CCNCc1cnc2ccccn12,1.4438,1,3,4,29.33,26,52.572700000000026,True,False,False,True
Cc1ccc2ncc(CN)n2c1,1.10142,1,3,3,43.31999999999999,23,47.820400000000014,True,False,False,True
Cc1ncc2c(=O)n(-c3ccc(O)cc3)ccc2n1,1.79472,1,5,3,68.01,30,71.53680000000001,True,False,False,True
Clc1ccc(-c2nnc3ccccn23)c(Cl)c1,3.703100000000001,0,3,1,30.19,24,68.44300000000001,True,False,False,True
Cc1ccnc(-n2c(C)ccc2C)c1Br,3.5600600000000027,0,2,4,17.82,28,65.47500000000002,True,False,False,True
Nc1ccccc1-n1ccc2c(cnc3ncnn32)c1=O,1.0105999999999995,1,7,2,91.1,31,78.29740000000001,True,False,False,True
C/C(=N\O)c1c(C)nc2ccc(Cl)cn12,2.49432,1,4,4,49.89,25,58.93650000000002,True,False,False,True
Cc1nc2ccc(C(F)(F)F)cn2c1C(=O)O,2.35972,1,4,2,54.60000000000001,24,51.89030000000001,True,False,False,True
O=C(O)c1ccc(=O)n(-c2ccccc2F)c1,1.6748,1,4,2,59.3,25,58.956300000000006,True,False,False,True
OC1CCCN(Cc2cn3ccccc3n2)C1,1.291,1,4,3,40.77,34,65.70980000000003,True,False,False,True
COc1ccc(-n2c(C)cc3c2CC(C)CC3=O)cn1,2.954320000000001,0,4,5,44.120000000000005,38,76.66850000000004,True,False,False,True
Cc1ccc2nc(C(=O)O)cn2c1,1.34092,1,4,2,54.599999999999994,21,46.88830000000001,True,False,False,True
Cc1ccc2nc(Cn3nc(C)c([N+](=O)[O-])c3C)cn2c1,2.41256,0,6,6,78.25999999999999,36,77.38640000000001,True,False,False,True
Cc1ccc(C)c(-c2cn3ccccc3n2)c1,3.618140000000002,0,2,3,17.3,31,70.10200000000003,True,False,False,True
NCc1c(-c2ccc(Cl)cc2)cc2ccccn12,3.7184000000000017,1,2,3,30.43,31,75.73440000000004,True,False,False,True
NNC(=O)c1cn2ccccc2n1,-0.0622000000000007,2,4,2,72.42,21,46.845600000000005,True,False,False,True
COC(=O)c1ccc(=O)n(-c2ccc(F)cc2)c1,1.7632,0,4,3,48.3,28,63.336500000000015,True,False,False,True
O=c1c2snnc2ccn1-c1ccc(O)cc1,1.5477999999999996,1,6,2,68.01,24,64.67680000000001,True,False,False,True
CCC(C(=O)O)c1cn2ccccc2n1,1.9125,1,4,4,54.599999999999994,27,55.85980000000003,True,False,False,True
CCOC(=O)c1nc2ccc(C(F)(F)F)cn2c1N,2.1119999999999997,1,5,4,69.61999999999999,29,60.562900000000006,True,False,False,True
Cc1cc2ccc(C(=O)O)cn2c1,1.94592,1,3,2,41.709999999999994,22,49.09330000000002,True,False,False,True
COC(=O)c1ccn2c(N)cnc2c1,0.7031,1,5,3,69.62,23,50.943900000000006,True,False,False,True
CC(=O)Oc1nnc2c(Cl)cc(C(F)(F)F)cn12,2.3268000000000004,0,5,2,56.489999999999995,23,54.308,True,False,False,True
O=C(O)c1ccn2cc(C(F)(F)F)nc2c1,2.0513000000000003,1,4,1,54.599999999999994,21,47.153300000000016,True,False,False,True
FC(F)(F)c1cc(C(F)(F)F)n2ccnc2c1,3.371900000000001,0,2,0,17.3,21,45.19600000000002,True,False,False,True
CCOC(=O)/C=C/c1cnc2ccccn12,1.9106,0,4,4,43.599999999999994,28,60.85900000000002,True,False,False,True
COc1ccc(-n2cccc(C#N)c2=O)cc1,1.71778,0,4,3,55.02,27,63.306000000000026,True,False,False,True
O=C(O)c1cccn2c(NC(=O)C3CCC3)nnc12,1.1661,2,6,3,96.59,31,65.917,True,False,False,True
CC(=O)OCc1cn2ccccc2n1,1.3974,0,4,3,43.6,24,50.66200000000002,True,False,False,True
O=C(O)c1cn(-c2ccc(F)cc2)c(=O)c2ccccc12,2.828000000000001,1,4,2,59.3,31,76.46230000000004,True,False,False,True
Cc1cn2ccc(N)c(I)c2n1,1.82952,1,3,2,43.32,20,57.058400000000006,True,False,False,True
N/C(=N\O)c1cn2ccccc2n1,0.4287999999999997,2,4,2,75.91,21,47.702900000000014,True,False,False,True
Cc1cccn2cc(COc3cccc(C(=O)O)c3)nc12,2.9199200000000003,1,5,5,63.83,35,77.66230000000003,True,False,False,True
CCCc1nc(C(=O)O)c2ccccn12,1.985,1,4,4,54.599999999999994,27,56.14630000000002,True,False,False,True
COC(=O)c1nc2ccccn2c1-c1ccccc1,2.787900000000002,0,4,3,43.599999999999994,31,71.96750000000003,True,False,False,True
O=C(O)C1CCN(Cc2cnc3ccccn23)CC1,1.6309,1,5,3,57.84,36,70.82880000000003,True,False,False,True
Cc1cc2nnc(SCC#N)n2c2ccccc12,2.8066000000000004,0,5,3,53.98,28,71.56700000000004,True,False,False,True
COc1ccc(-n2cc(C(=O)O)ccc2=O)cc1,1.5443,1,5,4,68.53,29,65.55030000000002,True,False,False,True
Cc1cn2c(-c3ccncc3)nnc2s1,2.16122,0,5,2,43.08,23,58.83200000000002,True,False,False,True
COc1c(C)cc(-c2nc3ccccn3c2C=O)cc1C,3.4392400000000016,0,4,6,43.6,37,82.04150000000004,True,False,False,True
Cc1ccn2c(=O)cc(Cl)nc2c1,1.6563199999999998,0,3,1,34.370000000000005,20,51.20900000000001,True,False,False,True
CCSc1ncc2ccccn12,2.4463,0,3,3,17.3,22,51.590000000000025,True,False,False,True
Nc1ccc(-c2nncn2-c2ccccc2)cn1,1.9115,1,5,3,69.62,29,69.00240000000002,True,False,False,True
CCN1CCCC1c1cccnc1-n1c(C)ccc1C,3.645940000000003,0,3,6,21.06,43,82.26000000000005,True,False,False,True
CCc1ccc2cc(-c3ccc(C)c(C)c3)cn2c1,4.785540000000005,0,1,5,4.41,38,81.68500000000004,True,False,False,True
Cc1cc(NCCO)n2c(nc3ccccc32)c1C#N,2.0717999999999996,2,5,5,73.35,34,77.72550000000003,True,False,False,True
Cc1ccc(-c2nc(Br)c3ccccn23)cc1,4.072220000000003,0,2,2,17.3,28,73.06500000000003,True,False,False,True
Nc1cccnc1-n1cnc(Cl)c1Cl,2.1563,1,4,2,56.73,20,55.79140000000001,True,False,False,True
Cc1cnc2ccc(-c3ccccc3)cn12,3.3097200000000013,0,2,2,17.3,28,65.36500000000002,True,False,False,True
Cc1cc2nnc(S)n2c2ccc(F)cc12,2.6187200000000006,1,4,2,30.19,24,62.44000000000002,True,False,False,True
O=c1ccn(-c2ncccn2)cc1,0.6275000000000001,0,4,1,47.78,20,47.62900000000002,True,False,False,True
Cc1cc(Br)c2nc(C)c(N)n2c1,2.29584,1,3,3,43.31999999999999,23,56.77840000000001,True,False,False,True
Cc1ncc2cc(C(=O)O)ccn12,1.34092,1,4,2,54.599999999999994,21,46.888300000000015,True,False,False,True
N/N=C/c1nc(-c2ccccc2Cl)n2ccccc12,2.947300000000001,1,4,3,55.67999999999999,30,77.41940000000002,True,False,False,True
Cc1sc2nc3c(C(=O)O)cccn3c(=O)c2c1C,2.22424,1,6,3,71.66999999999999,29,73.27830000000002,True,False,False,True
NCc1ccc2nccn2c1,0.7929999999999999,1,3,2,43.31999999999999,20,43.08340000000001,True,False,False,True
O=Cc1ccc(-c2cn3ccccc3n2)cc1,2.8138000000000005,0,3,2,34.370000000000005,27,66.01550000000003,True,False,False,True
CC(NC(=O)CCCC(=O)O)c1nnc2ccccn12,1.1613999999999998,2,6,7,96.59,36,71.03150000000004,True,False,False,True
CCOC(=O)c1cc(C(C)=O)n2ccccc12,2.3186,0,4,5,47.78,30,63.35800000000003,True,False,False,True
S=c1[nH]nc(-c2ccncc2)n1-c1ccccc1,2.9918900000000015,1,4,2,46.5,28,71.97970000000002,True,False,False,True
Cc1ccn2c(C=O)c(-c3cccc([N+](=O)[O-])c3)nc2c1,3.0304200000000012,0,5,4,77.51,32,77.40690000000001,True,False,False,True
CC(=O)c1cn2ccccc2n1,1.5369,0,3,2,34.370000000000005,20,45.196500000000015,True,False,False,True
CC(C)(C)C(=O)Nc1nnc2c(C(=O)O)cccn12,1.4121,2,6,2,96.59,33,68.03100000000002,True,False,False,True
CC(=O)N1CCCC1c1ccc(-n2c(C)ccc2C)nc1,3.1725400000000015,0,3,5,38.13,42,82.40000000000005,True,False,False,True
O=C(CCl)n1nc2ccccn2c1=O,0.3749999999999999,0,5,1,56.37,20,50.7985,True,False,False,True
O/N=C/c1nc(-c2ccc(Cl)cc2)n2ccccc12,3.4628000000000005,1,4,3,49.89,29,75.01850000000003,True,False,False,True
Cc1ccc2nc(Cl)cc(=O)n2c1,1.6563199999999998,0,3,1,34.370000000000005,20,51.20900000000001,True,False,False,True
O=S(=O)(Oc1cn2ccccc2n1)C(F)(F)F,1.5627,0,5,2,60.67,22,50.79480000000001,True,False,False,True
CC(C)(C)c1nnc(Cl)n1-c1cccc2ncccc12,3.766400000000002,0,4,1,43.6,35,80.37000000000003,True,False,False,True
Cc1cc(=O)cc(C)n1-c1ccc(C(=O)O)cc1,2.15254,1,4,4,59.3,31,68.47230000000003,True,False,False,True
ClCc1nc(-c2ccccc2)n2ccccc12,3.7401000000000018,0,2,2,17.3,28,70.18500000000003,True,False,False,True
COc1ccc(-c2cn3ccc(C)cc3n2)cc1,3.3183200000000017,0,3,4,26.53,32,71.91700000000003,True,False,False,True
CC1(C)OB(c2ccc3nccn3c2)OC1(C)C,1.6335,0,4,5,35.760000000000005,35,70.90800000000004,True,False,False,True
Cc1ccc(-n2ccnc2)cn1,1.5757199999999998,0,3,2,30.71,21,46.09600000000002,True,False,False,True
NNC(=O)c1ccc2ncc(Br)n2c1,0.7002999999999997,2,4,2,72.41999999999999,21,54.54560000000001,True,False,False,True
CCOC(=O)c1cc(Br)cn2c(C=O)cnc12,2.086,0,5,4,60.67,26,64.23600000000002,True,False,False,True
CCSc1ncc2cccc(C=O)n12,2.2588,0,4,4,34.370000000000005,24,56.97750000000002,True,False,False,True
O=Cc1c(N2CCCCCC2)nc2ccccn2c1=O,1.8874,0,5,2,54.68,37,77.53050000000003,True,False,False,True
OCc1cn2cc(C(F)(F)F)cc(Cl)c2n1,2.498800000000001,1,3,2,37.53,22,51.12680000000001,True,False,False,True
CC(=O)c1cc(C(=O)O)c2ccccn12,1.8401,1,4,3,58.78,24,54.36080000000001,True,False,False,True
Cc1ccn2c(=O)cc(CCl)nc2c1,1.74172,0,3,2,34.370000000000005,23,55.75600000000002,True,False,False,True
Cc1nc2ccccn2c1C(=O)NN=C1CCCC1,2.3025200000000003,1,4,3,58.760000000000005,35,73.29820000000004,True,False,False,True
O=[N+]([O-])c1c(CCl)nc2ccccn12,1.9812999999999996,0,4,2,60.44,20,51.40340000000001,True,False,False,True
CC(C)c1cn2cc(N)ccc2n1,2.0399,1,3,4,43.32,26,53.693400000000025,True,False,False,True
COc1c(C(=O)O)ccn2cc(Br)cc12,2.4086000000000007,1,4,3,50.94,23,58.60830000000002,True,False,False,True
NS(=O)(=O)c1c(Cl)nc2ccccn12,0.6351000000000002,1,4,2,77.46000000000001,20,51.5752,True,False,False,True
Cc1ccc2nc(O)c(CCSCC(C)C)c(=O)n2c1,2.64022,1,5,9,54.60000000000001,40,83.73080000000003,True,False,False,True
OCc1nc(C2CC2)n2ccccc12,1.704,1,3,3,37.53,26,53.08980000000003,True,False,False,True
CC(C)(C)c1nnc2ccc(Br)cn12,2.789300000000001,0,3,0,30.19,26,59.38700000000003,True,False,False,True
CC(=O)c1c2c(n3ccccc13)C(=O)c1ccccc1C2=O,2.917300000000001,0,4,2,55.62,33,80.70850000000004,True,False,False,True
Cc1nccn1-c1ccnc(C(=O)O)c1,1.27392,1,5,3,68.01,24,53.05530000000002,True,False,False,True
Cc1cc(NCCCCO)n2c(nc3ccccc32)c1C#N,2.852000000000001,2,5,7,73.35,40,86.95950000000003,True,False,False,True
O/N=C/c1cccn1-c1ncc(C(F)(F)F)cc1Cl,3.3526000000000007,1,4,3,50.41,26,62.95650000000001,True,False,False,True
Cc1cccc(-c2nnc3ccc(N)cn23)c1,2.2869200000000003,1,4,3,56.209999999999994,29,67.57240000000003,True,False,False,True
COCCN1Cc2cc(=O)n3c(nc4ccccc43)c2=C1N,0.053,1,6,5,72.86,38,84.06740000000003,True,False,False,True
Cc1ccn2c(=O)c(C(=O)NC3CCCC3)c(O)nc2c1,1.3809199999999997,2,5,4,83.7,38,77.58600000000001,True,False,False,True
CCOC(=O)c1c(O)nc2ccccn12,1.2166,1,5,4,63.83,25,52.81330000000002,True,False,False,True
CCOC(=O)c1c(-c2ccc(C)cc2)cn2ccccc12,4.091420000000003,0,3,5,30.71,38,83.52650000000004,True,False,False,True
CCOC(=O)CSc1nc(=O)n2ccc(C)cc2n1,1.05312,0,7,6,73.56,32,71.35100000000003,True,False,False,True
CCOC(=O)c1cnc2ccc(Br)cn12,2.2735000000000003,0,4,3,43.599999999999994,24,58.84850000000002,True,False,False,True
O=C(Nc1ccccc1)c1cnc2ccccn12,2.5866000000000007,1,3,2,46.400000000000006,29,69.58720000000002,True,False,False,True
Cc1cn2cc(N)ccc2n1,1.2249199999999998,1,3,2,43.32,20,44.34140000000001,True,False,False,True
Brc1cccc(-c2cc3ccccn3c2)c1,4.368800000000003,0,1,1,4.41,26,70.53300000000003,True,False,False,True
Cc1cn(-c2cncc(C(=O)O)c2)cc1C,2.18734,1,4,4,55.120000000000005,28,59.997300000000024,True,False,False,True
Cc1ccc2nc(CNc3ccccc3)cn2c1,3.2548200000000014,1,3,4,29.33,33,73.69770000000003,True,False,False,True
Cc1ccc(C)c(-c2cn3cc(Cl)ccc3n2)c1,4.271540000000003,0,2,3,17.3,31,75.11200000000002,True,False,False,True
NNC(=O)c1c(-c2ccccc2)nc2ccccn12,1.6048,2,4,3,72.41999999999999,31,72.28160000000003,True,False,False,True
COc1cccc(-c2cn3cccc(C(=O)O)c3n2)c1,2.7081,1,5,4,63.83,32,74.13930000000002,True,False,False,True
c1ccc(-n2cnnc2SCCc2ccccn2)cc1,2.9971000000000014,0,5,5,43.6,34,80.02400000000003,True,False,False,True
CCCc1nc(C(=O)C(F)(F)F)c2ccccn12,3.0318000000000014,0,3,4,34.370000000000005,29,59.572500000000026,True,False,False,True
O=C(O)c1ccn2cc(-c3ccc(F)cc3)nc2c1,2.8386000000000013,1,4,2,54.599999999999994,28,67.54530000000001,True,False,False,True
Cc1ccncc1-n1ccnc1,1.5757199999999998,0,3,2,30.71,21,46.096000000000025,True,False,False,True
OCCc1cn2cc(Br)ccc2n1,1.6315999999999995,1,3,3,37.53,22,53.68180000000002,True,False,False,True
O=C(O)C1CCCCN1Cc1cnc2ccccn12,1.7733999999999996,1,5,3,57.84,36,70.87680000000003,True,False,False,True
NNC(=O)c1cn2cc(F)ccc2n1,0.0768999999999993,2,4,2,72.42,21,46.8036,True,False,False,True
CC(=O)Nc1ccc(-c2cn3cc(N)ccc3n2)cc1,2.5419,2,4,4,72.42,34,79.34410000000003,True,False,False,True
O=C(O)c1cccnc1-n1ccnc1,0.9654999999999998,1,5,2,68.00999999999999,21,48.318300000000015,True,False,False,True
CCOC(=O)c1ccc(-n2ccc(=O)c(O)c2)cc1,1.7197999999999998,1,5,5,68.53,32,69.66030000000002,True,False,False,True
COC(=O)c1cnc2ccc(Br)cn12,1.8833999999999995,0,4,2,43.599999999999994,21,54.23150000000002,True,False,False,True
COC(=O)c1nc2ccc([N+](=O)[O-])cn2c1-c1ccccc1,2.6961000000000004,0,6,4,86.74,33,78.62190000000002,True,False,False,True
Cc1ccc(-n2c(C)cc(/C=C3/NC(=O)NC3=O)c2C)nc1,1.9778599999999995,2,4,5,76.02000000000001,38,82.42640000000002,True,False,False,True
O=c1c2cnc3ccnn3c2ccn1-c1ccccc1O,1.7389999999999994,1,6,2,72.42,31,77.75480000000002,True,False,False,True
