SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link
CCCc1cc(C(=O)O)cc(Cl)n1,2.3857,1,3,4,50.19,23,50.2013,True,False,False,False,199.637,False,False,False,"InChI=1S/C9H10ClNO2/c1-2-3-7-4-6(9(12)13)5-8(10)11-7/h4-5H,2-3H2,1H3,(H,12,13)",ADZGFLWGSFWWDY-UHFFFAOYSA-N,12586779,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/57663-81-7.html
CCOC(=O)c1cc2cccnc2[nH]1,1.7396,1,3,3,54.98,24,52.0502,True,False,False,False,190.202,False,False,False,"InChI=1S/C10H10N2O2/c1-2-14-10(13)8-6-7-4-3-5-11-9(7)12-8/h3-6H,2H2,1H3,(H,11,12)",CBIVEMGUNRNUEB-UHFFFAOYSA-N,21868741,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?SS-7210,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/221675-35-0.html
OCc1ccnc2c1OCCO2,0.3451,1,4,2,51.58,21,41.1498,True,False,False,False,167.164,False,False,False,"InChI=1S/C8H9NO3/c10-5-6-1-2-9-8-7(6)11-3-4-12-8/h1-2,10H,3-5H2",OSGBHXFASGUEFJ-UHFFFAOYSA-N,50990664,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-0760,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000048?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE
CCOC(=O)c1cccc(C=O)n1,1.0708,0,4,4,56.26,22,45.581,True,False,False,False,179.175,False,False,False,"InChI=1S/C9H9NO3/c1-2-13-9(12)8-5-3-4-7(6-11)10-8/h3-6H,2H2,1H3",PILDWRGFGKVUSE-UHFFFAOYSA-N,44206644,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-8771,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/21908-10-1.html
COc1n[nH]c2ncc([N+](=O)[O-])cc12,0.8747,1,5,3,93.94,20,47.0951,True,False,False,False,194.15,False,False,False,"InChI=1S/C7H6N4O3/c1-14-7-5-2-4(11(12)13)3-8-6(5)9-10-7/h2-3H,1H3,(H,8,9,10)",QKCRVRSYXLBOET-UHFFFAOYSA-N,67053711,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QK-7101,NONE,NONE,NONE,NONE,NONE
NNC(=O)c1ccc2ccccc2n1,0.8383,2,3,2,68.01,23,53.3966,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c11-13-10(14)9-6-5-7-3-1-2-4-8(7)12-9/h1-6H,11H2,(H,13,14)",JTDPJYXDDYUJBS-UHFFFAOYSA-N,246466,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-2182,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/5382-44-5.html
O=C(O)c1cccc2ccnc(O)c12,1.6386,2,4,2,70.42,21,50.3671,True,False,False,False,189.17,False,False,False,"InChI=1S/C10H7NO3/c12-9-8-6(4-5-11-9)2-1-3-7(8)10(13)14/h1-5H,(H,11,12)(H,13,14)",QBXCLJYVSNJXSS-UHFFFAOYSA-N,355244,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QD-7795,NONE,NONE,NONE,NONE,NONE
COC(=O)Cc1ccc(OC)nc1,0.8057,0,4,5,48.42,24,46.509,True,False,False,False,181.191,False,False,False,"InChI=1S/C9H11NO3/c1-12-8-4-3-7(6-10-8)5-9(11)13-2/h3-4,6H,5H2,1-2H3",LYJJNCKUSDHNQR-UHFFFAOYSA-N,57654509,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?YC-1851,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/943541-27-3.html
COC(=O)c1cccc(CN)n1,0.3269,1,4,4,65.21,22,43.4679,True,False,False,False,166.18,False,False,False,"InChI=1S/C8H10N2O2/c1-12-8(11)7-4-2-3-6(5-9)10-7/h2-4H,5,9H2,1H3",BXSRCFBJJKYNGE-UHFFFAOYSA-N,29921664,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds022894?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE
c1cnc2[nH]c3c(c2c1)CCNC3,1.2086,2,2,0,40.71,24,51.5044,True,False,False,False,173.219,False,False,False,"InChI=1S/C10H11N3/c1-2-8-7-3-5-11-6-9(7)13-10(8)12-4-1/h1-2,4,11H,3,5-6H2,(H,12,13)",NERRGHOQSMUIJO-UHFFFAOYSA-N,23113747,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1354893-21-2.html
Cc1ccc2cccc(C)c2n1,2.85164,0,1,2,12.89,23,51.217,True,False,False,False,157.216,False,False,False,"InChI=1S/C11H11N/c1-8-4-3-5-10-7-6-9(2)12-11(8)10/h3-7H,1-2H3",BELFSAVWJLQIBB-UHFFFAOYSA-N,15101,"['Combi-Blocks', 'Sigma-Aldrich', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2001,https://www.sigmaaldrich.com/catalog/product/aldrich/r158348,NONE,NONE,NONE,https://www.ambeed.com/products/1463-17-8.html
Cc1ncc(C(=O)O)c(C)c1C,1.70506,1,3,4,50.19,23,45.4073,True,False,False,False,165.192,False,False,False,"InChI=1S/C9H11NO2/c1-5-6(2)8(9(11)12)4-10-7(5)3/h4H,1-3H3,(H,11,12)",COGIRZHGENSUPE-UHFFFAOYSA-N,18342231,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HF-2663,NONE,NONE,NONE,NONE,NONE
O=C1CCN(c2cccc(F)n2)CC1,1.39,0,3,1,33.2,25,50.649,True,False,False,False,194.209,False,False,False,"InChI=1S/C10H11FN2O/c11-9-2-1-3-10(12-9)13-6-4-8(14)5-7-13/h1-3H,4-7H2",VDABBWFIBCXQRU-UHFFFAOYSA-N,1486289,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HE-8069,https://www.sigmaaldrich.com/catalog/product/aldrich/cds014819?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE
CC(C)=NNC(=O)c1ccncc1,1.2072,1,3,4,54.35,24,50.4862,True,False,False,False,177.207,False,False,False,"InChI=1S/C9H11N3O/c1-7(2)11-12-9(13)8-3-5-10-6-4-8/h3-6H,1-2H3,(H,12,13)",LRCPYBHPYVZWBL-UHFFFAOYSA-N,72487,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/s420018,NONE,NONE,NONE,NONE
OCCCc1ccc(Cl)nc1,1.6599,1,2,4,33.12,21,44.6538,True,False,False,False,171.627,False,False,False,"InChI=1S/C8H10ClNO/c9-8-4-3-7(6-10-8)2-1-5-11/h3-4,6,11H,1-2,5H2",WVYMRSMUEYGVDQ-UHFFFAOYSA-N,14071569,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/117528-27-5.html
c1cncc(NCc2ccsc2)c1,2.7552,1,3,3,24.92,23,55.8827,True,False,False,False,190.271,False,False,False,"InChI=1S/C10H10N2S/c1-2-10(7-11-4-1)12-6-9-3-5-13-8-9/h1-5,7-8,12H,6H2",KWFURRGBEZMQCO-UHFFFAOYSA-N,28430022,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1019559-79-5.html
CCNc1cccnc1C,1.82182,1,2,4,24.92,22,43.1377,True,False,False,False,136.198,False,False,False,"InChI=1S/C8H12N2/c1-3-9-8-5-4-6-10-7(8)2/h4-6,9H,3H2,1-2H3",KMFBUFMVRYPIBY-UHFFFAOYSA-N,67266326,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1346544-43-1.html
Cn1ccc(=O)c2ccccc21,1.5385,0,2,1,22.0,21,49.189,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c1-11-7-6-10(12)8-4-2-3-5-9(8)11/h2-7H,1H3",CSJAXRKDCCWCSJ-UHFFFAOYSA-N,6748,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/83-54-5.html
CCOC(=O)c1ccc(C)nc1O,1.27232,1,4,5,59.42,24,46.5953,True,False,False,False,181.191,False,False,False,"InChI=1S/C9H11NO3/c1-3-13-9(12)7-5-4-6(2)10-8(7)11/h4-5H,3H2,1-2H3,(H,10,11)",PQCSOHWXRCPXRQ-UHFFFAOYSA-N,13004795,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HA-0665,NONE,NONE,NONE,NONE,NONE
Cc1cc2c(cn1)C(=O)CC2,1.51892,0,2,1,29.96,20,41.6255,True,False,False,False,147.177,False,False,False,"InChI=1S/C9H9NO/c1-6-4-7-2-3-9(11)8(7)5-10-6/h4-5H,2-3H2,1H3",RKEYPORJJFWIGD-UHFFFAOYSA-N,10034763,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QD-2283,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/147646-27-3.html
CCOCCc1ccccn1,1.6606,0,2,5,22.12,24,44.434,True,False,False,False,151.209,False,False,False,"InChI=1S/C9H13NO/c1-2-11-8-6-9-5-3-4-7-10-9/h3-5,7H,2,6,8H2,1H3",BVFWKBCHXXZOJJ-UHFFFAOYSA-N,98758,"['Ambeed', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-8003,https://www.sigmaaldrich.com/catalog/product/aldrich/s361402,NONE,NONE,NONE,https://www.ambeed.com/products/28672-54-0.html
O=C(O)CCc1ccc(F)nc1,1.2379,1,3,3,50.19,20,40.1518,True,False,False,False,169.155,False,False,False,"InChI=1S/C8H8FNO2/c9-7-3-1-6(5-10-7)2-4-8(11)12/h1,3,5H,2,4H2,(H,11,12)",YSRWQGSUXGWTHB-UHFFFAOYSA-N,105434007,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-2441,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/944998-15-6.html
CC(C)C(=O)c1ccncc1,1.9203,0,2,4,29.96,22,43.4055,True,False,False,False,149.193,False,False,False,"InChI=1S/C9H11NO/c1-7(2)9(11)8-3-5-10-6-4-8/h3-7H,1-2H3",REQREMPZQWXKAO-UHFFFAOYSA-N,10898858,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HB-3322,NONE,NONE,NONE,NONE,NONE
OC(Cc1ccncc1)C(F)(F)F,1.5473,1,2,3,33.12,21,40.0028,True,False,False,False,191.152,False,False,False,"InChI=1S/C8H8F3NO/c9-8(10,11)7(13)5-6-1-3-12-4-2-6/h1-4,7,13H,5H2",MMDRDAFWWYWCGO-UHFFFAOYSA-N,64984774,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1491591-94-6.html
CNc1ccc(OC)nc1,1.1319,1,3,4,34.15,20,40.3357,True,False,False,False,138.17,False,False,False,"InChI=1S/C7H10N2O/c1-8-6-3-4-7(10-2)9-5-6/h3-5,8H,1-2H3",TVRPZLLAQQVNEG-UHFFFAOYSA-N,11073496,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-1809,NONE,NONE,NONE,NONE,NONE
c1ccc(Oc2ccncc2)cc1,2.8739,0,2,2,22.12,22,50.753,True,False,False,False,171.199,False,False,False,InChI=1S/C11H9NO/c1-2-4-10(5-3-1)13-11-6-8-12-9-7-11/h1-9H,OATKXQIGHQXTDO-UHFFFAOYSA-N,249651,"['Ambeed', 'TCI (Tokyo Chemical Industry)', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2179,https://www.sigmaaldrich.com/catalog/product/aldrich/cds000196?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/P1413/index.html,NONE,NONE,https://www.ambeed.com/products/4783-86-2.html
O=C(Nc1cccnc1Cl)C1CC1,2.0835,1,2,2,41.99,22,50.6007,True,False,False,False,196.637,False,False,False,"InChI=1S/C9H9ClN2O/c10-8-7(2-1-5-11-8)12-9(13)6-3-4-6/h1-2,5-6H,3-4H2,(H,12,13)",IJFLBOULCFYVKB-UHFFFAOYSA-N,4283894,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HE-0251,https://www.sigmaaldrich.com/catalog/product/aldrich/t317861,NONE,NONE,NONE,NONE
O=C(NC1CC1)c1ccncc1,0.9738,1,2,2,41.99,22,44.7252,True,False,False,False,162.192,False,False,False,"InChI=1S/C9H10N2O/c12-9(11-8-1-2-8)7-3-5-10-6-4-7/h3-6,8H,1-2H2,(H,11,12)",PTRHJJHEZUMSQS-UHFFFAOYSA-N,101466,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5039,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/25764-75-4.html
Cc1ccc2cc(Cl)cc(C)c2n1,3.50504,0,1,2,12.89,23,56.227,True,False,False,False,191.661,False,False,False,"InChI=1S/C11H10ClN/c1-7-5-10(12)6-9-4-3-8(2)13-11(7)9/h3-6H,1-2H3",MVXUKVOJHFTFPP-UHFFFAOYSA-N,17039987,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2298,NONE,NONE,NONE,NONE,NONE
O=[N+]([O-])c1ccc(NCCO)nc1,0.394,2,5,5,88.29,22,46.4669,True,False,False,False,183.167,False,False,False,"InChI=1S/C7H9N3O3/c11-4-3-8-7-2-1-6(5-9-7)10(12)13/h1-2,5,11H,3-4H2,(H,8,9)",STGZMDMCSWZWHU-UHFFFAOYSA-N,97005,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/s447064,NONE,NONE,NONE,NONE
COc1c(C)cnc(C(=O)O)c1C,1.40524,1,4,5,59.42,24,47.2223,True,False,False,False,181.191,False,False,False,"InChI=1S/C9H11NO3/c1-5-4-10-7(9(11)12)6(2)8(5)13-3/h4H,1-3H3,(H,11,12)",YURTZWSYMDBSIA-UHFFFAOYSA-N,10176383,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QE-7552,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/138569-60-5.html
COc1cc(C#N)cnc1OC,0.97048,0,4,4,55.14,20,42.056,True,False,False,False,164.164,False,False,False,"InChI=1S/C8H8N2O2/c1-11-7-3-6(4-9)5-10-8(7)12-2/h3,5H,1-2H3",NSGJRTBSLYQQTP-UHFFFAOYSA-N,46736759,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0666,https://www.sigmaaldrich.com/catalog/product/aldrich/ade000523?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1112851-31-6.html
O=C(O)c1ccc(C2CC2)nc1,1.6572,1,3,2,50.19,21,43.1713,True,False,False,False,163.176,False,False,False,"InChI=1S/C9H9NO2/c11-9(12)7-3-4-8(10-5-7)6-1-2-6/h3-6H,1-2H2,(H,11,12)",AZQLYGCISPLJER-UHFFFAOYSA-N,12440058,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-6845,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/75893-75-3.html
N#Cc1cccc(-c2ccc(N)nc2)c1,2.20248,1,3,2,62.7,24,58.8004,True,False,False,False,195.225,False,False,False,"InChI=1S/C12H9N3/c13-7-9-2-1-3-10(6-9)11-4-5-12(14)15-8-11/h1-6,8H,(H2,14,15)",DKTXBIIMOGXSQM-UHFFFAOYSA-N,22317572,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?YB-4375,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/579475-51-7.html
COc1cc2cc(C=O)[nH]c2cn1,1.384,1,3,3,54.98,21,48.0332,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-13-9-3-6-2-7(5-12)11-8(6)4-10-9/h2-5,11H,1H3",ZFQNWDOJNLGVLV-UHFFFAOYSA-N,17750421,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QW-5421,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/17288-48-1.html
c1cc2n(c1)CCNC2c1ccncc1,1.5757,1,3,1,29.85,28,58.5147,True,False,False,False,199.257,False,False,False,"InChI=1S/C12H13N3/c1-2-11-12(10-3-5-13-6-4-10)14-7-9-15(11)8-1/h1-6,8,12,14H,7,9H2",MPRZWCUIBYQXCV-UHFFFAOYSA-N,2770918,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds011095?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE
CCOC(=O)Nc1cc(C)cc(C)n1,2.26684,1,3,5,51.22,28,54.3557,True,False,False,False,194.234,False,False,False,"InChI=1S/C10H14N2O2/c1-4-14-10(13)12-9-6-7(2)5-8(3)11-9/h5-6H,4H2,1-3H3,(H,11,12,13)",YQGXYZIMKONZOG-UHFFFAOYSA-N,841740,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ph009313,NONE,NONE,NONE,NONE
Clc1ccc(Cn2cncn2)cn1,1.3748,0,4,2,43.6,20,48.371,True,False,False,False,194.625,False,False,False,"InChI=1S/C8H7ClN4/c9-8-2-1-7(3-11-8)4-13-6-10-5-12-13/h1-3,5-6H,4H2",XLIYFSLQBRKSNS-UHFFFAOYSA-N,1473096,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-2687,NONE,NONE,NONE,NONE,NONE
CCCC(N)c1ccccn1,1.8815,1,2,5,38.91,25,46.0734,True,False,False,False,150.225,False,False,False,"InChI=1S/C9H14N2/c1-2-5-8(10)9-6-3-4-7-11-9/h3-4,6-8H,2,5,10H2,1H3",BFKHSLAQEYFTPC-UHFFFAOYSA-N,22767593,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0153,NONE,NONE,NONE,NONE,NONE
CN(C)Cc1ccccn1,1.1432,0,2,4,16.13,22,41.628,True,False,False,False,136.198,False,False,False,"InChI=1S/C8H12N2/c1-10(2)7-8-5-3-4-6-9-8/h3-6H,7H2,1-2H3",HRUBXJBPLLZTAN-UHFFFAOYSA-N,252482,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?SH-6248,https://www.sigmaaldrich.com/catalog/product/aldrich/s360821,NONE,NONE,NONE,NONE
CNC(=O)c1ccncc1N,0.0234,2,3,3,68.01,20,42.0396,True,False,False,False,151.169,False,False,False,"InChI=1S/C7H9N3O/c1-9-7(11)5-2-3-10-4-6(5)8/h2-4H,8H2,1H3,(H,9,11)",RPBHWWDDKIEIFA-UHFFFAOYSA-N,53905850,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-0665,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1061358-09-5.html
COC(=O)C1(c2cccnc2)CC1,1.2862,0,3,3,39.19,24,47.165,True,False,False,False,177.203,False,False,False,"InChI=1S/C10H11NO2/c1-13-9(12)10(4-5-10)8-3-2-6-11-7-8/h2-3,6-7H,4-5H2,1H3",IXGCYJWJMZNBCJ-UHFFFAOYSA-N,69960020,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1354940-85-4.html
Oc1nccc2c1CCCC2,1.666,1,2,1,33.12,22,42.5438,True,False,False,False,149.193,False,False,False,"InChI=1S/C9H11NO/c11-9-8-4-2-1-3-7(8)5-6-10-9/h5-6H,1-4H2,(H,10,11)",BSSAYGWMFGXIPF-UHFFFAOYSA-N,19081118,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ph009108,NONE,NONE,NONE,NONE
O=C(O)CCc1cccnc1F,1.2379,1,3,3,50.19,20,40.1518,True,False,False,False,169.155,False,False,False,"InChI=1S/C8H8FNO2/c9-8-6(2-1-5-10-8)3-4-7(11)12/h1-2,5H,3-4H2,(H,11,12)",ZQWARVWZIAFKCE-UHFFFAOYSA-N,75487747,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QY-1814,NONE,NONE,NONE,NONE,NONE
CN(C)CCNCc1cccnc1,0.7328,1,3,7,28.16,30,54.4977,True,False,False,False,179.267,False,False,False,"InChI=1S/C10H17N3/c1-13(2)7-6-12-9-10-4-3-5-11-8-10/h3-5,8,12H,6-7,9H2,1-2H3",XYGQVQONQGFXFY-UHFFFAOYSA-N,3154225,"['Sigma-Aldrich', 'Ambeed']",NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds017024?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/136469-77-7.html
CC(=O)NCc1cncc(B(O)O)c1,-1.6025,3,4,6,82.45,25,51.5833,True,False,False,False,193.999,False,False,False,"InChI=1S/C8H11BN2O3/c1-6(12)11-4-7-2-8(9(13)14)5-10-3-7/h2-3,5,13-14H,4H2,1H3,(H,11,12)",IUJUCLWECOBMFH-UHFFFAOYSA-N,45789878,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1310403-80-5.html
C=CCc1cnc2c(c1)ncn2C,1.6968,0,3,3,30.71,24,52.41,True,False,False,False,173.219,False,False,False,"InChI=1S/C10H11N3/c1-3-4-8-5-9-10(11-6-8)13(2)7-12-9/h3,5-7H,1,4H2,2H3",HAIHJGPDLSURFH-UHFFFAOYSA-N,46737960,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0676,https://www.sigmaaldrich.com/catalog/product/aldrich/ade001228?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE
COC(=O)c1cnc2[nH]ncc2c1,0.7445,1,4,2,67.87,20,45.2282,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c1-13-8(12)6-2-5-4-10-11-7(5)9-3-6/h2-4H,1H3,(H,9,10,11)",WAYSJYROSIMXRC-UHFFFAOYSA-N,57415679,"['Combi-Blocks', 'Ambeed', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-5639,https://www.sigmaaldrich.com/catalog/product/aldrich/ade001315?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1196156-42-9.html
OCc1ccc2ccncc2c1,1.7271,1,2,2,33.12,21,47.6658,True,False,False,False,159.188,False,False,False,"InChI=1S/C10H9NO/c12-7-8-1-2-9-3-4-11-6-10(9)5-8/h1-6,12H,7H2",VLONTUPZTAEOIH-UHFFFAOYSA-N,12018710,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-0701,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/158654-76-3.html
CC(=O)Nc1cnccc1C=O,0.8525,1,3,3,59.06,20,43.9282,True,False,False,False,164.164,False,False,False,"InChI=1S/C8H8N2O2/c1-6(12)10-8-4-9-3-2-7(8)5-11/h2-5H,1H3,(H,10,12)",QXEFMYBPXJVIHG-UHFFFAOYSA-N,46835229,"['Combi-Blocks', 'Ambeed', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-4198,https://www.sigmaaldrich.com/catalog/product/aldrich/cds023991?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1124194-63-3.html
Cc1cnc2[nH]c(C(=O)O)cc2c1,1.56952,2,3,2,65.98,21,47.79,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-5-2-6-3-7(9(12)13)11-8(6)10-4-5/h2-4H,1H3,(H,10,11)(H,12,13)",MLSMBSUFCMOUBM-UHFFFAOYSA-N,18455976,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5101,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1638767-97-1.html
Nc1cc(OCc2cccnc2)[nH]n1,0.9659,2,4,4,76.82,24,51.5691,True,False,False,False,190.206,False,False,False,"InChI=1S/C9H10N4O/c10-8-4-9(13-12-8)14-6-7-2-1-3-11-5-7/h1-5H,6H2,(H3,10,12,13)",MNRAYROCGVNEIG-UHFFFAOYSA-N,75464904,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QM-4382,NONE,NONE,NONE,NONE,NONE
Nc1ccc(-n2cccn2)nc1,0.8495,1,4,2,56.73,20,45.7714,True,False,False,False,160.18,False,False,False,"InChI=1S/C8H8N4/c9-7-2-3-8(10-6-7)12-5-1-4-11-12/h1-6H,9H2",UUOKAVKPEMXSMG-UHFFFAOYSA-N,16774822,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-3822,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/154095-29-1.html
O=Cc1cccc(-c2ccncc2)c1,2.5611,0,2,2,29.96,23,55.0605,True,False,False,False,183.21,False,False,False,InChI=1S/C12H9NO/c14-9-10-2-1-3-12(8-10)11-4-6-13-7-5-11/h1-9H,ANVUAAJNQXEBNM-UHFFFAOYSA-N,2795563,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-5433,https://www.sigmaaldrich.com/catalog/product/aldrich/cds007825?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/208190-04-9.html
O=C(Nc1cc(Cl)ccn1)C1CC1,2.0835,1,2,2,41.99,22,50.6007,True,False,False,False,196.637,False,False,False,"InChI=1S/C9H9ClN2O/c10-7-3-4-11-8(5-7)12-9(13)6-1-2-6/h3-6H,1-2H2,(H,11,12,13)",BURPEGYULPECNQ-UHFFFAOYSA-N,4394171,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QD-3921,NONE,NONE,NONE,NONE,NONE
O=C1C=C(c2cccnc2)CCC1,2.218,0,2,1,29.96,24,51.072,True,False,False,False,173.215,False,False,False,"InChI=1S/C11H11NO/c13-11-5-1-3-9(7-11)10-4-2-6-12-8-10/h2,4,6-8H,1,3,5H2",ONIOZXVZKCKBPJ-UHFFFAOYSA-N,13402571,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/63843-14-1.html
